[2026-05-12 10:27:39] PAMAP2 class 1 (sitting) start T=0.8
[2026-05-12 10:27:39]   1989 windows
[2026-05-12 10:28:02] #0001/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 14:45:43] #0652/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.783 conf=0.780 gap=0.680
[2026-05-12 14:46:23] #0653/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.947 conf=0.620 gap=0.340
[2026-05-12 14:46:50] #0654/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.622 conf=0.850 gap=0.800
[2026-05-12 14:47:08] #0655/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 14:47:33] #0656/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.254 conf=0.940 gap=0.890
[2026-05-12 14:48:00] #0657/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.968 conf=0.720 gap=0.620
[2026-05-12 14:48:26] #0658/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 14:48:49] #0659/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.595 conf=0.820 gap=0.720
[2026-05-12 14:49:13] #0660/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 14:49:13]   [660/1989] acc=471/660=71% filt=623
[2026-05-12 14:49:32] #0661/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 14:50:01] #0662/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.836 conf=0.650 gap=0.350
[2026-05-12 14:50:15] #0663/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 14:50:35] #0664/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.016 conf=0.650 gap=0.450
[2026-05-12 14:51:01] #0665/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 14:51:32] #0666/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 14:51:49] #0667/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 14:52:15] #0668/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.678 conf=0.820 gap=0.720
[2026-05-12 14:52:37] #0669/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 14:52:54] #0670/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.659 conf=0.820 gap=0.740
[2026-05-12 14:53:20] #0671/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 14:54:04] #0672/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.717 conf=0.750 gap=0.550
[2026-05-12 14:54:36] #0673/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 14:54:54] #0674/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 14:55:05] #0675/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.163 conf=0.500 gap=0.150
[2026-05-12 14:55:20] #0676/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.768 conf=0.780 gap=0.660
[2026-05-12 14:55:42] #0677/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:56:08] #0678/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.598 conf=0.850 gap=0.780
[2026-05-12 14:56:27] #0679/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 14:56:48] #0680/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 14:56:48]   [680/1989] acc=482/680=71% filt=642
[2026-05-12 14:57:10] #0681/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 14:57:23] #0682/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 14:57:51] #0683/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 14:58:05] #0684/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.904 conf=0.680 gap=0.500
[2026-05-12 14:58:14] #0685/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.102 conf=0.600 gap=0.350
[2026-05-12 14:58:31] #0686/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.205 conf=0.550 gap=0.300
[2026-05-12 14:58:57] #0687/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.659 conf=0.820 gap=0.740
[2026-05-12 14:59:33] #0688/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 14:59:57] #0689/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 15:00:22] #0690/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 15:00:49] #0691/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 15:01:12] #0692/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.805 conf=0.780 gap=0.700
[2026-05-12 15:01:51] #0693/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.501 conf=0.880 gap=0.810
[2026-05-12 15:02:05] #0694/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 15:02:17] #0695/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.713 conf=0.800 gap=0.680
[2026-05-12 15:02:46] #0696/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.804 conf=0.720 gap=0.500
[2026-05-12 15:03:02] #0697/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 15:03:30] #0698/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 15:03:56] #0699/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.794 conf=0.700 gap=0.450
[2026-05-12 15:04:14] #0700/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 15:04:14]   [700/1989] acc=499/700=71% filt=662
[2026-05-12 15:04:48] #0701/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.426 conf=0.900 gap=0.850
[2026-05-12 15:05:10] #0702/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 15:05:38] #0703/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 15:06:12] #0704/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 15:06:26] #0705/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 15:06:53] #0706/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.673 conf=0.820 gap=0.720
[2026-05-12 15:07:11] #0707/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 15:07:26] #0708/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:07:48] #0709/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:08:33] #0710/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 15:08:49] #0711/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 15:09:01] #0712/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.257 conf=0.450 gap=0.100
[2026-05-12 15:09:22] #0713/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 15:09:47] #0714/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=1.028 conf=0.620 gap=0.370
[2026-05-12 15:10:13] #0715/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 15:10:40] #0716/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.032 conf=0.650 gap=0.450
[2026-05-12 15:10:53] #0717/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 15:11:08] #0718/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.235 conf=0.550 gap=0.350
[2026-05-12 15:11:35] #0719/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.781 conf=0.780 gap=0.660
[2026-05-12 15:12:00] #0720/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 15:12:00]   [720/1989] acc=516/720=72% filt=681
[2026-05-12 15:12:31] #0721/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 15:12:51] #0722/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.258 conf=0.950 gap=0.930
[2026-05-12 15:13:05] #0723/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=1.136 conf=0.550 gap=0.300
[2026-05-12 15:13:19] #0724/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 15:13:40] #0725/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 15:13:54] #0726/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.898 conf=0.720 gap=0.570
[2026-05-12 15:14:08] #0727/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 15:14:23] #0728/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.709 conf=0.820 gap=0.750
[2026-05-12 15:14:34] #0729/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.143 conf=0.550 gap=0.300
[2026-05-12 15:14:45] #0730/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 15:15:03] #0731/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.949 conf=0.700 gap=0.550
[2026-05-12 15:15:24] #0732/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.774 conf=0.780 gap=0.660
[2026-05-12 15:15:50] #0733/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.121 conf=0.650 gap=0.550
[2026-05-12 15:16:10] #0734/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.946 conf=0.620 gap=0.320
[2026-05-12 15:16:23] #0735/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.760 conf=0.720 gap=0.520
[2026-05-12 15:16:36] #0736/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 15:16:59] #0737/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 15:17:10] #0738/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.175 conf=0.600 gap=0.450
[2026-05-12 15:17:24] #0739/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 15:17:37] #0740/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.265 conf=0.350 gap=0.000
[2026-05-12 15:17:37]   [740/1989] acc=529/740=71% filt=700
[2026-05-12 15:18:03] #0741/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 15:18:32] #0742/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.675 conf=0.820 gap=0.740
[2026-05-12 15:18:58] #0743/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 15:19:10] #0744/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.371 conf=0.450 gap=0.200
[2026-05-12 15:19:32] #0745/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 15:19:49] #0746/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.918 conf=0.650 gap=0.400
[2026-05-12 15:20:04] #0747/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.163 conf=0.500 gap=0.150
[2026-05-12 15:20:29] #0748/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=1.083 conf=0.600 gap=0.350
[2026-05-12 15:20:44] #0749/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.999 conf=0.650 gap=0.430
[2026-05-12 15:21:11] #0750/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.750 gap=0.670
[2026-05-12 15:21:30] #0751/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.865 conf=0.620 gap=0.290
[2026-05-12 15:21:52] #0752/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 15:22:03] #0753/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.799 conf=0.700 gap=0.450
[2026-05-12 15:22:18] #0754/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 15:22:34] #0755/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 15:22:58] #0756/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 15:23:16] #0757/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.896 conf=0.700 gap=0.500
[2026-05-12 15:23:41] #0758/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 15:24:11] #0759/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.858 conf=0.720 gap=0.580
[2026-05-12 15:24:25] #0760/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 15:24:25]   [760/1989] acc=545/760=72% filt=718
[2026-05-12 15:24:56] #0761/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 15:25:30] #0762/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 15:25:57] #0763/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 15:26:20] #0764/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 15:26:52] #0765/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 15:27:07] #0766/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 15:27:23] #0767/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 15:27:35] #0768/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 15:27:47] #0769/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 15:28:15] #0770/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 15:28:34] #0771/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 15:28:46] #0772/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.613 conf=0.850 gap=0.800
[2026-05-12 15:29:12] #0773/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 15:29:39] #0774/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 15:29:56] #0775/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.195 conf=0.450 gap=0.100
[2026-05-12 15:30:14] #0776/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 15:30:40] #0777/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.934 conf=0.600 gap=0.270
[2026-05-12 15:31:00] #0778/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.794 conf=0.750 gap=0.600
[2026-05-12 15:31:14] #0779/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.096 conf=0.600 gap=0.400
[2026-05-12 15:31:29] #0780/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 15:31:29]   [780/1989] acc=562/780=72% filt=737
[2026-05-12 15:31:44] #0781/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 15:32:11] #0782/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 15:32:35] #0783/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.896 conf=0.700 gap=0.500
[2026-05-12 15:33:00] #0784/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.740 conf=0.750 gap=0.550
[2026-05-12 15:33:24] #0785/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.896 conf=0.700 gap=0.500
[2026-05-12 15:33:49] #0786/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.861 conf=0.750 gap=0.650
[2026-05-12 15:34:11] #0787/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 15:34:21] #0788/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.731 conf=0.780 gap=0.630
[2026-05-12 15:34:35] #0789/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:35:03] #0790/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.624 conf=0.850 gap=0.800
[2026-05-12 15:35:19] #0791/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.709 conf=0.820 gap=0.750
[2026-05-12 15:35:52] #0792/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=1.205 conf=0.550 gap=0.300
[2026-05-12 15:36:16] #0793/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 15:36:29] #0794/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 15:36:42] #0795/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 15:36:53] #0796/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.005 conf=0.580 gap=0.300
[2026-05-12 15:37:05] #0797/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.752 conf=0.750 gap=0.570
[2026-05-12 15:37:15] #0798/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 15:37:46] #0799/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.780 gap=0.660
[2026-05-12 15:37:49] #0800/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.798 conf=0.490 gap=0.000
[2026-05-12 15:37:49]   [800/1989] acc=577/800=72% filt=756
[2026-05-12 15:38:01] #0801/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.156 conf=0.450 gap=0.050
[2026-05-12 15:38:26] #0802/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 15:38:50] #0803/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 15:39:16] #0804/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.444 conf=0.890 gap=0.810
[2026-05-12 15:39:34] #0805/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 15:39:59] #0806/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 15:40:14] #0807/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 15:40:35] #0808/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.341 conf=0.400 gap=0.100
[2026-05-12 15:41:03] #0809/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.034 conf=0.650 gap=0.500
[2026-05-12 15:41:31] #0810/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 15:41:56] #0811/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 15:42:27] #0812/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 15:42:52] #0813/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.659 conf=0.780 gap=0.600
[2026-05-12 15:43:19] #0814/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.777 conf=0.750 gap=0.570
[2026-05-12 15:43:35] #0815/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 15:43:46] #0816/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.051 conf=0.650 gap=0.450
[2026-05-12 15:44:02] #0817/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 15:44:43] #0818/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.743 conf=0.800 gap=0.700
[2026-05-12 15:45:08] #0819/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.707 conf=0.800 gap=0.680
[2026-05-12 15:45:26] #0820/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 15:45:26]   [820/1989] acc=594/820=72% filt=774
[2026-05-12 15:45:38] #0821/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.028 conf=0.620 gap=0.370
[2026-05-12 15:46:02] #0822/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.719 conf=0.750 gap=0.550
[2026-05-12 15:46:31] #0823/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 15:46:52] #0824/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.992 conf=0.600 gap=0.300
[2026-05-12 15:47:19] #0825/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 15:47:45] #0826/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.358 conf=0.920 gap=0.870
[2026-05-12 15:47:52] #0827/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=1.201 conf=0.600 gap=0.450
[2026-05-12 15:48:10] #0828/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 15:48:55] #0829/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 15:49:12] #0830/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 15:49:22] #0831/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.197 conf=0.550 gap=0.300
[2026-05-12 15:49:49] #0832/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 15:50:08] #0833/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:50:39] #0834/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 15:50:54] #0835/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 15:51:07] #0836/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 15:51:32] #0837/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.876 conf=0.650 gap=0.370
[2026-05-12 15:51:56] #0838/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 15:52:17] #0839/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 15:52:38] #0840/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.866 conf=0.700 gap=0.500
[2026-05-12 15:52:38]   [840/1989] acc=608/840=72% filt=794
[2026-05-12 15:52:54] #0841/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.839 conf=0.720 gap=0.540
[2026-05-12 15:53:34] #0842/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.659 conf=0.820 gap=0.740
[2026-05-12 15:53:51] #0843/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 15:54:05] #0844/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 15:54:32] #0845/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 15:54:45] #0846/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.102 conf=0.600 gap=0.350
[2026-05-12 15:54:53] #0847/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 15:55:18] #0848/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 15:55:30] #0849/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 15:56:01] #0850/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.789 conf=0.680 gap=0.400
[2026-05-12 15:56:33] #0851/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.551 conf=0.870 gap=0.820
