[2026-05-11 11:02:36] Class 2 (Talk-sit) 软标签生成开始
[2026-05-11 11:02:36]   QUICK=False LIMIT=50
[2026-05-11 11:02:36]   温度=0.8 (from api_config)
[2026-05-11 11:02:36]   本类: 5799窗口 (仅加载本类, 内存友好)
[2026-05-11 11:02:36]   实际生成: 5799 窗口
[2026-05-11 11:03:05] #0001/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 04:07:22] #1741/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 04:08:45] #1742/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 04:09:17] #1743/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:10:23] #1744/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:10:55] #1745/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 04:11:44] #1746/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.800 | conf=0.550 | gap=0.450
[2026-05-12 04:12:15] #1747/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 04:12:42] #1748/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:13:14] #1749/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 04:13:41] #1750/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:14:16] #1751/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=1.025 | conf=0.650 | gap=0.500
[2026-05-12 04:14:43] #1752/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 04:15:08] #1753/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 04:15:35] #1754/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:16:20] #1755/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 04:16:54] #1756/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:17:28] #1757/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.917 | conf=0.579 | gap=0.263
[2026-05-12 04:18:14] #1758/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.533 | conf=0.880 | gap=0.850
[2026-05-12 04:19:32] #1759/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-12 04:20:17] #1760/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:20:17]   [1760/5799] acc=272/1760=15.5% filtered=869/1760
[2026-05-12 04:20:43] #1761/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:21:11] #1762/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:21:47] #1763/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.071 | conf=0.750 | gap=0.700
[2026-05-12 04:22:32] #1764/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 04:23:08] #1765/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 04:24:23] #1766/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-12 04:24:56] #1767/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.187 | conf=0.450 | gap=0.100
[2026-05-12 04:25:36] #1768/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.959 | conf=0.300 | gap=0.050
[2026-05-12 04:26:58] #1769/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 04:27:41] #1770/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:28:36] #1771/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 04:29:20] #1772/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:30:10] #1773/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 04:30:33] #1774/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-12 04:31:01] #1775/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.662 | conf=0.820 | gap=0.740
[2026-05-12 04:31:28] #1776/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 04:31:59] #1777/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 04:32:40] #1778/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=1.404 | conf=0.450 | gap=0.200
[2026-05-12 04:33:15] #1779/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.275 | conf=0.450 | gap=0.200
[2026-05-12 04:33:46] #1780/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-12 04:33:46]   [1780/5799] acc=275/1780=15.4% filtered=885/1780
[2026-05-12 04:35:36] #1781/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 04:36:12] #1782/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:36:40] #1783/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:37:33] #1784/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.838 | conf=0.778 | gap=0.722
[2026-05-12 04:37:57] #1785/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:38:34] #1786/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:39:09] #1787/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 04:39:45] #1788/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-12 04:41:59] #1789/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.119 | conf=0.980 | gap=0.970
[2026-05-12 04:42:24] #1790/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-12 04:42:46] #1791/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-12 04:43:25] #1792/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-12 04:43:57] #1793/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 04:44:30] #1794/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:45:18] #1795/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.753 | conf=0.737 | gap=0.579
[2026-05-12 04:45:48] #1796/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 04:46:35] #1797/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:47:18] #1798/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:47:49] #1799/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 04:48:39] #1800/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:48:39]   [1800/5799] acc=280/1800=15.6% filtered=905/1800
[2026-05-12 04:49:24] #1801/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-12 04:49:54] #1802/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 04:50:49] #1803/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-12 04:51:13] #1804/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:51:40] #1805/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:52:32] #1806/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 04:53:13] #1807/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 04:53:49] #1808/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:54:23] #1809/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.508 | conf=0.845 | gap=0.722
[2026-05-12 04:55:36] #1810/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:56:02] #1811/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 04:56:35] #1812/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 04:57:54] #1813/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.873 | conf=0.720 | gap=0.570
[2026-05-12 04:58:30] #1814/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-12 04:58:59] #1815/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 04:59:22] #1816/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:00:31] #1817/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:01:02] #1818/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:01:50] #1819/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 05:02:17] #1820/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 05:02:17]   [1820/5799] acc=282/1820=15.5% filtered=925/1820
[2026-05-12 05:02:48] #1821/05799 | true=Talk-sit(2) | pred=Pick(7) | ✗ | ent=1.501 | conf=0.484 | gap=0.215
[2026-05-12 05:03:27] #1822/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.099 | conf=0.750 | gap=0.700
[2026-05-12 05:03:58] #1823/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 05:04:44] #1824/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 05:05:18] #1825/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-12 05:06:35] #1826/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 05:07:06] #1827/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 05:07:35] #1828/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 05:08:22] #1829/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.308 | conf=0.936 | gap=0.915
[2026-05-12 05:08:56] #1830/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.533 | conf=0.880 | gap=0.850
[2026-05-12 05:09:30] #1831/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.603 | conf=0.556 | gap=0.404
[2026-05-12 05:11:52] #1832/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 05:12:29] #1833/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-12 05:13:04] #1834/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.856 | conf=0.848 | gap=0.839
[2026-05-12 05:13:56] #1835/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-12 05:14:48] #1836/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 05:15:24] #1837/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-12 05:15:43] #1838/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.753 | conf=0.706 | gap=0.471
[2026-05-12 05:16:30] #1839/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-12 05:17:20] #1840/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.137 | conf=0.969 | gap=0.939
[2026-05-12 05:17:20]   [1840/5799] acc=286/1840=15.5% filtered=943/1840
[2026-05-12 05:17:52] #1841/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.356 | conf=0.918 | gap=0.867
[2026-05-12 05:18:19] #1842/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 05:18:54] #1843/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-12 05:19:24] #1844/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 05:20:10] #1845/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 05:20:40] #1846/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 05:21:22] #1847/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.282 | conf=0.647 | gap=0.588
[2026-05-12 05:22:14] #1848/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 05:22:45] #1849/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-12 05:23:30] #1850/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-12 05:24:10] #1851/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 05:25:11] #1852/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 05:25:48] #1853/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.421 | conf=0.904 | gap=0.872
[2026-05-12 05:26:44] #1854/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:27:28] #1855/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-12 05:28:27] #1856/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:29:35] #1857/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.572 | conf=0.820 | gap=0.670
[2026-05-12 05:30:37] #1858/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.257 | conf=0.948 | gap=0.928
[2026-05-12 05:31:28] #1859/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.635 | conf=0.850 | gap=0.770
[2026-05-12 05:31:47] #1860/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:31:47]   [1860/5799] acc=287/1860=15.4% filtered=963/1860
[2026-05-12 05:32:09] #1861/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:32:56] #1862/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.556 | conf=0.579 | gap=0.526
[2026-05-12 05:33:44] #1863/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 05:34:28] #1864/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-12 05:35:15] #1865/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.337 | conf=0.918 | gap=0.867
[2026-05-12 05:35:43] #1866/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:36:07] #1867/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 05:36:41] #1868/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.170 | conf=0.969 | gap=0.959
[2026-05-12 05:38:23] #1869/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.884 | conf=0.722 | gap=0.611
[2026-05-12 05:39:16] #1870/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.927 | conf=0.737 | gap=0.632
[2026-05-12 05:39:42] #1871/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 05:40:29] #1872/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-12 05:41:19] #1873/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 05:41:47] #1874/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:42:22] #1875/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 05:42:48] #1876/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:43:38] #1877/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.721 | conf=0.450 | gap=0.200
[2026-05-12 05:44:13] #1878/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.968 | conf=0.720 | gap=0.620
[2026-05-12 05:45:05] #1879/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 05:45:33] #1880/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:45:33]   [1880/5799] acc=290/1880=15.4% filtered=981/1880
[2026-05-12 05:46:11] #1881/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.263 | conf=0.720 | gap=0.670
[2026-05-12 05:46:45] #1882/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.662 | conf=0.820 | gap=0.740
[2026-05-12 05:47:21] #1883/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 05:47:49] #1884/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:48:33] #1885/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 05:50:01] #1886/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:50:47] #1887/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 05:51:37] #1888/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.624 | conf=0.820 | gap=0.700
[2026-05-12 05:52:14] #1889/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.022 | conf=0.700 | gap=0.600
[2026-05-12 05:52:40] #1890/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 05:53:10] #1891/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.315 | conf=0.924 | gap=0.870
[2026-05-12 05:53:38] #1892/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 05:54:21] #1893/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 05:55:18] #1894/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.466 | conf=0.880 | gap=0.800
[2026-05-12 05:56:36] #1895/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 05:57:05] #1896/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 05:57:21] #1897/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.736 | conf=0.750 | gap=0.625
[2026-05-12 05:57:53] #1898/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-12 05:58:43] #1899/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 05:59:27] #1900/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 05:59:27]   [1900/5799] acc=294/1900=15.5% filtered=1001/1900
[2026-05-12 06:00:06] #1901/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.169 | conf=0.960 | gap=0.919
[2026-05-12 06:00:38] #1902/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 06:01:09] #1903/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 06:01:45] #1904/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:02:42] #1905/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 06:03:11] #1906/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 06:03:44] #1907/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=2.331 | conf=0.250 | gap=0.050
[2026-05-12 06:05:09] #1908/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.869 | conf=0.800 | gap=0.750
[2026-05-12 06:05:36] #1909/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 06:06:04] #1910/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.300 | conf=0.670 | gap=0.619
[2026-05-12 06:07:13] #1911/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.537 | conf=0.842 | gap=0.737
[2026-05-12 06:08:11] #1912/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:08:54] #1913/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.034 | conf=0.720 | gap=0.600
[2026-05-12 06:09:40] #1914/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 06:10:06] #1915/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 06:10:44] #1916/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 06:11:18] #1917/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 06:11:43] #1918/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:12:39] #1919/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:13:29] #1920/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:13:29]   [1920/5799] acc=300/1920=15.6% filtered=1020/1920
[2026-05-12 06:14:08] #1921/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.371 | conf=0.918 | gap=0.888
[2026-05-12 06:14:48] #1922/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.227 | conf=0.959 | gap=0.949
[2026-05-12 06:16:10] #1923/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.549 | conf=0.556 | gap=0.422
