[2026-05-11 23:15:44] #0003/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 08:12:51] #1340/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:13:15] #1341/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.728 conf=0.820 gap=0.740
[2026-05-12 08:14:03] #1343/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:14:21] #1344/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.009 conf=0.700 gap=0.550
[2026-05-12 08:15:03] #1345/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 08:15:37] #1346/01395 | true=downstairs | pred=jogging | ✗ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 08:15:58] #1347/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.706 conf=0.780 gap=0.630
[2026-05-12 08:16:21] #1349/01395 | true=downstairs | pred=walking | ✗ | ent=0.659 conf=0.780 gap=0.600
[2026-05-12 08:16:34] #1350/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.586 conf=0.820 gap=0.700
[2026-05-12 08:17:18] #1351/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:17:35] #1352/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 08:17:50] #1353/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.836 conf=0.780 gap=0.680
[2026-05-12 08:18:27] #1354/01395 | true=downstairs | pred=jogging | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 08:18:58] #1355/01395 | true=downstairs | pred=walking | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 08:19:33] #1356/01395 | true=downstairs | pred=walking | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 08:19:46] #1357/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.268 conf=0.550 gap=0.350
[2026-05-12 08:20:11] #1358/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 08:21:22] #1360/01395 | true=downstairs | pred=walking | ✗ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 08:21:51] #1361/01395 | true=downstairs | pred=walking | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:22:27] #1362/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.957 conf=0.620 gap=0.320
[2026-05-12 08:23:01] #1363/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.836 conf=0.650 gap=0.380
[2026-05-12 08:23:23] #1364/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.720 gap=0.570
[2026-05-12 08:24:29] #1367/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 08:24:45] #1368/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 08:25:15] #1369/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.739 conf=0.800 gap=0.720
[2026-05-12 08:25:40] #1370/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:26:13] #1372/01395 | true=downstairs | pred=walking | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 08:26:36] #1373/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 08:26:59] #1374/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.628 conf=0.820 gap=0.730
[2026-05-12 08:27:20] #1375/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 08:28:03] #1377/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 08:28:25] #1378/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.942 conf=0.720 gap=0.600
[2026-05-12 08:28:49] #1379/01395 | true=downstairs | pred=walking | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:29:15] #1380/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 08:29:33] #1381/01395 | true=downstairs | pred=walking | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:29:59] #1382/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 08:30:51] #1385/01395 | true=downstairs | pred=walking | ✗ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 08:31:05] #1386/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.067 conf=0.550 gap=0.220
[2026-05-12 08:32:15] #1388/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.867 conf=0.700 gap=0.520
[2026-05-12 08:32:18] #1389/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 08:32:46] #1390/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.941 conf=0.720 gap=0.560
[2026-05-12 08:33:38] #1392/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 08:34:23] #1394/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:34:39] #1395/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.110 conf=0.650 gap=0.490
