[2026-05-11 11:04:47] Class 15 (Stair-up) 软标签生成开始
[2026-05-11 11:04:47]   QUICK=False LIMIT=50
[2026-05-11 11:04:47]   温度=0.8 (from api_config)
[2026-05-11 11:04:48]   本类: 2708窗口 (仅加载本类, 内存友好)
[2026-05-11 11:04:48]   实际生成: 2708 窗口
[2026-05-11 11:05:25] #0001/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 17:42:43] #0780/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 17:42:43]   [780/2708] acc=521/780=66.8% filtered=41/780
[2026-05-11 17:43:14] #0781/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 17:43:48] #0782/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-11 17:44:18] #0783/02708 | true=Stair-up(15) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:44:52] #0784/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:45:31] #0785/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 17:45:56] #0786/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 17:46:11] #0787/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.228 | conf=0.600 | gap=0.400
[2026-05-11 17:47:05] #0788/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 17:47:45] #0789/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=1.013 | conf=0.700 | gap=0.600
[2026-05-11 17:48:15] #0790/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 17:48:39] #0791/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:48:55] #0792/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.634 | conf=0.450 | gap=0.300
[2026-05-11 17:49:22] #0793/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:50:11] #0794/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=1.165 | conf=0.700 | gap=0.600
[2026-05-11 17:50:39] #0795/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:51:05] #0796/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.541 | conf=0.500 | gap=0.350
[2026-05-11 17:51:59] #0797/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 17:52:16] #0798/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:52:48] #0799/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 17:53:07] #0800/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.340 | conf=0.600 | gap=0.450
[2026-05-11 17:53:07]   [800/2708] acc=530/800=66.2% filtered=59/800
[2026-05-11 17:53:56] #0801/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:54:27] #0802/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.924 | conf=0.750 | gap=0.670
[2026-05-11 17:54:45] #0803/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-11 17:55:35] #0804/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.780 | conf=0.800 | gap=0.730
[2026-05-11 17:58:30] #0805/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.886 | conf=0.780 | gap=0.700
[2026-05-11 18:21:49] Class 15 (Stair-up) 软标签生成开始
[2026-05-11 18:21:49]   QUICK=False LIMIT=50
[2026-05-11 18:21:49]   温度=0.8 (from api_config)
[2026-05-11 18:21:49]   本类: 2708窗口 (仅加载本类, 内存友好)
[2026-05-11 18:21:49]   实际生成: 2708 窗口
[2026-05-11 18:21:49]   续传: 805/2708
[2026-05-11 18:22:20] #0806/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.504 | conf=0.880 | gap=0.830
[2026-05-11 18:23:13] #0807/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 18:23:49] #0808/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 18:24:29] #0809/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.905 | conf=0.700 | gap=0.500
[2026-05-11 18:25:18] #0810/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 18:25:51] #0811/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-11 18:26:38] #0812/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.566 | conf=0.850 | gap=0.750
[2026-05-11 18:27:04] #0813/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.554 | conf=0.880 | gap=0.840
[2026-05-11 18:27:44] #0814/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 18:28:14] #0815/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 18:28:48] #0816/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=1.121 | conf=0.650 | gap=0.550
[2026-05-11 18:29:22] #0817/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 18:29:50] #0818/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 18:30:35] #0819/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:30:55] #0820/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.498 | conf=0.500 | gap=0.300
[2026-05-11 18:30:55]   [820/2708] acc=542/820=66.1% filtered=14/820
[2026-05-11 18:31:50] #0821/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 18:32:27] #0822/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 18:33:11] #0823/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 18:33:26] #0824/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.541 | conf=0.500 | gap=0.350
[2026-05-11 18:33:59] #0825/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.087 | conf=0.707 | gap=0.606
[2026-05-11 18:34:17] #0826/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.465 | conf=0.560 | gap=0.460
[2026-05-11 18:34:51] #0827/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 18:35:06] #0828/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-11 18:35:38] #0829/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.527 | conf=0.850 | gap=0.775
[2026-05-11 18:36:05] #0830/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.577 | conf=0.880 | gap=0.850
[2026-05-11 18:36:47] #0831/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 18:37:01] #0832/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 18:37:16] #0833/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.424 | conf=0.550 | gap=0.400
[2026-05-11 18:37:52] #0834/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:38:20] #0835/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:38:34] #0836/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.472 | conf=0.900 | gap=0.860
[2026-05-11 18:39:03] #0837/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.429 | conf=0.900 | gap=0.850
[2026-05-11 18:39:17] #0838/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-11 18:39:49] #0839/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:40:14] #0840/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:40:14]   [840/2708] acc=556/840=66.2% filtered=33/840
[2026-05-11 18:40:45] #0841/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 18:41:02] #0842/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.623 | conf=0.400 | gap=0.150
[2026-05-11 18:41:29] #0843/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.577 | conf=0.880 | gap=0.850
[2026-05-11 18:42:28] #0844/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.956 | conf=0.750 | gap=0.680
[2026-05-11 18:42:44] #0845/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 18:43:15] #0846/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 18:43:58] #0847/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 18:44:29] #0848/02708 | true=Stair-up(15) | pred=Pick(7) | ✗ | ent=0.778 | conf=0.722 | gap=0.556
[2026-05-11 18:44:55] #0849/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.624 | conf=0.850 | gap=0.800
[2026-05-11 18:45:15] #0850/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.275 | conf=0.550 | gap=0.300
[2026-05-11 18:45:39] #0851/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.720 | conf=0.800 | gap=0.730
[2026-05-11 18:46:10] #0852/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 18:46:58] #0853/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=1.639 | conf=0.350 | gap=0.050
[2026-05-11 18:47:15] #0854/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 18:47:48] #0855/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 18:48:02] #0856/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 18:48:16] #0857/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:48:29] #0858/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:49:16] #0859/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 18:49:30] #0860/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.330 | conf=0.550 | gap=0.350
[2026-05-11 18:49:30]   [860/2708] acc=571/860=66.4% filtered=51/860
[2026-05-11 18:49:47] #0861/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 18:50:24] #0862/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.142 | conf=0.650 | gap=0.500
[2026-05-11 18:50:48] #0863/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 18:51:15] #0864/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 18:51:34] #0865/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-11 18:51:48] #0866/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.752 | conf=0.300 | gap=0.050
[2026-05-11 18:52:20] #0867/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.785 | conf=0.820 | gap=0.770
[2026-05-11 18:52:52] #0868/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:53:13] #0869/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.261 | conf=0.550 | gap=0.350
[2026-05-11 18:53:25] #0870/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.577 | conf=0.880 | gap=0.850
[2026-05-11 18:53:56] #0871/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.785 | conf=0.820 | gap=0.770
[2026-05-11 18:54:29] #0872/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 18:54:58] #0873/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 18:55:29] #0874/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:55:56] #0875/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.419 | conf=0.900 | gap=0.830
[2026-05-11 18:56:05] #0876/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 18:56:53] #0877/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:57:29] #0878/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:57:56] #0879/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.766 | conf=0.684 | gap=0.421
[2026-05-11 18:58:40] #0880/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 18:58:40]   [880/2708] acc=589/880=66.9% filtered=70/880
[2026-05-11 18:58:54] #0881/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:59:20] #0882/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-11 19:00:09] #0883/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.813 | conf=0.700 | gap=0.450
[2026-05-11 19:00:42] #0884/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 19:01:02] #0885/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 19:01:33] #0886/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 19:02:06] #0887/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.834 | conf=0.750 | gap=0.650
[2026-05-11 19:02:38] #0888/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.543 | conf=0.880 | gap=0.830
[2026-05-11 19:03:02] #0889/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.683 | conf=0.850 | gap=0.820
[2026-05-11 19:03:24] #0890/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 19:03:40] #0891/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 19:04:12] #0892/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.963 | conf=0.700 | gap=0.500
[2026-05-11 19:04:29] #0893/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 19:04:57] #0894/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:05:12] #0895/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:05:38] #0896/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 19:05:54] #0897/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 19:06:26] #0898/02708 | true=Stair-up(15) | pred=Lay-stand(6) | ✗ | ent=1.484 | conf=0.600 | gap=0.500
[2026-05-11 19:06:43] #0899/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 19:07:08] #0900/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:07:08]   [900/2708] acc=603/900=67.0% filtered=90/900
[2026-05-11 19:07:45] #0901/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.552 | conf=0.880 | gap=0.830
[2026-05-11 19:08:22] #0902/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:08:48] #0903/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 19:09:12] #0904/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:09:35] #0905/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:10:05] #0906/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:10:32] #0907/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 19:10:59] #0908/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 19:11:30] #0909/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.248 | conf=0.650 | gap=0.570
[2026-05-11 19:12:00] #0910/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:12:11] #0911/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.945 | conf=0.750 | gap=0.670
[2026-05-11 19:12:44] #0912/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 19:12:57] #0913/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.701 | conf=0.400 | gap=0.250
[2026-05-11 19:13:26] #0914/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 19:14:11] #0915/02708 | true=Stair-up(15) | pred=Walk-circle(13) | ✗ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-11 19:14:58] #0916/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 19:15:20] #0917/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 19:15:57] #0918/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:16:24] #0919/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.421 | conf=0.545 | gap=0.364
[2026-05-11 19:16:58] #0920/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 19:16:58]   [920/2708] acc=614/920=66.7% filtered=109/920
[2026-05-11 19:17:10] #0921/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.340 | conf=0.600 | gap=0.450
[2026-05-11 19:17:35] #0922/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:18:09] #0923/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:18:40] #0924/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 19:18:54] #0925/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 19:19:23] #0926/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 19:19:51] #0927/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 19:20:28] #0928/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-11 19:20:44] #0929/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 19:21:01] #0930/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.539 | conf=0.450 | gap=0.300
[2026-05-11 19:21:16] #0931/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 19:21:51] #0932/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:22:20] #0933/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.102 | conf=0.600 | gap=0.350
[2026-05-11 19:23:12] #0934/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 19:23:44] #0935/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:24:16] #0936/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.571 | conf=0.880 | gap=0.850
[2026-05-11 19:24:56] #0937/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 19:25:24] #0938/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.675 | conf=0.850 | gap=0.810
[2026-05-11 19:25:53] #0939/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 19:26:22] #0940/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:26:22]   [940/2708] acc=631/940=67.1% filtered=128/940
[2026-05-11 19:26:49] #0941/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:27:34] #0942/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.620
[2026-05-11 19:28:00] #0943/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=1.059 | conf=0.700 | gap=0.580
[2026-05-11 19:28:19] #0944/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.950 | conf=0.600 | gap=0.400
[2026-05-11 19:29:02] #0945/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:29:38] #0946/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.558 | conf=0.880 | gap=0.850
[2026-05-11 19:29:56] #0947/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.089 | conf=0.600 | gap=0.400
[2026-05-11 19:30:11] #0948/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.469 | conf=0.450 | gap=0.150
[2026-05-11 19:30:46] #0949/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:31:20] #0950/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 19:32:11] #0951/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 19:32:51] #0952/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 19:33:18] #0953/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:33:52] #0954/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.827 | conf=0.700 | gap=0.450
[2026-05-11 19:34:10] #0955/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 19:34:40] #0956/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 19:35:02] #0957/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 19:35:20] #0958/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:35:54] #0959/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.679 | conf=0.850 | gap=0.800
[2026-05-11 19:36:49] #0960/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:36:49]   [960/2708] acc=644/960=67.1% filtered=147/960
