[2026-05-11 21:52:20] HARTH class 7 (lying) T=0.8
[2026-05-11 21:52:20]   4689 windows
[2026-05-11 21:52:27] #0001/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:23:19] #1646/04689 | true=lying | pred=stand | ✗ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 06:23:34] #1647/04689 | true=lying | pred=lying | ✓ | ent=0.055 conf=0.993 gap=0.992
[2026-05-12 06:23:41] #1648/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:23:53] #1649/04689 | true=lying | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 06:24:55] #1650/04689 | true=lying | pred=lying | ✓ | ent=0.552 conf=0.850 gap=0.750
[2026-05-12 06:25:06] #1651/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:25:48] #1652/04689 | true=lying | pred=stand | ✗ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 06:25:56] #1653/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:26:00] #1654/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:26:13] #1655/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 06:26:18] #1656/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:27:26] #1657/04689 | true=lying | pred=stand | ✗ | ent=0.653 conf=0.840 gap=0.740
[2026-05-12 06:27:40] #1658/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:28:13] #1659/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:28:43] #1660/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:28:43]   [1660/4689] acc=41% filt=1603
[2026-05-12 06:28:50] #1661/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:29:13] #1662/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:29:19] #1663/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:29:36] #1664/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:30:40] #1665/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:30:45] #1666/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:31:22] #1667/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:31:51] #1668/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:32:04] #1669/04689 | true=lying | pred=stand | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 06:32:29] #1670/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:32:37] #1671/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:32:48] #1672/04689 | true=lying | pred=sit | ✗ | ent=0.103 conf=0.984 gap=0.974
[2026-05-12 06:32:53] #1673/04689 | true=lying | pred=lying | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 06:33:07] #1674/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:33:30] #1675/04689 | true=lying | pred=lying | ✓ | ent=0.681 conf=0.820 gap=0.720
[2026-05-12 06:33:46] #1676/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:33:58] #1677/04689 | true=lying | pred=lying | ✓ | ent=1.350 conf=0.510 gap=0.310
[2026-05-12 06:34:07] #1678/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:34:36] #1679/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:34:45] #1680/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:34:45]   [1680/4689] acc=41% filt=1623
[2026-05-12 06:34:56] #1681/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:35:21] #1682/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:35:46] #1683/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:35:51] #1684/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:36:16] #1685/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:36:43] #1686/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:37:06] #1687/04689 | true=lying | pred=stand | ✗ | ent=1.080 conf=0.700 gap=0.580
[2026-05-12 06:37:30] #1688/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:37:54] #1689/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:38:05] #1690/04689 | true=lying | pred=lying | ✓ | ent=0.692 conf=0.840 gap=0.770
[2026-05-12 06:38:35] #1691/04689 | true=lying | pred=shuffle | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 06:38:42] #1692/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:39:06] #1693/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:39:26] #1694/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:39:53] #1695/04689 | true=lying | pred=stand | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 06:40:04] #1696/04689 | true=lying | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 06:40:27] #1697/04689 | true=lying | pred=sit | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:40:38] #1698/04689 | true=lying | pred=stand | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 06:40:52] #1699/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:40:57] #1700/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:40:57]   [1700/4689] acc=41% filt=1642
[2026-05-12 06:41:08] #1701/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 06:41:31] #1702/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:41:50] #1703/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:42:18] #1704/04689 | true=lying | pred=lying | ✓ | ent=1.167 conf=0.480 gap=0.110
[2026-05-12 06:42:44] #1705/04689 | true=lying | pred=lying | ✓ | ent=1.115 conf=0.650 gap=0.450
[2026-05-12 06:42:51] #1706/04689 | true=lying | pred=sit | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 06:43:21] #1707/04689 | true=lying | pred=lying | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-12 06:43:23] #1708/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 06:43:30] #1709/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 06:44:01] #1710/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:44:24] #1711/04689 | true=lying | pred=lying | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 06:44:28] #1712/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:45:32] #1713/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:46:12] #1714/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:46:25] #1715/04689 | true=lying | pred=stand | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 06:46:39] #1716/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:46:53] #1717/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:47:22] #1718/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:47:25] #1719/04689 | true=lying | pred=lying | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 06:47:34] #1720/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:47:34]   [1720/4689] acc=41% filt=1660
[2026-05-12 06:47:42] #1721/04689 | true=lying | pred=stand | ✗ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 06:47:49] #1722/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:47:52] #1723/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:48:01] #1724/04689 | true=lying | pred=lying | ✓ | ent=0.552 conf=0.850 gap=0.750
[2026-05-12 06:48:26] #1725/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:48:39] #1726/04689 | true=lying | pred=stand | ✗ | ent=0.544 conf=0.860 gap=0.760
[2026-05-12 06:48:52] #1727/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:49:03] #1728/04689 | true=lying | pred=lying | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 06:49:17] #1729/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:49:49] #1730/04689 | true=lying | pred=stand | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 06:49:54] #1731/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:49:57] #1732/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:50:47] #1733/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:51:10] #1734/04689 | true=lying | pred=stand | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 06:51:39] #1735/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 06:51:46] #1736/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:52:08] #1737/04689 | true=lying | pred=stand | ✗ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 06:52:27] #1738/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:52:29] #1739/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:52:51] #1740/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:52:51]   [1740/4689] acc=41% filt=1680
[2026-05-12 06:53:08] #1741/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:53:43] #1742/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:53:55] #1743/04689 | true=lying | pred=stand | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 06:54:08] #1744/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 06:54:12] #1745/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:54:49] #1746/04689 | true=lying | pred=sit | ✗ | ent=0.016 conf=0.998 gap=0.997
[2026-05-12 06:55:22] #1747/04689 | true=lying | pred=stand | ✗ | ent=0.768 conf=0.780 gap=0.630
[2026-05-12 06:56:09] #1748/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:56:17] #1749/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:57:11] #1750/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:57:18] #1751/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:57:33] #1752/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:58:04] #1753/04689 | true=lying | pred=stand | ✗ | ent=0.720 conf=0.820 gap=0.720
[2026-05-12 06:58:16] #1754/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:58:27] #1755/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:58:34] #1756/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:58:49] #1757/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:59:10] #1758/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:59:23] #1759/04689 | true=lying | pred=sit | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 06:59:37] #1760/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 06:59:37]   [1760/4689] acc=41% filt=1700
[2026-05-12 06:59:43] #1761/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:00:38] #1762/04689 | true=lying | pred=lying | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 07:00:46] #1763/04689 | true=lying | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:00:53] #1764/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:01:04] #1765/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:01:33] #1766/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 07:01:46] #1767/04689 | true=lying | pred=stand | ✗ | ent=0.599 conf=0.850 gap=0.750
[2026-05-12 07:01:56] #1768/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 07:02:04] #1769/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:02:33] #1770/04689 | true=lying | pred=stand | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 07:02:45] #1771/04689 | true=lying | pred=lying | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 07:02:51] #1772/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:02:59] #1773/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:03:13] #1774/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:03:23] #1775/04689 | true=lying | pred=shuffle | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 07:03:39] #1776/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:03:48] #1777/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:04:02] #1778/04689 | true=lying | pred=sit | ✗ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 07:04:17] #1779/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:04:46] #1780/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 07:04:46]   [1780/4689] acc=41% filt=1719
[2026-05-12 07:05:23] #1781/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 07:05:37] #1782/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:05:39] #1783/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:05:54] #1784/04689 | true=lying | pred=sit | ✗ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 07:06:19] #1785/04689 | true=lying | pred=sit | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 07:06:32] #1786/04689 | true=lying | pred=sit | ✗ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 07:06:35] #1787/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:07:37] #1788/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:07:48] #1789/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 07:07:54] #1790/04689 | true=lying | pred=lying | ✓ | ent=0.598 conf=0.850 gap=0.780
[2026-05-12 07:08:47] #1791/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:08:53] #1792/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:09:03] #1793/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:09:25] #1794/04689 | true=lying | pred=shuffle | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 07:09:36] #1795/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:09:47] #1796/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:09:59] #1797/04689 | true=lying | pred=sit | ✗ | ent=0.016 conf=0.998 gap=0.997
[2026-05-12 07:10:06] #1798/04689 | true=lying | pred=stand | ✗ | ent=1.180 conf=0.600 gap=0.430
[2026-05-12 07:10:14] #1799/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:10:48] #1800/04689 | true=lying | pred=lying | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 07:10:48]   [1800/4689] acc=41% filt=1738
[2026-05-12 07:11:18] #1801/04689 | true=lying | pred=lying | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 07:11:30] #1802/04689 | true=lying | pred=stand | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 07:11:47] #1803/04689 | true=lying | pred=lying | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 07:11:54] #1804/04689 | true=lying | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:11:59] #1805/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:12:04] #1806/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:12:16] #1807/04689 | true=lying | pred=lying | ✓ | ent=0.565 conf=0.800 gap=0.620
[2026-05-12 07:12:44] #1808/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:12:48] #1809/04689 | true=lying | pred=lying | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 07:13:00] #1810/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:13:15] #1811/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:13:25] #1812/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:13:48] #1813/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 07:14:16] #1814/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:14:21] #1815/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:14:41] #1816/04689 | true=lying | pred=stand | ✗ | ent=1.037 conf=0.700 gap=0.550
[2026-05-12 07:15:06] #1817/04689 | true=lying | pred=lying | ✓ | ent=0.962 conf=0.750 gap=0.650
[2026-05-12 07:15:19] #1818/04689 | true=lying | pred=stand | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 07:15:27] #1819/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:15:58] #1820/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:15:58]   [1820/4689] acc=41% filt=1758
[2026-05-12 07:16:25] #1821/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:16:55] #1822/04689 | true=lying | pred=lying | ✓ | ent=0.543 conf=0.850 gap=0.750
[2026-05-12 07:17:01] #1823/04689 | true=lying | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:17:09] #1824/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:17:22] #1825/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:17:29] #1826/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:17:45] #1827/04689 | true=lying | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:17:51] #1828/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:17:59] #1829/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:18:14] #1830/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 07:18:17] #1831/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:18:21] #1832/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:18:54] #1833/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:19:04] #1834/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:19:24] #1835/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:19:36] #1836/04689 | true=lying | pred=sit | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:20:04] #1837/04689 | true=lying | pred=lying | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 07:20:14] #1838/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:20:23] #1839/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:20:38] #1840/04689 | true=lying | pred=stand | ✗ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 07:20:38]   [1840/4689] acc=41% filt=1778
[2026-05-12 07:20:46] #1841/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:20:54] #1842/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:21:02] #1843/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:21:18] #1844/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 07:21:47] #1845/04689 | true=lying | pred=sit | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 07:22:11] #1846/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:22:38] #1847/04689 | true=lying | pred=sit | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:22:49] #1848/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:23:21] #1849/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:23:49] #1850/04689 | true=lying | pred=stand | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 07:23:57] #1851/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:24:03] #1852/04689 | true=lying | pred=stand | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 07:24:11] #1853/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:24:19] #1854/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 07:24:40] #1855/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:24:48] #1856/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:24:54] #1857/04689 | true=lying | pred=lying | ✓ | ent=0.390 conf=0.930 gap=0.920
[2026-05-12 07:25:00] #1858/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 07:25:08] #1859/04689 | true=lying | pred=lying | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 07:25:52] #1860/04689 | true=lying | pred=lying | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 07:25:52]   [1860/4689] acc=41% filt=1798
[2026-05-12 07:26:05] #1861/04689 | true=lying | pred=lying | ✓ | ent=0.552 conf=0.850 gap=0.750
[2026-05-12 07:26:34] #1862/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
