[2026-05-11 21:52:46] #0002/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:52:41] #2529/08147 | true=stand | pred=stand | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 07:52:44] #2530/08147 | true=stand | pred=stand | ✓ | ent=1.074 conf=0.498 gap=0.249
[2026-05-12 07:53:10] #2531/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 07:53:39] #2533/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 07:54:00] #2534/08147 | true=stand | pred=stand | ✓ | ent=0.667 conf=0.790 gap=0.640
[2026-05-12 07:54:11] #2535/08147 | true=stand | pred=stand | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 07:54:21] #2536/08147 | true=stand | pred=stand | ✓ | ent=0.869 conf=0.770 gap=0.670
[2026-05-12 07:54:39] #2538/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 07:54:46] #2539/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 07:54:49] #2540/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:54:53] #2541/08147 | true=stand | pred=stand | ✓ | ent=0.894 conf=0.720 gap=0.520
[2026-05-12 07:54:57] #2542/08147 | true=stand | pred=stand | ✓ | ent=1.283 conf=0.450 gap=0.200
[2026-05-12 07:55:24] #2544/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:55:57] #2545/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 07:56:14] #2546/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 07:56:27] #2547/08147 | true=stand | pred=stand | ✓ | ent=1.583 conf=0.400 gap=0.200
[2026-05-12 07:56:44] #2548/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:57:06] #2549/08147 | true=stand | pred=stand | ✓ | ent=0.867 conf=0.750 gap=0.600
[2026-05-12 07:57:17] #2550/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 07:57:31] #2552/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 07:57:49] #2553/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:57:55] #2554/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:59:07] #2557/08147 | true=stand | pred=stand | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 07:59:22] #2558/08147 | true=stand | pred=stand | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-12 07:59:25] #2559/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 07:59:35] #2560/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:59:39] #2561/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:59:43] #2562/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 07:59:54] #2563/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:00:06] #2564/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:00:13] #2565/08147 | true=stand | pred=stand | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:00:27] #2566/08147 | true=stand | pred=stand | ✓ | ent=0.649 conf=0.850 gap=0.770
[2026-05-12 08:00:33] #2567/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:02:08] #2570/08147 | true=stand | pred=stand | ✓ | ent=0.827 conf=0.700 gap=0.450
[2026-05-12 08:02:36] #2571/08147 | true=stand | pred=stand | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 08:02:44] #2572/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 08:02:56] #2573/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 08:03:10] #2574/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:03:14] #2575/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:03:18] #2576/08147 | true=stand | pred=stand | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 08:03:27] #2577/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:03:29] #2578/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:03:59] #2580/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:04:05] #2581/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 08:04:15] #2582/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:04:20] #2583/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:04:28] #2584/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:04:32] #2585/08147 | true=stand | pred=stand | ✓ | ent=0.660 conf=0.850 gap=0.780
[2026-05-12 08:04:43] #2586/08147 | true=stand | pred=stand | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 08:04:46] #2587/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:04:50] #2588/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 08:05:02] #2589/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:05:13] #2590/08147 | true=stand | pred=stand | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 08:05:27] #2591/08147 | true=stand | pred=stand | ✓ | ent=0.931 conf=0.720 gap=0.540
[2026-05-12 08:05:32] #2592/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:05:37] #2593/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:05:59] #2594/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 08:07:00] #2596/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:07:03] #2597/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 08:07:15] #2598/08147 | true=stand | pred=stand | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 08:07:48] #2601/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:07:52] #2602/08147 | true=stand | pred=stand | ✓ | ent=0.787 conf=0.780 gap=0.630
[2026-05-12 08:07:56] #2603/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:08:04] #2604/08147 | true=stand | pred=stand | ✓ | ent=1.622 conf=0.350 gap=0.150
[2026-05-12 08:08:07] #2605/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:08:36] #2606/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:09:34] #2608/08147 | true=stand | pred=stand | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 08:09:42] #2609/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:10:44] #2611/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 08:10:49] #2612/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:10:55] #2613/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:11:01] #2614/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:11:15] #2615/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:11:42] #2617/08147 | true=stand | pred=stand | ✓ | ent=1.256 conf=0.540 gap=0.270
[2026-05-12 08:11:46] #2618/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:12:00] #2619/08147 | true=stand | pred=stand | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 08:12:11] #2620/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:12:32] #2622/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 08:12:35] #2623/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:12:49] #2624/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:12:53] #2625/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:12:57] #2626/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 08:13:12] #2627/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:13:24] #2628/08147 | true=stand | pred=stand | ✓ | ent=1.026 conf=0.650 gap=0.400
[2026-05-12 08:13:38] #2629/08147 | true=stand | pred=stand | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:13:45] #2630/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:14:03] #2631/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:14:06] #2632/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:14:09] #2633/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:14:51] #2635/08147 | true=stand | pred=stand | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 08:15:02] #2636/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:15:06] #2637/08147 | true=stand | pred=stand | ✓ | ent=0.679 conf=0.800 gap=0.650
[2026-05-12 08:15:17] #2638/08147 | true=stand | pred=stand | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-12 08:15:50] #2640/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:15:55] #2641/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:15:58] #2642/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 08:16:03] #2643/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 08:16:13] #2644/08147 | true=stand | pred=stand | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-12 08:16:55] #2646/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 08:17:17] #2648/08147 | true=stand | pred=stand | ✓ | ent=0.728 conf=0.820 gap=0.720
[2026-05-12 08:17:19] #2649/08147 | true=stand | pred=stand | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 08:17:28] #2650/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:17:49] #2651/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:17:52] #2652/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 08:18:20] #2653/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 08:18:29] #2654/08147 | true=stand | pred=stand | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 08:20:02] #2658/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 08:20:06] #2659/08147 | true=stand | pred=stand | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 08:20:13] #2660/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:20:20] #2661/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:20:56] #2662/08147 | true=stand | pred=stand | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 08:21:21] #2664/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 08:21:27] #2665/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 08:21:40] #2666/08147 | true=stand | pred=stand | ✓ | ent=1.275 conf=0.550 gap=0.340
[2026-05-12 08:21:55] #2667/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 08:22:30] #2669/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 08:22:43] #2670/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:23:15] #2672/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:23:29] #2673/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:23:34] #2674/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:23:51] #2676/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 08:23:56] #2677/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:24:02] #2678/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:24:10] #2679/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:24:19] #2680/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:24:31] #2681/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:24:45] #2682/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:25:14] #2684/08147 | true=stand | pred=stand | ✓ | ent=1.062 conf=0.700 gap=0.550
[2026-05-12 08:25:30] #2685/08147 | true=stand | pred=stand | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-12 08:26:08] #2687/08147 | true=stand | pred=stand | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 08:26:58] #2689/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 08:27:26] #2691/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 08:27:29] #2692/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 08:27:48] #2693/08147 | true=stand | pred=stand | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:28:07] #2694/08147 | true=stand | pred=stand | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 08:28:13] #2695/08147 | true=stand | pred=stand | ✓ | ent=0.665 conf=0.850 gap=0.780
[2026-05-12 08:28:30] #2696/08147 | true=stand | pred=stand | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 08:28:36] #2697/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:28:49] #2698/08147 | true=stand | pred=stand | ✓ | ent=0.979 conf=0.750 gap=0.670
[2026-05-12 08:28:58] #2699/08147 | true=stand | pred=stand | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 08:29:14] #2700/08147 | true=stand | pred=stand | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 08:29:26] #2701/08147 | true=stand | pred=stand | ✓ | ent=0.654 conf=0.850 gap=0.800
[2026-05-12 08:29:39] #2702/08147 | true=stand | pred=stand | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 08:30:00] #2704/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 08:30:27] #2705/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:30:31] #2706/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:32:08] #2711/08147 | true=stand | pred=stand | ✓ | ent=0.616 conf=0.850 gap=0.770
[2026-05-12 08:32:12] #2712/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:32:43] #2714/08147 | true=stand | pred=stand | ✓ | ent=0.813 conf=0.800 gap=0.730
[2026-05-12 08:32:56] #2715/08147 | true=stand | pred=stand | ✓ | ent=0.947 conf=0.750 gap=0.630
[2026-05-12 08:33:01] #2716/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:33:05] #2717/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:33:36] #2718/08147 | true=stand | pred=stand | ✓ | ent=0.977 conf=0.700 gap=0.500
[2026-05-12 08:34:01] #2720/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:34:06] #2721/08147 | true=stand | pred=stand | ✓ | ent=0.947 conf=0.750 gap=0.630
[2026-05-12 08:34:18] #2722/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:34:25] #2723/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:34:30] #2724/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:34:45] #2725/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:34:57] #2726/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 08:35:09] #2727/08147 | true=stand | pred=stand | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 08:35:44] #2730/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:35:51] #2731/08147 | true=stand | pred=stand | ✓ | ent=0.907 conf=0.769 gap=0.654
[2026-05-12 08:35:57] #2732/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:36:02] #2733/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:36:07] #2734/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:36:28] #2735/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:36:45] #2736/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:36:55] #2737/08147 | true=stand | pred=stand | ✓ | ent=0.649 conf=0.850 gap=0.770
[2026-05-12 08:36:59] #2738/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 08:37:19] #2740/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:37:33] #2741/08147 | true=stand | pred=stand | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 08:37:37] #2742/08147 | true=stand | pred=stand | ✓ | ent=0.963 conf=0.730 gap=0.610
[2026-05-12 08:37:48] #2743/08147 | true=stand | pred=stand | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 08:37:51] #2744/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:38:14] #2745/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:38:17] #2746/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 08:38:20] #2747/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:38:45] #2749/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 08:38:47] #2750/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:38:50] #2751/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:39:14] #2753/08147 | true=stand | pred=stand | ✓ | ent=0.649 conf=0.850 gap=0.770
[2026-05-12 08:39:46] #2755/08147 | true=stand | pred=stand | ✓ | ent=0.557 conf=0.880 gap=0.830
[2026-05-12 08:39:48] #2756/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 08:39:52] #2757/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:39:57] #2758/08147 | true=stand | pred=stand | ✓ | ent=1.511 conf=0.500 gap=0.300
[2026-05-12 08:40:01] #2759/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:40:22] #2760/08147 | true=stand | pred=stand | ✓ | ent=0.797 conf=0.800 gap=0.720
[2026-05-12 08:40:25] #2761/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:40:30] #2762/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 08:40:43] #2763/08147 | true=stand | pred=stand | ✓ | ent=0.526 conf=0.850 gap=0.770
[2026-05-12 08:40:55] #2764/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:41:19] #2765/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:41:41] #2767/08147 | true=stand | pred=stand | ✓ | ent=0.797 conf=0.800 gap=0.720
[2026-05-12 08:41:57] #2768/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:42:16] #2769/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:42:38] #2770/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:43:19] #2771/08147 | true=stand | pred=stand | ✓ | ent=1.062 conf=0.550 gap=0.200
[2026-05-12 08:43:56] #2772/08147 | true=stand | pred=stand | ✓ | ent=0.970 conf=0.730 gap=0.580
[2026-05-12 08:44:19] #2773/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 08:44:35] #2774/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:45:25] #2775/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:46:04] #2776/08147 | true=stand | pred=stand | ✓ | ent=0.617 conf=0.850 gap=0.760
[2026-05-12 08:46:19] #2777/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:46:29] #2778/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:46:38] #2779/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:46:51] #2780/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 08:47:09] #2781/08147 | true=stand | pred=stand | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 08:47:32] #2783/08147 | true=stand | pred=stand | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:47:49] #2784/08147 | true=stand | pred=stand | ✓ | ent=0.732 conf=0.800 gap=0.680
[2026-05-12 08:48:01] #2785/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 08:48:37] #2787/08147 | true=stand | pred=stand | ✓ | ent=0.270 conf=0.940 gap=0.895
[2026-05-12 08:48:42] #2788/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 08:48:54] #2789/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:48:59] #2790/08147 | true=stand | pred=stand | ✓ | ent=0.787 conf=0.780 gap=0.630
[2026-05-12 08:49:04] #2791/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:49:14] #2792/08147 | true=stand | pred=stand | ✓ | ent=0.653 conf=0.840 gap=0.740
[2026-05-12 08:49:25] #2793/08147 | true=stand | pred=stand | ✓ | ent=0.827 conf=0.700 gap=0.450
[2026-05-12 08:49:33] #2794/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
