[2026-05-11 11:04:24] #0001/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-11 19:33:47] #0927/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 19:34:17] #0928/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 19:34:49] #0929/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:35:18] #0930/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:36:02] #0931/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 19:36:58] #0932/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:37:28] #0933/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 19:37:58] #0934/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 19:38:10] #0935/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.534 | conf=0.867 | gap=0.786
[2026-05-11 19:38:38] #0936/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:38:53] #0937/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 19:39:26] #0938/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=1.327 | conf=0.650 | gap=0.550
[2026-05-11 19:39:58] #0939/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-11 19:40:37] #0940/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 19:41:03] #0941/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:41:31] #0942/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:41:53] #0943/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:42:20] #0944/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:42:32] #0945/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 19:42:58] #0946/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 19:43:09] #0947/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:43:55] #0948/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-11 19:44:10] #0949/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 19:44:52] #0950/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 19:45:28] #0951/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:45:57] #0952/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.051 | conf=0.700 | gap=0.550
[2026-05-11 19:46:30] #0953/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.756 | conf=0.820 | gap=0.740
[2026-05-11 19:47:20] #0954/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 19:47:46] #0955/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=1.249 | conf=0.700 | gap=0.650
[2026-05-11 19:48:16] #0956/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 19:48:30] #0957/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 19:48:58] #0958/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-11 19:49:10] #0959/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 19:49:27] #0960/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 19:49:59] #0961/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=1.263 | conf=0.700 | gap=0.620
[2026-05-11 19:51:05] #0962/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-11 19:51:20] #0963/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 19:52:16] #0965/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:52:28] #0966/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:53:30] #0967/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:54:12] #0968/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 19:55:01] #0969/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.869 | conf=0.800 | gap=0.750
[2026-05-11 19:55:33] #0970/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 19:56:02] #0971/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.349 | conf=0.889 | gap=0.778
[2026-05-11 19:56:18] #0972/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:56:48] #0973/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 19:57:54] #0974/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 19:58:29] #0975/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 19:59:02] #0976/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 19:59:48] #0977/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.055 | conf=0.720 | gap=0.620
[2026-05-11 20:00:27] #0978/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 20:01:03] #0979/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:01:38] #0980/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 20:02:08] #0981/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 20:02:25] #0982/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.536 | conf=0.876 | gap=0.825
[2026-05-11 20:02:43] #0983/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:02:59] #0984/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:03:32] #0985/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.552 | conf=0.880 | gap=0.850
[2026-05-11 20:04:00] #0986/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:04:14] #0987/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 20:04:30] #0988/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.191 | conf=0.579 | gap=0.368
[2026-05-11 20:04:59] #0989/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 20:05:32] #0990/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 20:06:18] #0991/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 20:06:51] #0992/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 20:07:18] #0993/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.296 | conf=0.930 | gap=0.880
[2026-05-11 20:07:31] #0994/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.158 | conf=0.600 | gap=0.400
[2026-05-11 20:08:05] #0995/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.558 | conf=0.880 | gap=0.850
[2026-05-11 20:08:31] #0996/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.675 | conf=0.850 | gap=0.810
[2026-05-11 20:08:46] #0997/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.961 | conf=0.722 | gap=0.611
[2026-05-11 20:09:30] #0998/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:10:04] #0999/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 20:10:37] #1000/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.613 | conf=0.850 | gap=0.780
[2026-05-11 20:11:04] #1001/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:11:32] #1002/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:12:03] #1003/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:12:32] #1004/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 20:13:13] #1005/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 20:14:00] #1006/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.577 | conf=0.880 | gap=0.850
[2026-05-11 20:14:51] #1007/03347 | true=Sit-up(10) | pred=Stair-down(16) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:15:19] #1008/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:15:53] #1009/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.803 | conf=0.800 | gap=0.730
[2026-05-11 20:16:26] #1010/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.425 | conf=0.611 | gap=0.556
[2026-05-11 20:16:59] #1011/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 20:18:13] #1013/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:18:46] #1014/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 20:19:24] #1015/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 20:19:55] #1016/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.759 | conf=0.820 | gap=0.760
[2026-05-11 20:20:27] #1017/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 20:20:50] #1018/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:21:50] #1021/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.846 | conf=0.758 | gap=0.653
[2026-05-11 20:22:22] #1022/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.257 | conf=0.948 | gap=0.928
[2026-05-11 20:22:44] #1023/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 20:23:22] #1024/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 20:23:49] #1025/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.500 | conf=0.900 | gap=0.880
[2026-05-11 20:24:21] #1026/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:24:50] #1027/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:25:04] #1028/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-11 20:25:40] #1029/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 20:26:47] #1031/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=1.268 | conf=0.700 | gap=0.650
[2026-05-11 20:27:13] #1032/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.613 | conf=0.850 | gap=0.790
[2026-05-11 20:28:05] #1033/03347 | true=Sit-up(10) | pred=Pick(7) | ✗ | ent=0.887 | conf=0.750 | gap=0.650
[2026-05-11 20:28:53] #1034/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.059 | conf=0.611 | gap=0.444
[2026-05-11 20:29:05] #1035/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:29:32] #1036/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.787 | conf=0.820 | gap=0.780
[2026-05-11 20:30:04] #1037/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.530 | conf=0.880 | gap=0.840
[2026-05-11 20:30:37] #1038/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 20:30:57] #1039/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.298 | conf=0.929 | gap=0.879
[2026-05-11 20:31:54] #1041/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:32:40] #1042/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.505 | conf=0.900 | gap=0.883
[2026-05-11 20:33:27] #1043/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 20:34:34] #1045/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 20:35:06] #1046/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.196 | conf=0.700 | gap=0.620
[2026-05-11 20:35:39] #1047/03347 | true=Sit-up(10) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:36:23] #1048/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:37:20] #1050/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.927 | conf=0.737 | gap=0.632
[2026-05-11 20:37:55] #1051/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.291 | conf=0.721 | gap=0.654
[2026-05-11 20:38:25] #1052/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.383 | conf=0.579 | gap=0.421
[2026-05-11 20:38:55] #1053/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 20:39:50] #1054/03347 | true=Sit-up(10) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:40:27] #1055/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 20:41:00] #1056/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.655 | conf=0.778 | gap=0.611
[2026-05-11 20:41:40] #1057/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:42:24] #1058/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=1.110 | conf=0.550 | gap=0.300
[2026-05-11 20:42:57] #1059/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-11 20:43:42] #1060/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-11 20:44:10] #1061/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.645 | conf=0.820 | gap=0.740
[2026-05-11 20:44:43] #1062/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 20:45:14] #1063/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 20:45:51] #1064/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 20:46:33] #1065/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 20:47:18] #1066/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.591 | conf=0.880 | gap=0.850
[2026-05-11 20:47:59] #1067/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:48:16] #1068/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 20:48:41] #1069/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 20:48:58] #1070/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.414 | conf=0.889 | gap=0.808
[2026-05-11 20:49:41] #1071/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 20:50:13] #1072/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-11 20:50:54] #1073/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 20:51:25] #1074/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.918 | conf=0.688 | gap=0.500
[2026-05-11 20:52:02] #1075/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.838 | conf=0.778 | gap=0.722
[2026-05-11 20:52:30] #1076/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 20:53:02] #1077/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 20:53:34] #1078/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 20:54:30] #1079/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:54:57] #1080/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:55:14] #1081/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 20:55:32] #1082/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.043 | conf=0.700 | gap=0.570
[2026-05-11 20:56:15] #1083/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.307 | conf=0.940 | gap=0.920
[2026-05-11 20:57:31] #1085/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:57:50] #1086/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:58:06] #1087/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.572 | conf=0.842 | gap=0.737
[2026-05-11 20:58:37] #1088/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-11 20:58:49] #1089/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 20:59:21] #1090/03347 | true=Sit-up(10) | pred=Pick(7) | ✗ | ent=0.396 | conf=0.918 | gap=0.898
[2026-05-11 20:59:52] #1091/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:00:18] #1092/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 21:01:06] #1093/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.800 | conf=0.800 | gap=0.700
[2026-05-11 21:01:37] #1094/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=1.200 | conf=0.650 | gap=0.530
[2026-05-11 21:02:10] #1095/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:02:47] #1096/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 21:03:20] #1097/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 21:03:38] #1098/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 21:04:14] #1099/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.750 | conf=0.800 | gap=0.720
[2026-05-11 21:04:59] #1100/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:05:37] #1101/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.798 | conf=0.789 | gap=0.716
[2026-05-11 21:06:12] #1102/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:06:53] #1103/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 21:07:29] #1104/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-11 21:07:59] #1105/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 21:08:24] #1106/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 21:08:59] #1107/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:09:34] #1108/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 21:10:05] #1109/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:10:41] #1110/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 21:11:18] #1111/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:11:46] #1112/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 21:12:22] #1113/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 21:12:53] #1114/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 21:13:20] #1115/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.138 | conf=0.700 | gap=0.620
[2026-05-11 21:13:52] #1116/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 21:14:46] #1117/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 21:15:09] #1118/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 21:15:43] #1119/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 21:16:30] #1120/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:17:07] #1121/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 21:17:41] #1122/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:18:26] #1123/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 21:18:52] #1124/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-11 21:19:25] #1125/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
