[2026-05-08 16:32:10]   [002/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-08 23:48:52]   [2454/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.54 | top=4:0.91, 3:0.03
[2026-05-08 23:49:01]   [2455/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.10 | top=14:0.98, 8:0.02
[2026-05-08 23:50:30]   [2464/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.66 | top=1:0.84, 2:0.08
[2026-05-08 23:51:12]   [2468/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-08 23:52:02]   [2474/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.35 | top=14:0.94, 8:0.01
[2026-05-08 23:52:14]   [2475/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=1.03 | top=9:0.80, 7:0.03
[2026-05-08 23:52:20]   [2476/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.19 | top=9:0.97, 7:0.00
[2026-05-08 23:52:36]   [2478/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.25 | top=9:0.95, 15:0.02
[2026-05-08 23:53:19]   [2483/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.25 | top=11:0.96, 12:0.01
[2026-05-08 23:53:27]   [2484/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-08 23:53:51]   [2487/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.28 | top=3:0.72, 2:0.05
[2026-05-08 23:54:11]   [2490/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.45 | top=3:0.65, 4:0.10
[2026-05-08 23:54:27]   [2492/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=0.39 | top=16:0.90, 11:0.05
[2026-05-08 23:55:11]   [2496/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=1.77 | top=7:0.55, 10:0.12
[2026-05-08 23:55:36]   [2498/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=1.24 | top=9:0.75, 7:0.04
[2026-05-08 23:56:01]   [2500/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.22 | top=0:0.97, 1:0.00
[2026-05-08 23:56:10]   [2501/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.71 | top=11:0.85, 12:0.05
[2026-05-08 23:56:20]   [2502/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.54 | top=11:0.90, 12:0.03
[2026-05-08 23:56:31]   [2503/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=1.21 | top=9:0.75, 7:0.04
[2026-05-08 23:57:31]   [2509/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=0.89 | top=6:0.84, 0:0.01
[2026-05-08 23:58:03]   [2512/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.75 | top=16:0.48, 11:0.20
[2026-05-08 23:58:42]   [2517/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.76 | top=11:0.85, 12:0.04
[2026-05-08 23:58:55]   [2519/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.74 | top=11:0.85, 12:0.05
[2026-05-08 23:59:14]   [2521/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.54 | top=11:0.88, 12:0.04
[2026-05-08 23:59:20]   [2522/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=-0.00 | top=17:1.00, 0:0.00
[2026-05-08 23:59:33]   [2523/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.40 | top=3:0.70, 0:0.05
[2026-05-09 00:00:17]   [2526/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.87 | top=3:0.52, 7:0.12
[2026-05-09 00:00:25]   [2527/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.40 | top=6:0.68, 5:0.10
[2026-05-09 00:00:40]   [2528/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.27 | top=11:0.95, 12:0.02
[2026-05-09 00:02:46]   [2538/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=0.95 | top=17:0.79, 11:0.05
[2026-05-09 00:03:07]   [2540/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.10 | top=14:0.98, 8:0.02
[2026-05-09 00:04:02]   [2546/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.27 | top=14:0.95, 8:0.02
[2026-05-09 00:04:54]   [2551/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.05 | top=11:0.80, 12:0.03
[2026-05-09 00:05:45]   [2557/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=0.80 | top=2:0.84, 1:0.05
[2026-05-09 00:05:52]   [2558/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=1.62 | top=2:0.59, 0:0.12
[2026-05-09 00:06:24]   [2562/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.27 | top=0:0.95, 1:0.02
[2026-05-09 00:06:30]   [2563/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=1.17 | top=2:0.74, 0:0.05
[2026-05-09 00:06:48]   [2565/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.32 | top=14:0.94, 8:0.02
[2026-05-09 00:07:23]   [2568/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.83 | top=1:0.70, 0:0.25
[2026-05-09 00:07:55]   [2571/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.30 | top=0:0.95, 1:0.01
[2026-05-09 00:08:21]   [2573/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.34 | top=3:0.72, 2:0.05
[2026-05-09 00:08:26]   [2574/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.63 | top=0:0.89, 2:0.02
[2026-05-09 00:08:58]   [2577/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.28 | top=8:0.92, 14:0.08
[2026-05-09 00:09:05]   [2578/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.43 | top=6:0.69, 10:0.05
[2026-05-09 00:09:44]   [2584/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=0.73 | top=16:0.85, 11:0.05
[2026-05-09 00:11:19]   [2595/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.52 | top=0:0.91, 3:0.02
[2026-05-09 00:12:06]   [2601/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=1.04 | top=9:0.80, 7:0.02
[2026-05-09 00:12:14]   [2602/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=1.89 | top=7:0.55, 4:0.05
[2026-05-09 00:12:32]   [2604/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.70 | top=11:0.87, 12:0.03
[2026-05-09 00:13:06]   [2608/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.20 | top=8:0.95, 14:0.05
[2026-05-09 00:13:51]   [2612/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=2.29 | top=16:0.35, 11:0.12
[2026-05-09 00:14:52]   [2619/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.12 | top=14:0.97, 8:0.03
[2026-05-09 00:16:19]   [2628/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.76 | top=8:0.85, 14:0.06
[2026-05-09 00:16:39]   [2630/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.07 | top=3:0.80, 0:0.02
[2026-05-09 00:16:49]   [2631/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=1.40 | top=9:0.71, 5:0.05
[2026-05-09 00:17:10]   [2633/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.25 | top=4:0.72, 6:0.08
[2026-05-09 00:17:30]   [2635/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.74 | top=11:0.85, 12:0.04
[2026-05-09 00:17:37]   [2636/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.21 | top=14:0.96, 8:0.02
[2026-05-09 00:17:46]   [2637/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.40 | top=4:0.69, 6:0.10
[2026-05-09 00:18:03]   [2639/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.32 | top=6:0.70, 10:0.06
[2026-05-09 00:19:15]   [2647/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.12 | top=6:0.78, 10:0.03
[2026-05-09 00:19:24]   [2648/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=0.87 | top=16:0.74, 11:0.18
[2026-05-09 00:19:41]   [2650/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.43 | top=14:0.92, 8:0.03
[2026-05-09 00:19:49]   [2651/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=1.26 | top=0:0.65, 1:0.17
[2026-05-09 00:19:56]   [2652/41505] | true=Sit-up(10) | pred=Sit-up(10) |  ✓ | ent=1.77 | top=10:0.52, 5:0.15
[2026-05-09 00:20:02]   [2653/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=2.16 | top=15:0.25, 12:0.18
[2026-05-09 00:21:04]   [2658/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.01 | top=3:0.60, 0:0.30
[2026-05-09 00:21:27]   [2660/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=1.09 | top=9:0.79, 5:0.02
[2026-05-09 00:21:54]   [2662/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=1.17 | top=9:0.72, 16:0.07
[2026-05-09 00:22:06]   [2663/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.66 | top=8:0.82, 14:0.12
[2026-05-09 00:22:39]   [2666/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.44 | top=0:0.91, 2:0.04
[2026-05-09 00:22:45]   [2667/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-09 00:23:05]   [2669/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.73 | top=0:0.82, 2:0.07
[2026-05-09 00:23:52]   [2675/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=0.78 | top=15:0.80, 11:0.05
[2026-05-09 00:24:35]   [2679/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.29 | top=8:0.95, 14:0.03
[2026-05-09 00:24:47]   [2680/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.30 | top=5:0.95, 1:0.03
[2026-05-09 00:24:57]   [2681/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.99 | top=11:0.75, 12:0.08
[2026-05-09 00:25:21]   [2684/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.53 | top=5:0.92, 0:0.00
[2026-05-09 00:25:51]   [2687/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.77 | top=6:0.54, 10:0.12
[2026-05-09 00:26:03]   [2689/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=1.44 | top=0:0.66, 1:0.10
[2026-05-09 00:26:09]   [2690/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.14 | top=5:0.98, 1:0.00
[2026-05-09 00:27:03]   [2695/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.37 | top=8:0.92, 14:0.05
[2026-05-09 00:27:35]   [2699/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.13 | top=14:0.97, 8:0.03
[2026-05-09 00:27:52]   [2702/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.54 | top=5:0.91, 1:0.01
[2026-05-09 00:28:06]   [2704/41505] | true=Sit-up(10) | pred=Sit-up(10) |  ✓ | ent=1.80 | top=10:0.55, 4:0.08
[2026-05-09 00:28:12]   [2705/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.69 | top=0:0.85, 1:0.05
[2026-05-09 00:28:18]   [2706/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.44 | top=9:0.93, 11:0.02
[2026-05-09 00:28:52]   [2709/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.98 | top=0:0.82, 1:0.02
[2026-05-09 00:29:35]   [2714/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.11 | top=14:0.98, 8:0.01
[2026-05-09 00:29:41]   [2715/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.96 | top=11:0.35, 12:0.25
[2026-05-09 00:30:26]   [2721/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=1.77 | top=15:0.56, 12:0.08
[2026-05-09 00:30:33]   [2722/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.96 | top=14:0.78, 8:0.08
[2026-05-09 00:30:53]   [2724/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=1.11 | top=2:0.76, 1:0.08
[2026-05-09 00:31:09]   [2726/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.32 | top=8:0.92, 14:0.06
[2026-05-09 00:31:28]   [2728/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=1.44 | top=9:0.70, 7:0.03
[2026-05-09 00:31:57]   [2732/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=0.15 | top=6:0.98, 4:0.00
[2026-05-09 00:32:18]   [2734/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.65 | top=0:0.87, 1:0.04
[2026-05-09 00:32:28]   [2735/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.36 | top=8:0.94, 7:0.01
[2026-05-09 00:32:33]   [2736/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.03 | top=6:0.80, 5:0.05
[2026-05-09 00:32:43]   [2737/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=1.54 | top=0:0.52, 1:0.18
[2026-05-09 00:33:30]   [2742/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.30 | top=11:0.70, 12:0.07
[2026-05-09 00:33:55]   [2744/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.77 | top=4:0.85, 2:0.02
[2026-05-09 00:34:02]   [2745/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.16 | top=8:0.98, 14:0.00
[2026-05-09 00:35:01]   [2753/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=1.34 | top=5:0.72, 2:0.04
[2026-05-09 00:35:08]   [2754/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.87 | top=6:0.55, 4:0.08
[2026-05-09 00:35:36]   [2757/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.42 | top=8:0.92, 14:0.04
[2026-05-09 00:36:12]   [2761/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.39 | top=6:0.55, 10:0.20
[2026-05-09 00:37:41]   [2771/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=0.88 | top=3:0.82, 2:0.05
[2026-05-09 00:38:06]   [2773/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=2.16 | top=3:0.45, 2:0.08
[2026-05-09 00:38:32]   [2777/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.44 | top=6:0.69, 4:0.05
[2026-05-09 00:38:46]   [2779/41505] | true=Sit-up(10) | pred=Sit-up(10) |  ✓ | ent=0.85 | top=10:0.82, 6:0.08
[2026-05-09 00:39:02]   [2781/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.08 | top=3:0.78, 0:0.04
[2026-05-09 00:39:08]   [2782/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.89 | top=5:0.84, 0:0.01
[2026-05-09 00:39:25]   [2785/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.24 | top=6:0.70, 5:0.08
[2026-05-09 00:40:13]   [2792/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.38 | top=3:0.65, 2:0.15
[2026-05-09 00:40:35]   [2794/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.16 | top=16:0.68, 11:0.12
[2026-05-09 00:41:31]   [2800/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.72 | top=8:0.82, 14:0.12
[2026-05-09 00:42:39]   [2808/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.45 | top=6:0.62, 10:0.12
[2026-05-09 00:43:13]   [2812/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=0.27 | top=6:0.96, 10:0.01
[2026-05-09 00:43:41]   [2814/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.78 | top=0:0.82, 1:0.08
[2026-05-09 00:45:40]   [2828/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.35 | top=8:0.92, 14:0.05
[2026-05-09 00:46:53]   [2835/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.37 | top=16:0.55, 11:0.15
[2026-05-09 00:49:02]   [2848/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.24 | top=5:0.96, 1:0.01
[2026-05-09 00:49:16]   [2850/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=0.57 | top=16:0.88, 11:0.04
[2026-05-09 00:52:43]   [2871/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.52 | top=5:0.92, 0:0.00
[2026-05-09 00:53:17]   [2875/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.83 | top=14:0.82, 8:0.08
[2026-05-09 00:53:35]   [2877/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.34 | top=11:0.93, 12:0.03
[2026-05-09 00:53:59]   [2880/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.87 | top=6:0.55, 5:0.08
[2026-05-09 00:54:28]   [2883/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.35 | top=0:0.94, 1:0.01
[2026-05-09 00:55:33]   [2891/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.50 | top=8:0.85, 14:0.12
[2026-05-09 00:56:17]   [2897/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=0.20 | top=17:0.95, 16:0.05
[2026-05-09 00:56:53]   [2900/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.38 | top=14:0.93, 8:0.03
[2026-05-09 00:57:13]   [2902/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.32 | top=11:0.70, 16:0.06
[2026-05-09 00:57:57]   [2907/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.02 | top=4:0.81, 3:0.02
[2026-05-09 00:58:06]   [2908/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.84 | top=16:0.39, 11:0.25
[2026-05-09 00:58:21]   [2909/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.39 | top=5:0.94, 6:0.01
[2026-05-09 00:58:52]   [2913/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.28 | top=8:0.96, 7:0.00
[2026-05-09 00:59:56]   [2919/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.25 | top=6:0.72, 5:0.06
[2026-05-09 01:00:13]   [2921/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=2.26 | top=15:0.35, 12:0.12
[2026-05-09 01:01:17]   [2928/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.23 | top=3:0.69, 7:0.15
[2026-05-09 01:01:30]   [2930/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.07 | top=0:0.99, 17:0.00
[2026-05-09 01:01:55]   [2932/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.34 | top=5:0.94, 0:0.01
[2026-05-09 01:03:05]   [2939/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.07 | top=14:0.99, 8:0.01
[2026-05-09 01:03:27]   [2942/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.90 | top=6:0.55, 10:0.08
[2026-05-09 01:03:39]   [2944/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.87 | top=1:0.83, 0:0.05
[2026-05-09 01:03:52]   [2945/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.06 | top=16:0.72, 11:0.12
[2026-05-09 01:04:05]   [2947/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=1.06 | top=8:0.79, 14:0.05
[2026-05-09 01:04:57]   [2953/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.09 | top=14:0.98, 8:0.01
[2026-05-09 01:05:11]   [2955/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=1.20 | top=0:0.68, 1:0.12
[2026-05-09 01:05:24]   [2956/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.58 | top=0:0.90, 1:0.01
[2026-05-09 01:05:35]   [2957/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.08 | top=3:0.78, 2:0.03
[2026-05-09 01:06:19]   [2961/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.84 | top=6:0.56, 5:0.10
[2026-05-09 01:06:30]   [2962/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.45 | top=16:0.55, 11:0.15
[2026-05-09 01:06:36]   [2963/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=0.96 | top=15:0.82, 0:0.01
[2026-05-09 01:06:52]   [2965/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=1.91 | top=7:0.55, 4:0.06
[2026-05-09 01:07:04]   [2966/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.71 | top=4:0.85, 6:0.04
[2026-05-09 01:08:12]   [2975/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.10 | top=14:0.98, 8:0.02
[2026-05-09 01:09:07]   [2982/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.30 | top=4:0.72, 7:0.04
[2026-05-09 01:09:14]   [2983/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.14 | top=5:0.98, 1:0.00
[2026-05-09 01:10:10]   [2988/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.74 | top=4:0.60, 0:0.05
[2026-05-09 01:10:31]   [2991/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.79 | top=1:0.83, 2:0.06
[2026-05-09 01:10:38]   [2992/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=2.02 | top=6:0.45, 5:0.15
[2026-05-09 01:10:53]   [2994/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.10 | top=14:0.98, 8:0.02
[2026-05-09 01:11:05]   [2995/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.31 | top=14:0.93, 8:0.05
[2026-05-09 01:11:12]   [2996/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.30 | top=0:0.95, 1:0.01
[2026-05-09 01:11:22]   [2997/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.33 | top=8:0.92, 17:0.05
[2026-05-09 01:12:31]   [3006/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.64 | top=11:0.85, 12:0.05
[2026-05-09 01:12:50]   [3008/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.54 | top=3:0.65, 7:0.10
[2026-05-09 01:13:04]   [3010/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.42 | top=0:0.92, 1:0.03
[2026-05-09 01:13:15]   [3012/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.89 | top=5:0.84, 0:0.01
[2026-05-09 01:13:33]   [3015/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=1.25 | top=7:0.75, 4:0.03
[2026-05-09 01:13:54]   [3017/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.63 | top=0:0.89, 2:0.02
[2026-05-09 01:14:10]   [3019/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=1.44 | top=15:0.56, 12:0.12
[2026-05-09 01:14:53]   [3024/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.62 | top=5:0.88, 0:0.02
[2026-05-09 01:15:33]   [3028/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=0.54 | top=6:0.88, 5:0.05
[2026-05-09 01:15:58]   [3031/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.92 | top=5:0.83, 1:0.02
[2026-05-09 01:16:15]   [3033/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.89 | top=5:0.84, 0:0.01
[2026-05-09 01:16:22]   [3034/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.20 | top=14:0.95, 8:0.05
[2026-05-09 01:16:58]   [3039/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.35 | top=14:0.94, 8:0.01
[2026-05-09 01:17:07]   [3040/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=1.22 | top=7:0.76, 11:0.03
[2026-05-09 01:17:52]   [3044/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.13 | top=11:0.72, 16:0.10
[2026-05-09 01:18:09]   [3046/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.33 | top=5:0.95, 0:0.01
[2026-05-09 01:18:25]   [3048/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=1.19 | top=2:0.75, 0:0.05
[2026-05-09 01:18:31]   [3049/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.06 | top=4:0.79, 2:0.03
[2026-05-09 01:18:36]   [3050/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.61 | top=9:0.88, 7:0.02
[2026-05-09 01:19:27]   [3056/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.16 | top=4:0.77, 6:0.05
[2026-05-09 01:19:40]   [3058/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.25 | top=14:0.95, 8:0.03
[2026-05-09 01:19:46]   [3059/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-09 01:19:54]   [3060/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=1.13 | top=5:0.78, 2:0.04
[2026-05-09 01:20:00]   [3061/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.31 | top=11:0.95, 12:0.01
