[2026-05-11 11:04:17] Class 12 (Walk-backwards) 软标签生成开始
[2026-05-11 11:04:17]   QUICK=False LIMIT=50
[2026-05-11 11:04:17]   温度=0.8 (from api_config)
[2026-05-11 11:04:17]   本类: 986窗口 (仅加载本类, 内存友好)
[2026-05-11 11:04:17]   实际生成: 986 窗口
[2026-05-11 11:04:50] #0001/00986 | true=Walk-backwards(12) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:36:48] #0886/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 20:37:23] #0887/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 20:37:52] #0888/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.924 | conf=0.700 | gap=0.500
[2026-05-11 20:38:30] #0889/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 20:39:00] #0890/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 20:39:39] #0891/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.680 | conf=0.850 | gap=0.810
[2026-05-11 20:40:18] #0892/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:40:56] #0893/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.261 | conf=0.550 | gap=0.350
[2026-05-11 20:41:24] #0894/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 20:42:02] #0895/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.917 | conf=0.250 | gap=0.050
[2026-05-11 20:42:42] #0896/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.945 | conf=0.750 | gap=0.670
[2026-05-11 20:43:15] #0897/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.198 | conf=0.650 | gap=0.550
[2026-05-11 20:43:48] #0898/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:44:24] #0899/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 20:44:59] #0900/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 20:44:59]   [900/986] acc=179/900=19.9% filtered=209/900
[2026-05-11 20:45:38] #0901/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:46:08] #0902/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:46:41] #0903/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 20:47:23] #0904/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 20:47:57] #0905/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 20:48:25] #0906/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:49:23] #0907/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:49:54] #0908/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:50:20] #0909/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:50:54] #0910/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:51:48] #0911/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-11 20:52:14] #0912/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 20:52:52] #0913/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 20:53:30] #0914/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 20:53:51] #0915/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.886 | conf=0.650 | gap=0.450
[2026-05-11 20:54:30] #0916/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:55:01] #0917/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 20:55:56] #0918/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:56:44] #0919/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:57:01] #0920/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.238 | conf=0.500 | gap=0.200
[2026-05-11 20:57:01]   [920/986] acc=183/920=19.9% filtered=228/920
[2026-05-11 20:57:38] #0921/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:58:13] #0922/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 20:59:00] #0923/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.803 | conf=0.350 | gap=0.200
[2026-05-11 20:59:39] #0924/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 21:00:18] #0925/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.091 | conf=0.650 | gap=0.500
[2026-05-11 21:01:00] #0926/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 21:01:37] #0927/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 21:02:16] #0928/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 21:02:53] #0929/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 21:03:43] #0930/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.035 | conf=0.720 | gap=0.600
[2026-05-11 21:04:12] #0931/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:05:16] #0932/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 21:05:53] #0933/00986 | true=Walk-backwards(12) | pred=Lay-stand(6) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 21:07:03] #0934/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 21:07:48] #0935/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 21:08:18] #0936/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.785 | conf=0.820 | gap=0.770
[2026-05-11 21:08:47] #0937/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 21:09:25] #0938/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 21:09:48] #0939/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 21:10:32] #0940/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.837 | conf=0.800 | gap=0.740
[2026-05-11 21:10:32]   [940/986] acc=187/940=19.9% filtered=247/940
[2026-05-11 21:11:07] #0941/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.825 | conf=0.720 | gap=0.540
[2026-05-11 21:11:47] #0942/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.446 | conf=0.500 | gap=0.350
[2026-05-11 21:12:23] #0943/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:13:13] #0944/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 21:13:52] #0945/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 21:14:24] #0946/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.986 | conf=0.720 | gap=0.620
[2026-05-11 21:14:56] #0947/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 21:15:37] #0948/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 21:16:24] #0949/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:16:57] #0950/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.097 | conf=0.650 | gap=0.470
[2026-05-11 21:17:31] #0951/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.043 | conf=0.700 | gap=0.600
[2026-05-11 21:18:02] #0952/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 21:19:03] #0953/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.639 | conf=0.350 | gap=0.050
[2026-05-11 21:19:45] #0954/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:20:16] #0955/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 21:21:05] #0956/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 21:21:43] #0957/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 21:22:15] #0958/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:22:45] #0959/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:23:24] #0960/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.331 | conf=0.450 | gap=0.150
[2026-05-11 21:23:24]   [960/986] acc=192/960=20.0% filtered=264/960
[2026-05-11 21:23:46] #0961/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.330 | conf=0.500 | gap=0.250
[2026-05-11 21:24:27] #0962/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:25:24] #0963/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.002 | conf=0.750 | gap=0.690
[2026-05-11 21:25:51] #0964/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.286 | conf=0.950 | gap=0.940
[2026-05-11 21:26:21] #0965/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 21:26:53] #0966/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:27:34] #0967/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 21:28:08] #0968/00986 | true=Walk-backwards(12) | pred=Run(14) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 21:28:46] #0969/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.679 | conf=0.850 | gap=0.800
[2026-05-11 21:29:38] #0970/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-11 21:30:12] #0971/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.683 | conf=0.850 | gap=0.820
[2026-05-11 21:30:46] #0972/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.613 | conf=0.850 | gap=0.780
[2026-05-11 21:31:29] #0973/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 21:32:14] #0974/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.806 | conf=0.750 | gap=0.630
[2026-05-11 21:32:43] #0975/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 21:33:09] #0976/00986 | true=Walk-backwards(12) | pred=Lay-stand(6) | ✗ | ent=1.815 | conf=0.534 | gap=0.417
[2026-05-11 21:33:38] #0977/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 21:34:07] #0978/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.233 | conf=0.950 | gap=0.925
[2026-05-11 21:34:53] #0979/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-11 21:35:32] #0980/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.936 | conf=0.700 | gap=0.580
[2026-05-11 21:35:32]   [980/986] acc=195/980=19.9% filtered=282/980
[2026-05-11 21:36:02] #0981/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.075 | conf=0.650 | gap=0.500
[2026-05-11 21:36:35] #0982/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 21:37:02] #0983/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 21:37:35] #0984/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 21:38:03] #0985/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.600 | conf=0.850 | gap=0.790
[2026-05-11 21:38:31] #0986/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 21:38:31] Done: 197/986 (20.0%) filtered=288/986
[2026-05-12 22:28:59] Class 12 (Walk-backwards) 软标签生成开始
[2026-05-12 22:28:59]   QUICK=False LIMIT=50
[2026-05-12 22:28:59]   温度=0.8 (from api_config)
[2026-05-12 22:28:59]   本类: 986窗口 (仅加载本类, 内存友好)
[2026-05-12 22:28:59]   实际生成: 986 窗口
[2026-05-12 22:28:59]   续传: 986/986
[2026-05-12 22:28:59] Done: 197/986 (20.0%) filtered=0/986
