[2026-05-11 11:03:56] #0001/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 17:50:09] #0747/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 17:50:42] #0748/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.826 | conf=0.737 | gap=0.579
[2026-05-11 17:51:10] #0749/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 17:51:48] #0750/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 17:52:22] #0751/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 17:53:57] #0753/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 17:54:33] #0754/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 17:54:52] #0755/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 17:55:27] #0756/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.234 | conf=0.938 | gap=0.875
[2026-05-11 17:58:32] #0757/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 18:20:58] #0756/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.746 | conf=0.850 | gap=0.830
[2026-05-11 18:21:28] #0757/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:21:41] #0758/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 18:21:58] #0759/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:23:28] #0761/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 18:23:43] #0762/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 18:24:16] #0763/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 18:24:49] #0764/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 18:25:42] #0766/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 18:26:42] #0768/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-11 18:26:56] #0769/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 18:27:32] #0770/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:29:00] #0772/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.450
[2026-05-11 18:29:15] #0773/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:29:56] #0774/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 18:30:28] #0775/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.313 | conf=0.700 | gap=0.650
[2026-05-11 18:30:43] #0776/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 18:31:22] #0777/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 18:31:49] #0778/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:32:21] #0779/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:33:16] #0781/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:33:32] #0782/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 18:34:14] #0783/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.869 | conf=0.800 | gap=0.750
[2026-05-11 18:34:31] #0784/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 18:35:13] #0785/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.350
[2026-05-11 18:35:26] #0786/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:36:02] #0787/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 18:36:28] #0788/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.904 | conf=0.750 | gap=0.670
[2026-05-11 18:37:11] #0789/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 18:37:40] #0790/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.442 | conf=0.900 | gap=0.850
[2026-05-11 18:37:55] #0791/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 18:38:07] #0792/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 18:38:51] #0793/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.971 | conf=0.700 | gap=0.500
[2026-05-11 18:40:00] #0794/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.257 | conf=0.750 | gap=0.731
[2026-05-11 18:40:29] #0795/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 18:41:15] #0796/04275 | true=Pick(7) | pred=Walk(11) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 18:42:50] #0798/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:43:29] #0799/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.286 | conf=0.950 | gap=0.940
[2026-05-11 18:43:59] #0800/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.058 | conf=0.780 | gap=0.750
[2026-05-11 18:44:58] #0802/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-11 18:45:29] #0803/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-11 18:45:59] #0804/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.850 | gap=0.820
[2026-05-11 18:46:30] #0805/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 18:46:59] #0806/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.760 | conf=0.850 | gap=0.830
[2026-05-11 18:47:27] #0807/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:47:54] #0808/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 18:49:11] #0810/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 18:49:39] #0811/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 18:50:14] #0812/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.635 | conf=0.850 | gap=0.800
[2026-05-11 18:50:48] #0813/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.032 | conf=0.740 | gap=0.690
[2026-05-11 18:51:18] #0814/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 18:51:55] #0815/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 18:52:30] #0816/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 18:53:37] #0818/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.038 | conf=0.722 | gap=0.667
[2026-05-11 18:54:26] #0819/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 18:55:39] #0821/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.132 | conf=0.750 | gap=0.700
[2026-05-11 18:56:37] #0822/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.812 | conf=0.800 | gap=0.750
[2026-05-11 18:57:01] #0823/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 18:58:08] #0825/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:58:40] #0826/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 18:58:54] #0827/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:59:22] #0828/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 18:59:35] #0829/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 18:59:51] #0830/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 19:00:22] #0831/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.129 | conf=0.632 | gap=0.474
[2026-05-11 19:01:29] #0833/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 19:01:44] #0834/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 19:02:17] #0835/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:02:58] #0836/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 19:03:32] #0837/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 19:04:00] #0838/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.776 | conf=0.800 | gap=0.700
[2026-05-11 19:04:29] #0839/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.421 | conf=0.880 | gap=0.780
[2026-05-11 19:04:55] #0840/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.717 | conf=0.820 | gap=0.770
[2026-05-11 19:05:24] #0841/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:05:42] #0842/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 19:06:18] #0843/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.160 | conf=0.968 | gap=0.947
[2026-05-11 19:06:53] #0844/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.340 | conf=0.600 | gap=0.450
[2026-05-11 19:07:28] #0845/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.675 | conf=0.850 | gap=0.810
[2026-05-11 19:07:45] #0846/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 19:08:13] #0847/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 19:09:02] #0848/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-11 19:09:39] #0849/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 19:10:09] #0850/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:10:41] #0851/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:11:32] #0853/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:11:59] #0854/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:12:12] #0855/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:12:52] #0857/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.396 | conf=0.918 | gap=0.898
[2026-05-11 19:13:29] #0858/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 19:14:09] #0859/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 19:14:49] #0860/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:15:33] #0861/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:16:04] #0862/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.804 | conf=0.820 | gap=0.770
[2026-05-11 19:17:07] #0864/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-11 19:17:43] #0865/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 19:18:24] #0866/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 19:18:39] #0867/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-11 19:19:08] #0868/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.349 | conf=0.700 | gap=0.650
[2026-05-11 19:19:26] #0869/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 19:19:54] #0870/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:20:28] #0871/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.591 | conf=0.880 | gap=0.850
[2026-05-11 19:21:16] #0872/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:21:49] #0873/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.009 | conf=0.750 | gap=0.680
[2026-05-11 19:22:39] #0874/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 19:23:11] #0875/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 19:23:49] #0876/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:24:17] #0877/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.137 | conf=0.969 | gap=0.939
[2026-05-11 19:25:01] #0878/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 19:25:45] #0879/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:26:13] #0880/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:26:50] #0881/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:27:04] #0882/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:27:18] #0883/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 19:27:50] #0884/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:28:34] #0885/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.181 | conf=0.650 | gap=0.500
[2026-05-11 19:28:47] #0886/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 19:29:09] #0887/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:29:52] #0888/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 19:30:28] #0889/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.396 | conf=0.918 | gap=0.898
[2026-05-11 19:30:44] #0890/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:31:18] #0891/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 19:31:34] #0892/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 19:32:08] #0893/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 19:32:43] #0894/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:33:20] #0895/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:33:36] #0896/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 19:34:07] #0897/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-11 19:34:39] #0898/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 19:35:15] #0899/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.346 | conf=0.650 | gap=0.550
[2026-05-11 19:35:41] #0900/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:36:18] #0901/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 19:36:33] #0902/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 19:37:17] #0903/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 19:37:52] #0904/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 19:38:24] #0905/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 19:39:03] #0906/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 19:39:48] #0907/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:40:18] #0908/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 19:40:53] #0909/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 19:41:19] #0910/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:42:43] #0912/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:43:25] #0913/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:44:31] #0915/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 19:45:10] #0916/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.340 | conf=0.600 | gap=0.450
[2026-05-11 19:45:52] #0917/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.702 | conf=0.850 | gap=0.820
[2026-05-11 19:46:40] #0919/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:47:02] #0920/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 19:47:42] #0921/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 19:48:18] #0922/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 19:48:29] #0923/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.610 | conf=0.880 | gap=0.860
[2026-05-11 19:48:57] #0924/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.498 | conf=0.850 | gap=0.730
[2026-05-11 19:49:31] #0925/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 19:50:07] #0926/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 19:50:34] #0927/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 19:51:03] #0928/04275 | true=Pick(7) | pred=Walk(11) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:51:28] #0929/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:51:42] #0930/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:51:58] #0931/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-11 19:52:30] #0932/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 19:53:03] #0933/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:53:37] #0934/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.689 | conf=0.800 | gap=0.700
[2026-05-11 19:54:17] #0935/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:55:08] #0936/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 19:55:49] #0937/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 19:57:12] #0938/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.679 | conf=0.850 | gap=0.800
[2026-05-11 19:57:41] #0939/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-11 19:58:11] #0940/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 19:58:42] #0941/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:00:04] #0943/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 20:00:53] #0944/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 20:01:26] #0945/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.398 | conf=0.920 | gap=0.890
[2026-05-11 20:01:59] #0946/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.421 | conf=0.880 | gap=0.780
[2026-05-11 20:02:17] #0947/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 20:02:54] #0948/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:03:33] #0949/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.566 | conf=0.850 | gap=0.750
[2026-05-11 20:04:06] #0950/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 20:04:24] #0951/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 20:05:13] #0952/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.699 | conf=0.850 | gap=0.810
[2026-05-11 20:05:26] #0953/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-11 20:05:57] #0954/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:06:25] #0955/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:06:37] #0956/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 20:07:04] #0957/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:09:35] #0958/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:10:16] #0959/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 20:10:50] #0960/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.850 | gap=0.820
[2026-05-11 20:11:31] #0961/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.542 | conf=0.876 | gap=0.835
[2026-05-11 20:12:03] #0962/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.585 | conf=0.850 | gap=0.750
[2026-05-11 20:12:37] #0963/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
