[2026-05-12 10:27:50] #0001/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 14:59:31] #0749/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 15:00:01] #0750/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.740 conf=0.780 gap=0.630
[2026-05-12 15:00:26] #0751/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 15:00:44] #0752/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 15:00:56] #0753/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 15:01:22] #0754/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 15:02:00] #0755/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.579 conf=0.820 gap=0.670
[2026-05-12 15:02:35] #0757/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.777 conf=0.750 gap=0.570
[2026-05-12 15:02:59] #0758/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 15:03:14] #0759/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 15:03:24] #0760/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.572 conf=0.820 gap=0.670
[2026-05-12 15:03:50] #0761/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.579 conf=0.820 gap=0.670
[2026-05-12 15:04:01] #0762/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.016 conf=0.650 gap=0.450
[2026-05-12 15:04:12] #0763/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 15:05:02] #0765/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 15:05:15] #0766/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.988 conf=0.550 gap=0.200
[2026-05-12 15:05:40] #0767/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 15:06:04] #0768/02089 | true=lying(0) | pred=sitting(1) | ✗ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 15:06:31] #0769/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.613 conf=0.850 gap=0.790
[2026-05-12 15:06:58] #0770/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 15:07:08] #0771/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 15:07:33] #0772/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 15:07:44] #0773/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 15:08:13] #0774/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 15:08:26] #0775/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 15:08:56] #0776/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.839 conf=0.720 gap=0.540
[2026-05-12 15:09:14] #0777/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.594 conf=0.820 gap=0.680
[2026-05-12 15:09:35] #0778/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.598 conf=0.850 gap=0.780
[2026-05-12 15:09:57] #0779/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 15:10:21] #0780/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 15:10:41] #0781/02089 | true=lying(0) | pred=standing(2) | ✗ | ent=0.537 conf=0.870 gap=0.800
[2026-05-12 15:11:03] #0782/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 15:11:19] #0783/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 15:11:40] #0784/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 15:11:54] #0785/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.857 conf=0.700 gap=0.480
[2026-05-12 15:12:06] #0786/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.758 conf=0.800 gap=0.720
[2026-05-12 15:12:14] #0787/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.839 conf=0.650 gap=0.350
[2026-05-12 15:12:44] #0788/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 15:13:13] #0789/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 15:13:27] #0790/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 15:13:38] #0791/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.714 conf=0.720 gap=0.470
[2026-05-12 15:13:59] #0792/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 15:14:43] #0793/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 15:14:55] #0794/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.839 conf=0.650 gap=0.350
[2026-05-12 15:15:20] #0795/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.839 conf=0.720 gap=0.540
[2026-05-12 15:15:36] #0796/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.921 conf=0.650 gap=0.400
[2026-05-12 15:15:56] #0797/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.647 conf=0.830 gap=0.730
[2026-05-12 15:16:23] #0798/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 15:16:48] #0799/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 15:17:07] #0800/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 15:17:27] #0801/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.613 conf=0.850 gap=0.790
[2026-05-12 15:17:42] #0802/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.033 conf=0.600 gap=0.320
[2026-05-12 15:17:51] #0803/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.788 conf=0.720 gap=0.500
[2026-05-12 15:18:02] #0804/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.799 conf=0.700 gap=0.450
[2026-05-12 15:18:39] #0805/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 15:19:03] #0806/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.933 conf=0.620 gap=0.340
[2026-05-12 15:19:30] #0807/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.466 conf=0.880 gap=0.800
[2026-05-12 15:19:59] #0808/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.937 conf=0.650 gap=0.400
[2026-05-12 15:20:30] #0809/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.777 conf=0.720 gap=0.490
[2026-05-12 15:20:48] #0810/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.936 conf=0.550 gap=0.170
[2026-05-12 15:21:00] #0811/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 15:21:20] #0812/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.720 conf=0.780 gap=0.630
[2026-05-12 15:21:47] #0813/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.772 conf=0.720 gap=0.500
[2026-05-12 15:22:02] #0814/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.844 conf=0.720 gap=0.520
[2026-05-12 15:22:31] #0815/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 15:22:43] #0816/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 15:23:01] #0818/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 15:23:12] #0819/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.732 conf=0.750 gap=0.550
[2026-05-12 15:23:43] #0820/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 15:23:55] #0821/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.816 conf=0.650 gap=0.350
[2026-05-12 15:24:05] #0822/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.799 conf=0.700 gap=0.450
[2026-05-12 15:24:18] #0823/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 15:24:32] #0824/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 15:24:53] #0825/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.832 conf=0.720 gap=0.520
[2026-05-12 15:25:28] #0826/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 15:25:40] #0827/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.839 conf=0.650 gap=0.350
[2026-05-12 15:26:01] #0828/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 15:26:23] #0829/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 15:26:39] #0830/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.458 conf=0.900 gap=0.860
[2026-05-12 15:27:01] #0831/02089 | true=lying(0) | pred=standing(2) | ✗ | ent=0.613 conf=0.850 gap=0.790
[2026-05-12 15:27:34] #0832/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 15:28:03] #0833/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-12 15:28:31] #0834/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 15:28:46] #0835/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.673 conf=0.780 gap=0.600
[2026-05-12 15:28:59] #0836/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.990 conf=0.550 gap=0.200
[2026-05-12 15:29:16] #0837/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.732 conf=0.750 gap=0.550
[2026-05-12 15:29:55] #0838/02089 | true=lying(0) | pred=sitting(1) | ✗ | ent=0.990 conf=0.550 gap=0.200
[2026-05-12 15:30:05] #0839/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.738 conf=0.720 gap=0.500
[2026-05-12 15:30:30] #0840/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 15:30:44] #0841/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 15:31:09] #0842/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 15:31:41] #0843/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.786 conf=0.750 gap=0.570
[2026-05-12 15:32:25] #0845/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.613 conf=0.820 gap=0.700
[2026-05-12 15:32:38] #0846/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.001 conf=0.600 gap=0.300
[2026-05-12 15:33:03] #0848/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.030 conf=0.550 gap=0.200
[2026-05-12 15:33:27] #0850/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.625 conf=0.820 gap=0.690
[2026-05-12 15:33:36] #0851/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 15:34:03] #0852/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 15:34:16] #0853/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 15:34:30] #0854/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.937 conf=0.650 gap=0.400
[2026-05-12 15:34:51] #0855/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.652 conf=0.820 gap=0.700
[2026-05-12 15:35:08] #0856/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 15:35:32] #0857/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 15:35:54] #0858/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.596 conf=0.820 gap=0.680
[2026-05-12 15:36:05] #0859/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 15:36:17] #0860/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.104 conf=0.550 gap=0.250
[2026-05-12 15:36:30] #0861/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.794 conf=0.700 gap=0.450
[2026-05-12 15:36:53] #0862/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.777 conf=0.750 gap=0.570
[2026-05-12 15:37:22] #0863/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 15:37:47] #0864/02089 | true=lying(0) | pred=standing(2) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 15:38:05] #0865/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.673 conf=0.750 gap=0.530
[2026-05-12 15:38:23] #0866/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.893 conf=0.550 gap=0.150
[2026-05-12 15:38:38] #0867/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 15:38:51] #0868/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.754 conf=0.720 gap=0.490
[2026-05-12 15:39:14] #0870/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-12 15:39:37] #0871/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 15:40:02] #0872/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 15:40:18] #0873/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.654 conf=0.780 gap=0.600
[2026-05-12 15:40:32] #0874/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 15:40:45] #0875/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 15:41:18] #0876/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 15:41:46] #0877/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.572 conf=0.820 gap=0.670
[2026-05-12 15:41:58] #0878/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.918 conf=0.650 gap=0.400
[2026-05-12 15:42:37] #0879/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 15:43:00] #0880/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 15:43:12] #0881/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 15:43:26] #0882/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 15:43:36] #0883/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 15:44:00] #0884/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.878 conf=0.720 gap=0.540
[2026-05-12 15:44:06] #0885/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.791 conf=0.700 gap=0.450
[2026-05-12 15:44:25] #0886/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 15:44:42] #0887/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.936 conf=0.550 gap=0.170
[2026-05-12 15:45:08] #0888/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 15:45:25] #0889/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 15:45:50] #0890/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:46:02] #0891/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 15:46:26] #0892/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 15:46:53] #0893/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 15:47:06] #0894/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 15:47:16] #0895/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.712 conf=0.750 gap=0.550
[2026-05-12 15:47:48] #0896/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 15:48:12] #0897/02089 | true=lying(0) | pred=standing(2) | ✗ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 15:48:22] #0898/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.832 conf=0.720 gap=0.520
[2026-05-12 15:48:31] #0899/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.988 conf=0.550 gap=0.200
[2026-05-12 15:48:41] #0900/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 15:48:53] #0901/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.926 conf=0.550 gap=0.160
[2026-05-12 15:49:29] #0902/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.794 conf=0.700 gap=0.450
[2026-05-12 15:49:39] #0903/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 15:49:52] #0904/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 15:50:06] #0905/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.825 conf=0.750 gap=0.600
[2026-05-12 15:50:20] #0906/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 15:51:02] #0907/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.962 conf=0.600 gap=0.300
[2026-05-12 15:51:31] #0908/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.839 conf=0.750 gap=0.600
[2026-05-12 15:51:42] #0909/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.069 conf=0.550 gap=0.250
[2026-05-12 15:52:05] #0910/02089 | true=lying(0) | pred=standing(2) | ✗ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 15:52:19] #0911/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.988 conf=0.550 gap=0.200
[2026-05-12 15:52:36] #0912/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.778 conf=0.700 gap=0.450
[2026-05-12 15:52:49] #0913/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.624 conf=0.820 gap=0.700
[2026-05-12 15:53:04] #0914/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.907 conf=0.650 gap=0.400
[2026-05-12 15:53:12] #0915/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 15:53:31] #0916/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 15:53:57] #0917/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.788 conf=0.720 gap=0.500
[2026-05-12 15:54:15] #0918/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 15:54:31] #0919/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 15:54:43] #0920/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.962 conf=0.650 gap=0.400
[2026-05-12 15:54:58] #0921/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.714 conf=0.720 gap=0.470
[2026-05-12 15:55:41] #0924/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.990 conf=0.550 gap=0.200
[2026-05-12 15:56:02] #0925/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:56:32] #0926/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.522 conf=0.850 gap=0.730
[2026-05-12 15:56:43] #0927/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.608 conf=0.820 gap=0.680
[2026-05-12 15:57:10] #0928/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.785 conf=0.700 gap=0.480
[2026-05-12 15:57:35] #0929/02089 | true=lying(0) | pred=standing(2) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 15:57:49] #0930/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 15:58:14] #0931/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.543 conf=0.850 gap=0.750
[2026-05-12 15:58:24] #0932/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 15:58:51] #0933/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.839 conf=0.650 gap=0.350
[2026-05-12 15:59:26] #0934/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 16:00:10] #0937/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.543 conf=0.850 gap=0.750
[2026-05-12 16:00:22] #0938/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 16:00:53] #0939/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 16:01:29] #0940/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 16:01:46] #0941/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 16:02:00] #0942/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 16:02:29] #0943/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:02:49] #0944/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.613 conf=0.820 gap=0.700
[2026-05-12 16:03:16] #0945/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.659 conf=0.780 gap=0.600
[2026-05-12 16:03:29] #0946/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 16:04:08] #0947/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.742 conf=0.780 gap=0.660
[2026-05-12 16:04:18] #0948/02089 | true=lying(0) | pred=standing(2) | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 16:04:37] #0949/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=1.201 conf=0.600 gap=0.450
[2026-05-12 16:04:46] #0950/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 16:05:02] #0951/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 16:05:25] #0952/02089 | true=lying(0) | pred=standing(2) | ✗ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 16:05:48] #0953/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.772 conf=0.720 gap=0.500
[2026-05-12 16:06:02] #0954/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.794 conf=0.700 gap=0.450
[2026-05-12 16:06:28] #0955/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-12 16:06:41] #0956/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 16:07:07] #0957/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.772 conf=0.720 gap=0.500
[2026-05-12 16:07:35] #0958/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 16:08:02] #0960/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.898 conf=0.550 gap=0.150
[2026-05-12 16:08:16] #0961/02089 | true=lying(0) | pred=sitting(1) | ✗ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 16:08:26] #0962/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.839 conf=0.720 gap=0.540
[2026-05-12 16:08:57] #0963/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.324 conf=0.920 gap=0.860
[2026-05-12 16:09:20] #0964/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.718 conf=0.780 gap=0.630
[2026-05-12 16:09:44] #0965/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.458 conf=0.900 gap=0.860
[2026-05-12 16:10:01] #0966/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.832 conf=0.720 gap=0.520
[2026-05-12 16:10:14] #0967/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.821 conf=0.650 gap=0.350
[2026-05-12 16:10:30] #0968/02089 | true=lying(0) | pred=standing(2) | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 16:11:02] #0969/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.661 conf=0.780 gap=0.600
[2026-05-12 16:11:28] #0970/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.766 conf=0.750 gap=0.570
[2026-05-12 16:11:42] #0971/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 16:11:56] #0972/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 16:12:10] #0973/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.610 conf=0.820 gap=0.690
[2026-05-12 16:12:39] #0975/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.777 conf=0.750 gap=0.570
