[2026-05-11 23:15:03] MotionSense class 5 (walking) T=0.8
[2026-05-11 23:15:03]   3743 windows
[2026-05-11 23:15:14] #0001/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 02:42:55] #0679/03743 | true=walking | pred=walking | ✓ | ent=1.290 conf=0.450 gap=0.100
[2026-05-12 02:43:26] #0680/03743 | true=walking | pred=downstairs | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 02:43:26]   [680/3743] acc=73% filt=568
[2026-05-12 02:43:55] #0681/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 02:45:06] #0682/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:45:35] #0683/03743 | true=walking | pred=walking | ✓ | ent=1.049 conf=0.550 gap=0.200
[2026-05-12 02:45:41] #0684/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 02:45:49] #0685/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 02:45:56] #0686/03743 | true=walking | pred=walking | ✓ | ent=1.142 conf=0.490 gap=0.140
[2026-05-12 02:46:34] #0687/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 02:46:46] #0688/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 02:47:00] #0689/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 02:47:03] #0690/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 02:47:14] #0691/03743 | true=walking | pred=walking | ✓ | ent=1.017 conf=0.700 gap=0.550
[2026-05-12 02:47:26] #0692/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 02:47:35] #0693/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 02:48:09] #0694/03743 | true=walking | pred=upstairs | ✗ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 02:48:40] #0695/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 02:49:08] #0696/03743 | true=walking | pred=walking | ✓ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 02:49:38] #0697/03743 | true=walking | pred=walking | ✓ | ent=1.028 conf=0.650 gap=0.490
[2026-05-12 02:49:48] #0698/03743 | true=walking | pred=walking | ✓ | ent=0.977 conf=0.550 gap=0.200
[2026-05-12 02:50:08] #0699/03743 | true=walking | pred=walking | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 02:50:11] #0700/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:50:11]   [700/3743] acc=73% filt=585
[2026-05-12 02:50:20] #0701/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 02:50:43] #0702/03743 | true=walking | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 02:50:51] #0703/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 02:51:17] #0704/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 02:51:23] #0705/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 02:52:05] #0706/03743 | true=walking | pred=downstairs | ✗ | ent=1.081 conf=0.400 gap=0.050
[2026-05-12 02:52:16] #0707/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:52:19] #0708/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 02:52:39] #0709/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 02:52:44] #0710/03743 | true=walking | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 02:52:47] #0711/03743 | true=walking | pred=walking | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 02:52:59] #0712/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 02:53:22] #0713/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 02:53:52] #0714/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 02:54:04] #0715/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 02:54:20] #0716/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 02:54:32] #0717/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 02:54:52] #0718/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 02:54:58] #0719/03743 | true=walking | pred=upstairs | ✗ | ent=1.271 conf=0.500 gap=0.200
[2026-05-12 02:55:10] #0720/03743 | true=walking | pred=walking | ✓ | ent=0.978 conf=0.700 gap=0.550
[2026-05-12 02:55:10]   [720/3743] acc=73% filt=600
[2026-05-12 02:55:25] #0721/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 02:56:20] #0722/03743 | true=walking | pred=walking | ✓ | ent=1.177 conf=0.610 gap=0.460
[2026-05-12 02:56:49] #0723/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 02:57:18] #0724/03743 | true=walking | pred=walking | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 02:57:28] #0725/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 02:57:43] #0726/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 02:57:52] #0727/03743 | true=walking | pred=walking | ✓ | ent=1.017 conf=0.700 gap=0.550
[2026-05-12 02:58:25] #0728/03743 | true=walking | pred=walking | ✓ | ent=0.995 conf=0.620 gap=0.370
[2026-05-12 02:58:28] #0729/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:58:32] #0730/03743 | true=walking | pred=walking | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 02:58:43] #0731/03743 | true=walking | pred=walking | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 02:58:46] #0732/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 02:59:15] #0733/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 02:59:26] #0734/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 02:59:29] #0735/03743 | true=walking | pred=walking | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 03:00:42] #0736/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:01:11] #0737/03743 | true=walking | pred=upstairs | ✗ | ent=0.620 conf=0.840 gap=0.740
[2026-05-12 03:01:58] #0738/03743 | true=walking | pred=downstairs | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 03:02:21] #0739/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:02:32] #0740/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:02:32]   [740/3743] acc=73% filt=618
[2026-05-12 03:02:36] #0741/03743 | true=walking | pred=walking | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 03:02:39] #0742/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 03:02:51] #0743/03743 | true=walking | pred=walking | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 03:03:05] #0744/03743 | true=walking | pred=upstairs | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 03:03:19] #0745/03743 | true=walking | pred=upstairs | ✗ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 03:03:44] #0746/03743 | true=walking | pred=downstairs | ✗ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 03:03:51] #0747/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:04:05] #0748/03743 | true=walking | pred=upstairs | ✗ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 03:04:08] #0749/03743 | true=walking | pred=walking | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 03:04:21] #0750/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 03:04:29] #0751/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:04:42] #0752/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:05:09] #0753/03743 | true=walking | pred=walking | ✓ | ent=0.688 conf=0.800 gap=0.680
[2026-05-12 03:05:13] #0754/03743 | true=walking | pred=walking | ✓ | ent=0.367 conf=0.880 gap=0.760
[2026-05-12 03:05:15] #0755/03743 | true=walking | pred=walking | ✓ | ent=1.097 conf=0.600 gap=0.350
[2026-05-12 03:05:52] #0756/03743 | true=walking | pred=upstairs | ✗ | ent=1.496 conf=0.450 gap=0.250
[2026-05-12 03:06:03] #0757/03743 | true=walking | pred=walking | ✓ | ent=0.724 conf=0.760 gap=0.580
[2026-05-12 03:06:17] #0758/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:06:29] #0759/03743 | true=walking | pred=walking | ✓ | ent=0.732 conf=0.800 gap=0.680
[2026-05-12 03:06:48] #0760/03743 | true=walking | pred=walking | ✓ | ent=0.688 conf=0.800 gap=0.680
[2026-05-12 03:06:48]   [760/3743] acc=73% filt=637
[2026-05-12 03:07:14] #0761/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:07:30] #0762/03743 | true=walking | pred=walking | ✓ | ent=1.134 conf=0.550 gap=0.250
[2026-05-12 03:07:45] #0763/03743 | true=walking | pred=jogging | ✗ | ent=1.013 conf=0.500 gap=0.100
[2026-05-12 03:07:54] #0764/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:08:27] #0765/03743 | true=walking | pred=upstairs | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 03:08:51] #0766/03743 | true=walking | pred=jogging | ✗ | ent=1.142 conf=0.500 gap=0.200
[2026-05-12 03:09:33] #0767/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:10:13] #0768/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:10:16] #0769/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:10:35] #0770/03743 | true=walking | pred=upstairs | ✗ | ent=1.049 conf=0.450 gap=0.100
[2026-05-12 03:11:29] #0771/03743 | true=walking | pred=upstairs | ✗ | ent=1.049 conf=0.450 gap=0.100
[2026-05-12 03:11:41] #0772/03743 | true=walking | pred=walking | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 03:12:12] #0773/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:12:18] #0774/03743 | true=walking | pred=walking | ✓ | ent=1.165 conf=0.500 gap=0.250
[2026-05-12 03:12:33] #0775/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:12:37] #0776/03743 | true=walking | pred=walking | ✓ | ent=1.206 conf=0.530 gap=0.230
[2026-05-12 03:13:39] #0777/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:14:05] #0778/03743 | true=walking | pred=upstairs | ✗ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 03:14:08] #0779/03743 | true=walking | pred=walking | ✓ | ent=1.268 conf=0.550 gap=0.350
[2026-05-12 03:14:11] #0780/03743 | true=walking | pred=walking | ✓ | ent=1.168 conf=0.500 gap=0.200
[2026-05-12 03:14:11]   [780/3743] acc=73% filt=650
[2026-05-12 03:14:49] #0781/03743 | true=walking | pred=downstairs | ✗ | ent=1.240 conf=0.500 gap=0.240
[2026-05-12 03:15:17] #0782/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 03:15:50] #0783/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 03:16:06] #0784/03743 | true=walking | pred=walking | ✓ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 03:16:49] #0785/03743 | true=walking | pred=downstairs | ✗ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 03:17:00] #0786/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:17:04] #0787/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:17:22] #0788/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 03:18:01] #0789/03743 | true=walking | pred=upstairs | ✗ | ent=0.525 conf=0.880 gap=0.820
[2026-05-12 03:18:22] #0790/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 03:18:42] #0791/03743 | true=walking | pred=walking | ✓ | ent=1.067 conf=0.450 gap=0.150
[2026-05-12 03:18:55] #0792/03743 | true=walking | pred=walking | ✓ | ent=0.918 conf=0.740 gap=0.640
[2026-05-12 03:19:15] #0793/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 03:19:22] #0794/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:19:35] #0795/03743 | true=walking | pred=walking | ✓ | ent=0.851 conf=0.690 gap=0.440
[2026-05-12 03:19:48] #0796/03743 | true=walking | pred=upstairs | ✗ | ent=1.330 conf=0.550 gap=0.350
[2026-05-12 03:19:59] #0797/03743 | true=walking | pred=walking | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 03:20:17] #0798/03743 | true=walking | pred=walking | ✓ | ent=1.013 conf=0.500 gap=0.100
[2026-05-12 03:20:28] #0799/03743 | true=walking | pred=walking | ✓ | ent=0.661 conf=0.840 gap=0.760
[2026-05-12 03:20:31] #0800/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 03:20:31]   [800/3743] acc=73% filt=665
[2026-05-12 03:20:42] #0801/03743 | true=walking | pred=walking | ✓ | ent=1.031 conf=0.600 gap=0.300
[2026-05-12 03:20:45] #0802/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 03:21:02] #0803/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 03:21:33] #0804/03743 | true=walking | pred=upstairs | ✗ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 03:21:50] #0805/03743 | true=walking | pred=walking | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 03:21:53] #0806/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:22:39] #0807/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:23:09] #0808/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 03:23:12] #0809/03743 | true=walking | pred=walking | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 03:23:45] #0810/03743 | true=walking | pred=jogging | ✗ | ent=1.305 conf=0.350 gap=0.050
[2026-05-12 03:24:12] #0811/03743 | true=walking | pred=walking | ✓ | ent=1.373 conf=0.500 gap=0.250
[2026-05-12 03:24:15] #0812/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 03:24:32] #0813/03743 | true=walking | pred=walking | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 03:24:36] #0814/03743 | true=walking | pred=walking | ✓ | ent=0.943 conf=0.500 gap=0.100
[2026-05-12 03:24:40] #0815/03743 | true=walking | pred=walking | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:24:53] #0816/03743 | true=walking | pred=walking | ✓ | ent=0.911 conf=0.700 gap=0.500
[2026-05-12 03:25:30] #0817/03743 | true=walking | pred=upstairs | ✗ | ent=1.086 conf=0.600 gap=0.350
[2026-05-12 03:25:40] #0818/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 03:25:53] #0819/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 03:26:05] #0820/03743 | true=walking | pred=walking | ✓ | ent=1.197 conf=0.620 gap=0.470
[2026-05-12 03:26:05]   [820/3743] acc=73% filt=680
[2026-05-12 03:26:11] #0821/03743 | true=walking | pred=upstairs | ✗ | ent=1.440 conf=0.450 gap=0.200
[2026-05-12 03:26:13] #0822/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 03:26:44] #0823/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:27:10] #0824/03743 | true=walking | pred=upstairs | ✗ | ent=1.175 conf=0.550 gap=0.350
[2026-05-12 03:27:26] #0825/03743 | true=walking | pred=upstairs | ✗ | ent=1.089 conf=0.400 gap=0.100
[2026-05-12 03:27:58] #0826/03743 | true=walking | pred=walking | ✓ | ent=1.009 conf=0.700 gap=0.550
[2026-05-12 03:28:05] #0827/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 03:28:22] #0828/03743 | true=walking | pred=upstairs | ✗ | ent=0.984 conf=0.710 gap=0.560
[2026-05-12 03:28:35] #0829/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:28:55] #0830/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:29:16] #0831/03743 | true=walking | pred=upstairs | ✗ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 03:29:28] #0832/03743 | true=walking | pred=walking | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 03:29:44] #0833/03743 | true=walking | pred=upstairs | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:29:48] #0834/03743 | true=walking | pred=walking | ✓ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 03:30:00] #0835/03743 | true=walking | pred=walking | ✓ | ent=1.142 conf=0.500 gap=0.200
[2026-05-12 03:30:29] #0836/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:30:36] #0837/03743 | true=walking | pred=downstairs | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 03:30:56] #0838/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 03:30:59] #0839/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 03:31:24] #0840/03743 | true=walking | pred=walking | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 03:31:24]   [840/3743] acc=73% filt=696
[2026-05-12 03:31:27] #0841/03743 | true=walking | pred=walking | ✓ | ent=0.773 conf=0.790 gap=0.690
[2026-05-12 03:31:31] #0842/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 03:31:46] #0843/03743 | true=walking | pred=walking | ✓ | ent=0.796 conf=0.780 gap=0.680
[2026-05-12 03:31:50] #0844/03743 | true=walking | pred=walking | ✓ | ent=1.239 conf=0.550 gap=0.300
[2026-05-12 03:31:53] #0845/03743 | true=walking | pred=walking | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 03:31:56] #0846/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 03:32:06] #0847/03743 | true=walking | pred=walking | ✓ | ent=0.985 conf=0.650 gap=0.400
[2026-05-12 03:32:18] #0848/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:32:20] #0849/03743 | true=walking | pred=walking | ✓ | ent=0.502 conf=0.890 gap=0.840
[2026-05-12 03:32:34] #0850/03743 | true=walking | pred=walking | ✓ | ent=0.879 conf=0.550 gap=0.150
[2026-05-12 03:33:09] #0851/03743 | true=walking | pred=downstairs | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 03:33:22] #0852/03743 | true=walking | pred=walking | ✓ | ent=0.876 conf=0.680 gap=0.460
[2026-05-12 03:33:57] #0853/03743 | true=walking | pred=upstairs | ✗ | ent=0.332 conf=0.920 gap=0.870
[2026-05-12 03:34:20] #0854/03743 | true=walking | pred=upstairs | ✗ | ent=0.443 conf=0.880 gap=0.800
[2026-05-12 03:34:52] #0855/03743 | true=walking | pred=upstairs | ✗ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 03:35:00] #0856/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 03:35:12] #0857/03743 | true=walking | pred=walking | ✓ | ent=0.813 conf=0.760 gap=0.610
[2026-05-12 03:35:16] #0858/03743 | true=walking | pred=walking | ✓ | ent=0.983 conf=0.720 gap=0.600
[2026-05-12 03:35:19] #0859/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 03:35:40] #0860/03743 | true=walking | pred=upstairs | ✗ | ent=1.061 conf=0.650 gap=0.460
[2026-05-12 03:35:40]   [860/3743] acc=73% filt=714
[2026-05-12 03:35:56] #0861/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 03:36:00] #0862/03743 | true=walking | pred=walking | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 03:37:32] #0863/03743 | true=walking | pred=downstairs | ✗ | ent=1.159 conf=0.450 gap=0.050
[2026-05-12 03:37:45] #0864/03743 | true=walking | pred=walking | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 03:37:48] #0865/03743 | true=walking | pred=walking | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 03:38:00] #0866/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 03:38:14] #0867/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 03:38:30] #0868/03743 | true=walking | pred=downstairs | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 03:38:52] #0869/03743 | true=walking | pred=upstairs | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 03:39:05] #0870/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:39:33] #0871/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 03:39:37] #0872/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:40:06] #0873/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 03:40:09] #0874/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 03:40:25] #0875/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:41:06] #0876/03743 | true=walking | pred=downstairs | ✗ | ent=0.500 conf=0.800 gap=0.600
