[2026-05-11 23:15:14] #0001/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 04:49:52] #1091/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 04:50:23] #1092/03743 | true=walking | pred=walking | ✓ | ent=1.083 conf=0.590 gap=0.340
[2026-05-12 04:50:41] #1093/03743 | true=walking | pred=walking | ✓ | ent=0.847 conf=0.750 gap=0.600
[2026-05-12 04:50:45] #1094/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 04:52:05] #1097/03743 | true=walking | pred=walking | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 04:52:17] #1098/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:52:19] #1099/03743 | true=walking | pred=walking | ✓ | ent=1.142 conf=0.500 gap=0.200
[2026-05-12 04:52:40] #1100/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 04:53:07] #1101/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 04:53:16] #1102/03743 | true=walking | pred=walking | ✓ | ent=1.271 conf=0.500 gap=0.200
[2026-05-12 04:53:29] #1103/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.680 gap=0.530
[2026-05-12 04:53:32] #1104/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 04:53:36] #1105/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 04:55:09] #1107/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 04:55:19] #1108/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:55:38] #1109/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 04:55:57] #1110/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 04:56:13] #1111/03743 | true=walking | pred=walking | ✓ | ent=0.978 conf=0.700 gap=0.550
[2026-05-12 04:56:17] #1112/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 04:56:46] #1113/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 04:57:09] #1114/03743 | true=walking | pred=walking | ✓ | ent=0.890 conf=0.750 gap=0.650
[2026-05-12 04:57:14] #1115/03743 | true=walking | pred=walking | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 04:57:34] #1116/03743 | true=walking | pred=walking | ✓ | ent=1.162 conf=0.450 gap=0.030
[2026-05-12 04:57:36] #1117/03743 | true=walking | pred=walking | ✓ | ent=1.275 conf=0.450 gap=0.200
[2026-05-12 04:57:49] #1118/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 04:58:43] #1120/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 04:59:01] #1122/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 04:59:06] #1123/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 04:59:17] #1124/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 04:59:28] #1125/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 04:59:32] #1126/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:00:42] #1130/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 05:00:50] #1131/03743 | true=walking | pred=walking | ✓ | ent=1.125 conf=0.650 gap=0.500
[2026-05-12 05:01:03] #1132/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 05:01:17] #1133/03743 | true=walking | pred=walking | ✓ | ent=0.978 conf=0.700 gap=0.550
[2026-05-12 05:01:49] #1134/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 05:01:52] #1135/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:02:02] #1137/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 05:02:53] #1139/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 05:02:55] #1140/03743 | true=walking | pred=walking | ✓ | ent=0.835 conf=0.760 gap=0.640
[2026-05-12 05:02:59] #1141/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:03:58] #1143/03743 | true=walking | pred=walking | ✓ | ent=1.280 conf=0.400 gap=0.100
[2026-05-12 05:04:38] #1144/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:04:58] #1145/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:05:38] #1146/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 05:05:42] #1147/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 05:05:53] #1148/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 05:06:04] #1149/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 05:06:15] #1150/03743 | true=walking | pred=walking | ✓ | ent=0.839 conf=0.750 gap=0.600
[2026-05-12 05:06:20] #1151/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 05:06:24] #1152/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 05:06:27] #1153/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 05:06:38] #1154/03743 | true=walking | pred=walking | ✓ | ent=0.913 conf=0.500 gap=0.080
[2026-05-12 05:06:52] #1155/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 05:07:05] #1156/03743 | true=walking | pred=walking | ✓ | ent=1.067 conf=0.450 gap=0.150
[2026-05-12 05:07:19] #1157/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:07:39] #1159/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 05:07:43] #1160/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 05:08:13] #1162/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 05:08:17] #1163/03743 | true=walking | pred=walking | ✓ | ent=1.187 conf=0.450 gap=0.100
[2026-05-12 05:08:36] #1165/03743 | true=walking | pred=walking | ✓ | ent=1.235 conf=0.600 gap=0.450
[2026-05-12 05:09:11] #1167/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 05:09:17] #1168/03743 | true=walking | pred=walking | ✓ | ent=1.224 conf=0.400 gap=0.100
[2026-05-12 05:09:20] #1169/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 05:09:23] #1170/03743 | true=walking | pred=walking | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 05:09:35] #1171/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 05:10:38] #1175/03743 | true=walking | pred=walking | ✓ | ent=1.290 conf=0.450 gap=0.100
[2026-05-12 05:11:01] #1176/03743 | true=walking | pred=walking | ✓ | ent=1.510 conf=0.350 gap=0.100
[2026-05-12 05:11:21] #1177/03743 | true=walking | pred=walking | ✓ | ent=1.327 conf=0.530 gap=0.330
[2026-05-12 05:11:33] #1178/03743 | true=walking | pred=walking | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 05:11:37] #1179/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 05:11:40] #1180/03743 | true=walking | pred=walking | ✓ | ent=1.142 conf=0.490 gap=0.140
[2026-05-12 05:11:43] #1181/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:12:44] #1184/03743 | true=walking | pred=walking | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 05:12:50] #1185/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:13:13] #1186/03743 | true=walking | pred=walking | ✓ | ent=1.046 conf=0.650 gap=0.470
[2026-05-12 05:13:41] #1187/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:13:57] #1188/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:14:18] #1190/03743 | true=walking | pred=walking | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 05:14:29] #1191/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 05:14:32] #1192/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 05:14:42] #1193/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:14:57] #1194/03743 | true=walking | pred=walking | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 05:15:23] #1195/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 05:15:36] #1196/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:16:16] #1198/03743 | true=walking | pred=walking | ✓ | ent=0.950 conf=0.600 gap=0.400
[2026-05-12 05:17:48] #1202/03743 | true=walking | pred=walking | ✓ | ent=1.142 conf=0.500 gap=0.200
[2026-05-12 05:17:59] #1203/03743 | true=walking | pred=walking | ✓ | ent=1.049 conf=0.550 gap=0.200
[2026-05-12 05:18:02] #1204/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 05:18:12] #1205/03743 | true=walking | pred=walking | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 05:18:17] #1206/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 05:18:22] #1207/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:18:57] #1210/03743 | true=walking | pred=walking | ✓ | ent=1.446 conf=0.500 gap=0.350
[2026-05-12 05:19:00] #1211/03743 | true=walking | pred=walking | ✓ | ent=1.052 conf=0.650 gap=0.500
[2026-05-12 05:19:39] #1213/03743 | true=walking | pred=walking | ✓ | ent=1.066 conf=0.600 gap=0.320
[2026-05-12 05:20:30] #1215/03743 | true=walking | pred=walking | ✓ | ent=0.507 conf=0.870 gap=0.790
[2026-05-12 05:20:33] #1216/03743 | true=walking | pred=walking | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 05:21:27] #1218/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 05:22:02] #1220/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:22:23] #1223/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 05:22:37] #1224/03743 | true=walking | pred=walking | ✓ | ent=0.948 conf=0.600 gap=0.300
[2026-05-12 05:22:50] #1225/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:23:04] #1226/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:23:32] #1227/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 05:23:47] #1228/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 05:24:09] #1229/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:24:24] #1230/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 05:24:35] #1231/03743 | true=walking | pred=walking | ✓ | ent=0.822 conf=0.750 gap=0.630
[2026-05-12 05:24:59] #1232/03743 | true=walking | pred=walking | ✓ | ent=0.795 conf=0.780 gap=0.660
[2026-05-12 05:25:10] #1233/03743 | true=walking | pred=walking | ✓ | ent=0.812 conf=0.770 gap=0.650
[2026-05-12 05:25:39] #1234/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.830 gap=0.730
[2026-05-12 05:26:40] #1237/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:26:51] #1238/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:26:54] #1239/03743 | true=walking | pred=walking | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 05:27:14] #1240/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:27:16] #1241/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 05:27:24] #1242/03743 | true=walking | pred=walking | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 05:27:38] #1243/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 05:27:50] #1244/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 05:28:28] #1246/03743 | true=walking | pred=walking | ✓ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 05:28:44] #1247/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 05:28:55] #1248/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 05:29:15] #1249/03743 | true=walking | pred=walking | ✓ | ent=1.500 conf=0.350 gap=0.050
[2026-05-12 05:29:27] #1250/03743 | true=walking | pred=walking | ✓ | ent=1.190 conf=0.450 gap=0.050
[2026-05-12 05:29:30] #1251/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 05:29:35] #1252/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 05:29:48] #1253/03743 | true=walking | pred=walking | ✓ | ent=1.017 conf=0.700 gap=0.550
[2026-05-12 05:29:51] #1254/03743 | true=walking | pred=walking | ✓ | ent=1.352 conf=0.400 gap=0.050
[2026-05-12 05:29:56] #1255/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:30:23] #1256/03743 | true=walking | pred=walking | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 05:30:48] #1258/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:30:52] #1259/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 05:31:15] #1261/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:32:01] #1264/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:32:29] #1266/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:32:53] #1268/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 05:32:57] #1269/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 05:33:29] #1270/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:33:48] #1272/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 05:33:58] #1273/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 05:34:02] #1274/03743 | true=walking | pred=walking | ✓ | ent=1.241 conf=0.510 gap=0.210
[2026-05-12 05:35:40] #1277/03743 | true=walking | pred=walking | ✓ | ent=0.993 conf=0.500 gap=0.100
[2026-05-12 05:35:44] #1278/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 05:35:48] #1279/03743 | true=walking | pred=walking | ✓ | ent=0.943 conf=0.500 gap=0.100
[2026-05-12 05:35:59] #1280/03743 | true=walking | pred=walking | ✓ | ent=1.171 conf=0.580 gap=0.330
[2026-05-12 05:36:26] #1282/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 05:36:53] #1284/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.600 gap=0.350
[2026-05-12 05:36:56] #1285/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:37:30] #1287/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 05:37:43] #1288/03743 | true=walking | pred=walking | ✓ | ent=0.761 conf=0.790 gap=0.670
[2026-05-12 05:37:51] #1289/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 05:38:17] #1291/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 05:38:50] #1292/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 05:39:40] #1295/03743 | true=walking | pred=walking | ✓ | ent=0.732 conf=0.800 gap=0.680
[2026-05-12 05:39:51] #1296/03743 | true=walking | pred=walking | ✓ | ent=0.421 conf=0.880 gap=0.780
[2026-05-12 05:40:11] #1298/03743 | true=walking | pred=walking | ✓ | ent=1.007 conf=0.600 gap=0.300
[2026-05-12 05:40:35] #1299/03743 | true=walking | pred=walking | ✓ | ent=1.378 conf=0.400 gap=0.050
[2026-05-12 05:41:17] #1302/03743 | true=walking | pred=walking | ✓ | ent=0.977 conf=0.550 gap=0.200
[2026-05-12 05:41:20] #1303/03743 | true=walking | pred=walking | ✓ | ent=1.158 conf=0.500 gap=0.150
[2026-05-12 05:43:01] #1306/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 05:43:05] #1307/03743 | true=walking | pred=walking | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 05:43:32] #1308/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 05:43:42] #1309/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 05:44:55] #1311/03743 | true=walking | pred=walking | ✓ | ent=1.165 conf=0.500 gap=0.250
[2026-05-12 05:44:58] #1312/03743 | true=walking | pred=walking | ✓ | ent=1.291 conf=0.500 gap=0.220
[2026-05-12 05:45:08] #1313/03743 | true=walking | pred=walking | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 05:47:00] #1316/03743 | true=walking | pred=walking | ✓ | ent=0.732 conf=0.800 gap=0.680
[2026-05-12 05:47:13] #1317/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 05:47:24] #1318/03743 | true=walking | pred=walking | ✓ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 05:47:26] #1319/03743 | true=walking | pred=walking | ✓ | ent=1.228 conf=0.600 gap=0.400
[2026-05-12 05:47:43] #1320/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:48:32] #1322/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:48:34] #1323/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 05:48:37] #1324/03743 | true=walking | pred=walking | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 05:49:05] #1325/03743 | true=walking | pred=walking | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 05:50:00] #1327/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:50:09] #1328/03743 | true=walking | pred=walking | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 05:50:40] #1330/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 05:50:44] #1331/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 05:51:43] #1332/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:51:47] #1333/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 05:54:06] #1335/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:54:16] #1336/03743 | true=walking | pred=walking | ✓ | ent=1.192 conf=0.600 gap=0.400
[2026-05-12 05:56:11] #1337/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 05:56:23] #1338/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:56:34] #1339/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 05:56:46] #1340/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 05:57:28] #1341/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:57:48] #1342/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 05:58:01] #1343/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 05:58:28] #1344/03743 | true=walking | pred=walking | ✓ | ent=0.573 conf=0.850 gap=0.750
[2026-05-12 05:58:58] #1345/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:59:21] #1346/03743 | true=walking | pred=walking | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 05:59:24] #1347/03743 | true=walking | pred=walking | ✓ | ent=1.221 conf=0.500 gap=0.300
[2026-05-12 05:59:36] #1348/03743 | true=walking | pred=walking | ✓ | ent=1.032 conf=0.640 gap=0.440
[2026-05-12 05:59:56] #1349/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 06:00:23] #1350/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 06:01:43] #1353/03743 | true=walking | pred=walking | ✓ | ent=1.328 conf=0.420 gap=0.140
[2026-05-12 06:01:54] #1354/03743 | true=walking | pred=walking | ✓ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 06:02:04] #1355/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 06:02:32] #1356/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
