[2026-05-11 11:02:56] Class 4 (Stand-sit) 软标签生成开始
[2026-05-11 11:02:56]   QUICK=False LIMIT=50
[2026-05-11 11:02:56]   温度=0.8 (from api_config)
[2026-05-11 11:02:56]   本类: 6862窗口 (仅加载本类, 内存友好)
[2026-05-11 11:02:56]   实际生成: 6862 窗口
[2026-05-11 11:03:27] #0001/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-12 01:29:01] #1639/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 01:29:50] #1640/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-12 01:29:50]   [1640/6862] acc=812/1640=49.5% filtered=726/1640
[2026-05-12 01:30:36] #1641/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:30:48] #1642/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 01:32:25] #1643/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.850 | gap=0.820
[2026-05-12 01:33:12] #1644/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-12 01:33:26] #1645/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 01:33:55] #1646/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 01:34:33] #1647/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 01:34:47] #1648/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 01:35:38] #1649/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:36:10] #1650/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 01:36:50] #1651/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=1.556 | conf=0.579 | gap=0.526
[2026-05-12 01:37:42] #1652/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.060 | conf=0.700 | gap=0.600
[2026-05-12 01:38:07] #1653/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.102 | conf=0.600 | gap=0.350
[2026-05-12 01:39:11] #1654/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 01:39:30] #1655/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.523 | conf=0.521 | gap=0.333
[2026-05-12 01:40:17] #1656/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 01:41:02] #1657/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 01:41:21] #1658/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 01:42:01] #1659/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 01:42:54] #1660/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-12 01:42:54]   [1660/6862] acc=825/1660=49.7% filtered=744/1660
[2026-05-12 01:43:28] #1661/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.405 | conf=0.900 | gap=0.830
[2026-05-12 01:44:32] #1662/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 01:46:26] #1663/06862 | true=Stand-sit(4) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 01:46:40] #1664/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.619 | conf=0.850 | gap=0.790
[2026-05-12 01:46:55] #1665/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 01:47:28] #1666/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 01:47:57] #1667/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.943 | conf=0.684 | gap=0.526
[2026-05-12 01:48:32] #1668/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-12 01:49:10] #1669/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 01:49:51] #1670/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 01:50:58] #1671/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 01:51:30] #1672/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 01:51:59] #1673/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.538 | conf=0.600 | gap=0.550
[2026-05-12 01:52:33] #1674/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.051 | conf=0.750 | gap=0.670
[2026-05-12 01:53:05] #1675/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-12 01:53:37] #1676/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.726 | conf=0.550 | gap=0.430
[2026-05-12 01:54:41] #1677/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 01:55:32] #1678/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.435 | conf=0.600 | gap=0.500
[2026-05-12 01:56:25] #1679/06862 | true=Stand-sit(4) | pred=Stair-up(15) | ✗ | ent=1.541 | conf=0.500 | gap=0.350
[2026-05-12 01:57:11] #1680/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.608 | conf=0.550 | gap=0.450
[2026-05-12 01:57:11]   [1680/6862] acc=834/1680=49.6% filtered=760/1680
[2026-05-12 01:57:44] #1681/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 01:58:24] #1682/06862 | true=Stand-sit(4) | pred=Stair-up(15) | ✗ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-12 01:59:29] #1683/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 02:00:02] #1684/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 02:00:48] #1685/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.854 | conf=0.737 | gap=0.632
[2026-05-12 02:01:21] #1686/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:01:37] #1687/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 02:02:48] #1688/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 02:03:49] #1689/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.655 | conf=0.778 | gap=0.611
[2026-05-12 02:04:45] #1690/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:05:08] #1691/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-12 02:06:07] #1692/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 02:07:17] #1693/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 02:07:34] #1694/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 02:08:20] #1695/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.683 | conf=0.850 | gap=0.820
[2026-05-12 02:09:29] #1696/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-12 02:10:00] #1697/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 02:11:05] #1698/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 02:11:52] #1699/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.634 | conf=0.450 | gap=0.300
[2026-05-12 02:12:58] #1700/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 02:12:58]   [1700/6862] acc=840/1700=49.4% filtered=779/1700
[2026-05-12 02:13:25] #1701/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 02:14:01] #1702/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.798 | conf=0.778 | gap=0.667
[2026-05-12 02:14:45] #1703/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 02:15:16] #1704/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.834 | conf=0.750 | gap=0.600
[2026-05-12 02:15:59] #1705/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=2.196 | conf=0.368 | gap=0.211
[2026-05-12 02:17:18] #1706/06862 | true=Stand-sit(4) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:17:56] #1707/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 02:18:29] #1708/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.234 | conf=0.938 | gap=0.875
[2026-05-12 02:19:32] #1709/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.696 | conf=0.400 | gap=0.250
[2026-05-12 02:20:09] #1710/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-12 02:20:25] #1711/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-12 02:20:42] #1712/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-12 02:20:58] #1713/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 02:21:13] #1714/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-12 02:21:36] #1715/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 02:22:28] #1716/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.867 | conf=0.700 | gap=0.520
[2026-05-12 02:23:22] #1717/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:24:43] #1718/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.571 | conf=0.850 | gap=0.750
[2026-05-12 02:25:34] #1719/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 02:26:20] #1720/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:26:20]   [1720/6862] acc=850/1720=49.4% filtered=797/1720
[2026-05-12 02:27:26] #1721/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.651 | conf=0.850 | gap=0.800
[2026-05-12 02:28:00] #1722/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-12 02:28:35] #1723/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.453 | conf=0.900 | gap=0.860
[2026-05-12 02:28:49] #1724/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 02:28:58] #1725/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 02:29:28] #1726/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 02:30:27] #1727/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.581 | conf=0.444 | gap=0.222
[2026-05-12 02:31:14] #1728/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:31:35] #1729/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.571 | conf=0.850 | gap=0.750
[2026-05-12 02:32:04] #1730/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 02:32:35] #1731/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 02:33:30] #1732/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 02:34:21] #1733/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.969 | conf=0.700 | gap=0.580
[2026-05-12 02:34:35] #1734/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 02:35:07] #1735/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.951 | conf=0.598 | gap=0.272
[2026-05-12 02:35:38] #1736/06862 | true=Stand-sit(4) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 02:36:11] #1737/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-12 02:36:42] #1738/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.002 | conf=0.720 | gap=0.620
[2026-05-12 02:37:22] #1739/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 02:37:59] #1740/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.611 | conf=0.556 | gap=0.500
[2026-05-12 02:37:59]   [1740/6862] acc=861/1740=49.5% filtered=815/1740
[2026-05-12 02:38:41] #1741/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 02:39:27] #1742/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.812 | conf=0.444 | gap=0.333
[2026-05-12 02:39:38] #1743/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.307 | conf=0.940 | gap=0.920
[2026-05-12 02:40:08] #1744/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-12 02:40:59] #1745/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=1.523 | conf=0.500 | gap=0.250
[2026-05-12 02:41:51] #1746/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=1.373 | conf=0.500 | gap=0.250
[2026-05-12 02:42:02] #1747/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 02:42:17] #1748/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.296 | conf=0.930 | gap=0.880
[2026-05-12 02:42:47] #1749/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.622 | conf=0.850 | gap=0.800
[2026-05-12 02:43:36] #1750/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.558 | conf=0.870 | gap=0.815
[2026-05-12 02:43:53] #1751/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 02:44:03] #1752/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 02:44:30] #1753/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:45:02] #1754/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 02:46:21] #1755/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.613 | conf=0.644 | gap=0.594
[2026-05-12 02:46:46] #1756/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:47:16] #1757/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.501 | conf=0.889 | gap=0.856
[2026-05-12 02:47:30] #1758/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 02:48:04] #1759/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.199 | conf=0.684 | gap=0.579
[2026-05-12 02:48:18] #1760/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 02:48:18]   [1760/6862] acc=873/1760=49.6% filtered=831/1760
[2026-05-12 02:49:10] #1761/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 02:49:57] #1762/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-12 02:50:09] #1763/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 02:50:38] #1764/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 02:50:52] #1765/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-12 02:52:07] #1766/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:53:07] #1767/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.007 | conf=0.720 | gap=0.600
[2026-05-12 02:53:57] #1768/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.482 | conf=0.880 | gap=0.810
[2026-05-12 02:54:28] #1769/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.894 | conf=0.400 | gap=0.250
[2026-05-12 02:55:00] #1770/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-12 02:55:37] #1771/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.942 | conf=0.350 | gap=0.200
[2026-05-12 02:55:53] #1772/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 02:56:09] #1773/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.530 | conf=0.880 | gap=0.840
[2026-05-12 02:56:42] #1774/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:57:17] #1775/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-12 02:57:55] #1776/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.462 | conf=0.611 | gap=0.556
[2026-05-12 02:58:09] #1777/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-12 02:58:43] #1778/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 02:58:56] #1779/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 02:59:24] #1780/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 02:59:24]   [1780/6862] acc=885/1780=49.7% filtered=849/1780
[2026-05-12 02:59:56] #1781/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 03:01:16] #1782/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:02:09] #1783/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:02:55] #1784/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:03:30] #1785/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 03:04:27] #1786/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-12 03:05:45] #1787/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-12 03:05:57] #1788/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:06:17] #1789/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-12 03:06:48] #1790/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 03:07:22] #1791/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.977 | conf=0.720 | gap=0.640
[2026-05-12 03:08:10] #1792/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 03:08:53] #1793/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.586 | conf=0.538 | gap=0.430
[2026-05-12 03:09:29] #1794/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:09:44] #1795/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-12 03:09:56] #1796/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:10:27] #1797/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:11:13] #1798/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-12 03:11:51] #1799/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 03:12:07] #1800/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 03:12:07]   [1800/6862] acc=896/1800=49.8% filtered=868/1800
[2026-05-12 03:12:52] #1801/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.205 | conf=0.550 | gap=0.300
[2026-05-12 03:14:05] #1802/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.225 | conf=0.960 | gap=0.949
[2026-05-12 03:14:49] #1803/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.482 | conf=0.619 | gap=0.567
[2026-05-12 03:16:13] #1804/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.350
[2026-05-12 03:16:57] #1805/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-12 03:17:14] #1806/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.420 | conf=0.900 | gap=0.840
[2026-05-12 03:17:31] #1807/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 03:18:20] #1808/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-12 03:19:29] #1809/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 03:20:08] #1810/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 03:20:58] #1811/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.396 | conf=0.918 | gap=0.898
[2026-05-12 03:21:35] #1812/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 03:21:45] #1813/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:22:17] #1814/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 03:22:50] #1815/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 03:24:11] #1816/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-12 03:24:58] #1817/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
