[2026-05-11 11:03:46] Class 9 (Push-up) 软标签生成开始
[2026-05-11 11:03:46]   QUICK=False LIMIT=50
[2026-05-11 11:03:46]   温度=0.8 (from api_config)
[2026-05-11 11:03:46]   本类: 1621窗口 (仅加载本类, 内存友好)
[2026-05-11 11:03:46]   实际生成: 1621 窗口
[2026-05-11 11:03:59] #0001/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:21:42] #0933/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 17:22:26] #0934/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:22:56] #0935/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:23:08] #0936/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.286 | conf=0.950 | gap=0.940
[2026-05-11 17:23:41] #0937/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 17:23:53] #0938/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 17:24:21] #0939/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 17:24:55] #0940/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.362 | conf=0.882 | gap=0.765
[2026-05-11 17:24:55]   [940/1621] acc=682/940=72.6% filtered=14/940
[2026-05-11 17:25:24] #0941/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-11 17:25:56] #0942/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:26:31] #0943/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.609 | conf=0.400 | gap=0.200
[2026-05-11 17:27:09] #0944/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 17:27:40] #0945/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 17:28:11] #0946/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.381 | conf=0.550 | gap=0.400
[2026-05-11 17:28:26] #0947/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 17:29:02] #0948/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.679 | conf=0.850 | gap=0.800
[2026-05-11 17:29:20] #0949/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:29:31] #0950/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 17:30:15] #0951/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 17:30:41] #0952/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:30:59] #0953/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.407 | conf=0.550 | gap=0.400
[2026-05-11 17:31:32] #0954/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:32:11] #0955/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=1.722 | conf=0.400 | gap=0.250
[2026-05-11 17:32:27] #0956/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.734 | conf=0.350 | gap=0.150
[2026-05-11 17:32:48] #0957/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.192 | conf=0.450 | gap=0.150
[2026-05-11 17:33:06] #0958/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 17:33:58] #0959/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:34:22] #0960/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 17:34:22]   [960/1621] acc=699/960=72.8% filtered=30/960
[2026-05-11 17:35:02] #0961/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.137 | conf=0.969 | gap=0.939
[2026-05-11 17:35:14] #0962/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 17:35:29] #0963/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 17:35:40] #0964/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:35:57] #0965/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:36:34] #0966/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:37:13] #0967/01621 | true=Push-up(9) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:37:27] #0968/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 17:37:45] #0969/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.661 | conf=0.850 | gap=0.810
[2026-05-11 17:38:25] #0970/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=1.060 | conf=0.579 | gap=0.316
[2026-05-11 17:38:39] #0971/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.675 | conf=0.850 | gap=0.810
[2026-05-11 17:39:12] #0972/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 17:39:59] #0973/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.500 | conf=0.900 | gap=0.880
[2026-05-11 17:40:34] #0974/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 17:41:09] #0975/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-11 17:41:45] #0976/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-11 17:42:20] #0977/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 17:42:56] #0978/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=1.636 | conf=0.600 | gap=0.500
[2026-05-11 17:43:13] #0979/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 17:43:29] #0980/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 17:43:29]   [980/1621] acc=712/980=72.7% filtered=49/980
[2026-05-11 17:44:29] #0981/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.040 | conf=0.611 | gap=0.389
[2026-05-11 17:44:43] #0982/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:44:59] #0983/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.759 | conf=0.820 | gap=0.780
[2026-05-11 17:45:43] #0984/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 17:46:17] #0985/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 17:46:34] #0986/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.235 | conf=0.550 | gap=0.350
[2026-05-11 17:46:50] #0987/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 17:47:33] #0988/01621 | true=Push-up(9) | pred=Walk-backwards(12) | ✗ | ent=1.333 | conf=0.500 | gap=0.300
[2026-05-11 17:48:06] #0989/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:48:52] #0990/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 17:49:07] #0991/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.858 | conf=0.550 | gap=0.500
[2026-05-11 17:49:38] #0992/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:49:55] #0993/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 17:50:06] #0994/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.233 | conf=0.950 | gap=0.925
[2026-05-11 17:50:37] #0995/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:50:55] #0996/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 17:51:24] #0997/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:52:12] #0998/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:52:33] #0999/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 17:52:46] #1000/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:52:46]   [1000/1621] acc=725/1000=72.5% filtered=67/1000
[2026-05-11 17:53:15] #1001/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:53:32] #1002/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 17:53:49] #1003/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-11 17:54:14] #1004/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 17:54:43] #1005/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.537 | conf=0.842 | gap=0.737
[2026-05-11 17:54:53] #1006/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 17:55:49] #1007/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
