[2026-05-11 23:14:23] MotionSense class 1 (jogging) T=0.8
[2026-05-11 23:14:23]   1443 windows
[2026-05-11 23:14:26] #0001/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:19:15] #1109/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 03:19:18] #1110/01443 | true=jogging | pred=jogging | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:19:52] #1111/01443 | true=jogging | pred=jogging | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:19:55] #1112/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:19:59] #1113/01443 | true=jogging | pred=jogging | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 03:20:02] #1114/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:20:05] #1115/01443 | true=jogging | pred=jogging | ✓ | ent=0.873 conf=0.720 gap=0.570
[2026-05-12 03:20:14] #1116/01443 | true=jogging | pred=jogging | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-12 03:20:33] #1117/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:20:40] #1118/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:20:52] #1119/01443 | true=jogging | pred=jogging | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-12 03:21:00] #1120/01443 | true=jogging | pred=jogging | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:21:00]   [1120/1443] acc=98% filt=1101
[2026-05-12 03:21:18] #1121/01443 | true=jogging | pred=jogging | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 03:21:37] #1122/01443 | true=jogging | pred=jogging | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 03:21:52] #1123/01443 | true=jogging | pred=jogging | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 03:21:56] #1124/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:21:58] #1125/01443 | true=jogging | pred=jogging | ✓ | ent=0.507 conf=0.870 gap=0.790
[2026-05-12 03:22:08] #1126/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:22:28] #1127/01443 | true=jogging | pred=jogging | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 03:22:33] #1128/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:22:44] #1129/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 03:22:59] #1130/01443 | true=jogging | pred=jogging | ✓ | ent=0.900 conf=0.600 gap=0.270
[2026-05-12 03:23:14] #1131/01443 | true=jogging | pred=jogging | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-12 03:23:28] #1132/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 03:23:41] #1133/01443 | true=jogging | pred=jogging | ✓ | ent=0.472 conf=0.900 gap=0.860
[2026-05-12 03:23:52] #1134/01443 | true=jogging | pred=jogging | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 03:24:05] #1135/01443 | true=jogging | pred=jogging | ✓ | ent=0.600 conf=0.850 gap=0.770
[2026-05-12 03:24:17] #1136/01443 | true=jogging | pred=jogging | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 03:24:31] #1137/01443 | true=jogging | pred=jogging | ✓ | ent=0.272 conf=0.950 gap=0.930
[2026-05-12 03:24:46] #1138/01443 | true=jogging | pred=jogging | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 03:25:15] #1139/01443 | true=jogging | pred=jogging | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 03:25:18] #1140/01443 | true=jogging | pred=jogging | ✓ | ent=0.816 conf=0.700 gap=0.470
[2026-05-12 03:25:18]   [1140/1443] acc=98% filt=1121
[2026-05-12 03:25:31] #1141/01443 | true=jogging | pred=jogging | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:25:36] #1142/01443 | true=jogging | pred=jogging | ✓ | ent=0.878 conf=0.700 gap=0.550
[2026-05-12 03:25:47] #1143/01443 | true=jogging | pred=jogging | ✓ | ent=0.672 conf=0.800 gap=0.670
[2026-05-12 03:25:50] #1144/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:26:05] #1145/01443 | true=jogging | pred=jogging | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 03:26:08] #1146/01443 | true=jogging | pred=jogging | ✓ | ent=0.672 conf=0.800 gap=0.670
[2026-05-12 03:26:12] #1147/01443 | true=jogging | pred=jogging | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 03:26:23] #1148/01443 | true=jogging | pred=jogging | ✓ | ent=0.672 conf=0.800 gap=0.670
[2026-05-12 03:26:33] #1149/01443 | true=jogging | pred=jogging | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 03:26:44] #1150/01443 | true=jogging | pred=jogging | ✓ | ent=0.329 conf=0.930 gap=0.900
[2026-05-12 03:26:47] #1151/01443 | true=jogging | pred=jogging | ✓ | ent=0.672 conf=0.800 gap=0.670
[2026-05-12 03:26:49] #1152/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:27:00] #1153/01443 | true=jogging | pred=jogging | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 03:27:04] #1154/01443 | true=jogging | pred=jogging | ✓ | ent=0.706 conf=0.820 gap=0.730
[2026-05-12 03:27:09] #1155/01443 | true=jogging | pred=jogging | ✓ | ent=0.507 conf=0.870 gap=0.790
[2026-05-12 03:27:23] #1156/01443 | true=jogging | pred=jogging | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 03:27:27] #1157/01443 | true=jogging | pred=jogging | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:27:47] #1158/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:27:59] #1159/01443 | true=jogging | pred=jogging | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 03:28:30] #1160/01443 | true=jogging | pred=jogging | ✓ | ent=0.672 conf=0.800 gap=0.670
[2026-05-12 03:28:30]   [1160/1443] acc=98% filt=1140
[2026-05-12 03:28:35] #1161/01443 | true=jogging | pred=jogging | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:28:45] #1162/01443 | true=jogging | pred=jogging | ✓ | ent=0.168 conf=0.960 gap=0.920
[2026-05-12 03:28:51] #1163/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 03:28:55] #1164/01443 | true=jogging | pred=jogging | ✓ | ent=0.405 conf=0.900 gap=0.830
[2026-05-12 03:29:03] #1165/01443 | true=jogging | pred=jogging | ✓ | ent=0.362 conf=0.920 gap=0.880
[2026-05-12 03:29:25] #1166/01443 | true=jogging | pred=jogging | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 03:29:29] #1167/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:29:32] #1168/01443 | true=jogging | pred=jogging | ✓ | ent=0.861 conf=0.720 gap=0.590
[2026-05-12 03:29:52] #1169/01443 | true=jogging | pred=jogging | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 03:30:08] #1170/01443 | true=jogging | pred=jogging | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-12 03:30:23] #1171/01443 | true=jogging | pred=jogging | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 03:30:33] #1172/01443 | true=jogging | pred=jogging | ✓ | ent=0.338 conf=0.920 gap=0.860
[2026-05-12 03:30:56] #1173/01443 | true=jogging | pred=jogging | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 03:30:59] #1174/01443 | true=jogging | pred=jogging | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 03:31:11] #1175/01443 | true=jogging | pred=jogging | ✓ | ent=0.405 conf=0.900 gap=0.830
[2026-05-12 03:31:23] #1176/01443 | true=jogging | pred=jogging | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:31:36] #1177/01443 | true=jogging | pred=jogging | ✓ | ent=0.362 conf=0.920 gap=0.880
[2026-05-12 03:31:39] #1178/01443 | true=jogging | pred=jogging | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-12 03:31:43] #1179/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:31:53] #1180/01443 | true=jogging | pred=jogging | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 03:31:53]   [1180/1443] acc=98% filt=1160
[2026-05-12 03:31:57] #1181/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:32:11] #1182/01443 | true=jogging | pred=jogging | ✓ | ent=0.678 conf=0.780 gap=0.660
[2026-05-12 03:32:21] #1183/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:32:34] #1184/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 03:32:54] #1185/01443 | true=jogging | pred=jogging | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:32:57] #1186/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:33:07] #1187/01443 | true=jogging | pred=jogging | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 03:33:11] #1188/01443 | true=jogging | pred=jogging | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 03:33:15] #1189/01443 | true=jogging | pred=jogging | ✓ | ent=0.616 conf=0.850 gap=0.770
[2026-05-12 03:33:18] #1190/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:33:22] #1191/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:33:55] #1192/01443 | true=jogging | pred=jogging | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 03:34:07] #1193/01443 | true=jogging | pred=jogging | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 03:34:22] #1194/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:34:31] #1195/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 03:34:44] #1196/01443 | true=jogging | pred=jogging | ✓ | ent=0.405 conf=0.900 gap=0.830
[2026-05-12 03:34:53] #1197/01443 | true=jogging | pred=jogging | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 03:34:57] #1198/01443 | true=jogging | pred=jogging | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 03:35:20] #1199/01443 | true=jogging | pred=jogging | ✓ | ent=0.472 conf=0.900 gap=0.860
[2026-05-12 03:35:41] #1200/01443 | true=jogging | pred=jogging | ✓ | ent=0.791 conf=0.750 gap=0.630
[2026-05-12 03:35:41]   [1200/1443] acc=98% filt=1180
[2026-05-12 03:35:55] #1201/01443 | true=jogging | pred=jogging | ✓ | ent=0.756 conf=0.800 gap=0.700
[2026-05-12 03:36:00] #1202/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:36:11] #1203/01443 | true=jogging | pred=jogging | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:36:21] #1204/01443 | true=jogging | pred=jogging | ✓ | ent=0.579 conf=0.850 gap=0.780
[2026-05-12 03:36:32] #1205/01443 | true=jogging | pred=jogging | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 03:37:24] #1206/01443 | true=jogging | pred=jogging | ✓ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 03:37:35] #1207/01443 | true=jogging | pred=jogging | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 03:37:43] #1208/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:37:46] #1209/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:37:54] #1210/01443 | true=jogging | pred=jogging | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 03:38:14] #1211/01443 | true=jogging | pred=jogging | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:38:34] #1212/01443 | true=jogging | pred=jogging | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:39:01] #1213/01443 | true=jogging | pred=jogging | ✓ | ent=0.538 conf=0.880 gap=0.830
[2026-05-12 03:39:10] #1214/01443 | true=jogging | pred=jogging | ✓ | ent=0.420 conf=0.900 gap=0.840
[2026-05-12 03:39:30] #1215/01443 | true=jogging | pred=jogging | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 03:39:41] #1216/01443 | true=jogging | pred=jogging | ✓ | ent=0.530 conf=0.880 gap=0.820
[2026-05-12 03:40:00] #1217/01443 | true=jogging | pred=jogging | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:40:05] #1218/01443 | true=jogging | pred=jogging | ✓ | ent=0.466 conf=0.880 gap=0.800
[2026-05-12 03:40:35] #1219/01443 | true=jogging | pred=jogging | ✓ | ent=0.624 conf=0.820 gap=0.700
[2026-05-12 03:40:48] #1220/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:40:48]   [1220/1443] acc=98% filt=1200
[2026-05-12 03:41:08] #1221/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:41:12] #1222/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:41:19] #1223/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:41:31] #1224/01443 | true=jogging | pred=jogging | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 03:41:40] #1225/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:42:02] #1226/01443 | true=jogging | pred=jogging | ✓ | ent=1.202 conf=0.450 gap=0.200
[2026-05-12 03:42:06] #1227/01443 | true=jogging | pred=jogging | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 03:42:19] #1228/01443 | true=jogging | pred=jogging | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 03:42:47] #1229/01443 | true=jogging | pred=jogging | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:43:07] #1230/01443 | true=jogging | pred=jogging | ✓ | ent=0.405 conf=0.900 gap=0.830
[2026-05-12 03:43:33] #1231/01443 | true=jogging | pred=jogging | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:43:43] #1232/01443 | true=jogging | pred=jogging | ✓ | ent=0.420 conf=0.900 gap=0.840
[2026-05-12 03:43:46] #1233/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:43:56] #1234/01443 | true=jogging | pred=jogging | ✓ | ent=0.530 conf=0.880 gap=0.820
[2026-05-12 03:43:59] #1235/01443 | true=jogging | pred=jogging | ✓ | ent=0.816 conf=0.700 gap=0.470
[2026-05-12 03:44:10] #1236/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:44:19] #1237/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:44:28] #1238/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:44:34] #1239/01443 | true=jogging | pred=jogging | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 03:44:37] #1240/01443 | true=jogging | pred=jogging | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 03:44:37]   [1240/1443] acc=98% filt=1219
[2026-05-12 03:44:49] #1241/01443 | true=jogging | pred=jogging | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 03:45:13] #1242/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:45:24] #1243/01443 | true=jogging | pred=jogging | ✓ | ent=0.756 conf=0.800 gap=0.700
[2026-05-12 03:45:28] #1244/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:45:31] #1245/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:45:36] #1246/01443 | true=jogging | pred=jogging | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 03:45:52] #1247/01443 | true=jogging | pred=jogging | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 03:46:20] #1248/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:46:32] #1249/01443 | true=jogging | pred=jogging | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 03:46:35] #1250/01443 | true=jogging | pred=jogging | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:46:38] #1251/01443 | true=jogging | pred=jogging | ✓ | ent=0.784 conf=0.720 gap=0.560
[2026-05-12 03:47:29] #1252/01443 | true=jogging | pred=jogging | ✓ | ent=0.647 conf=0.800 gap=0.650
[2026-05-12 03:47:32] #1253/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:47:45] #1254/01443 | true=jogging | pred=jogging | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 03:47:52] #1255/01443 | true=jogging | pred=jogging | ✓ | ent=0.357 conf=0.920 gap=0.880
[2026-05-12 03:48:04] #1256/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 03:48:16] #1257/01443 | true=jogging | pred=jogging | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 03:48:27] #1258/01443 | true=jogging | pred=jogging | ✓ | ent=1.287 conf=0.350 gap=0.000
[2026-05-12 03:48:30] #1259/01443 | true=jogging | pred=jogging | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 03:48:33] #1260/01443 | true=jogging | pred=jogging | ✓ | ent=0.752 conf=0.750 gap=0.570
[2026-05-12 03:48:33]   [1260/1443] acc=98% filt=1238
[2026-05-12 03:48:36] #1261/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:48:38] #1262/01443 | true=jogging | pred=jogging | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:48:41] #1263/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:48:49] #1264/01443 | true=jogging | pred=jogging | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 03:48:51] #1265/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:49:21] #1266/01443 | true=jogging | pred=jogging | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 03:49:47] #1267/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:49:52] #1268/01443 | true=jogging | pred=jogging | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:49:55] #1269/01443 | true=jogging | pred=jogging | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 03:50:25] #1270/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:50:52] #1271/01443 | true=jogging | pred=jogging | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-12 03:50:54] #1272/01443 | true=jogging | pred=jogging | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 03:50:56] #1273/01443 | true=jogging | pred=jogging | ✓ | ent=1.231 conf=0.350 gap=0.000
[2026-05-12 03:51:17] #1274/01443 | true=jogging | pred=walking | ✗ | ent=1.206 conf=0.400 gap=0.050
[2026-05-12 03:51:22] #1275/01443 | true=jogging | pred=jogging | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 03:51:55] #1276/01443 | true=jogging | pred=jogging | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:51:58] #1277/01443 | true=jogging | pred=jogging | ✓ | ent=0.324 conf=0.920 gap=0.860
[2026-05-12 03:52:01] #1278/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:52:21] #1279/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:52:25] #1280/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 03:52:25]   [1280/1443] acc=98% filt=1256
[2026-05-12 03:52:55] #1281/01443 | true=jogging | pred=jogging | ✓ | ent=0.288 conf=0.940 gap=0.910
[2026-05-12 03:53:02] #1282/01443 | true=jogging | pred=jogging | ✓ | ent=0.421 conf=0.880 gap=0.780
[2026-05-12 03:53:05] #1283/01443 | true=jogging | pred=jogging | ✓ | ent=0.324 conf=0.920 gap=0.860
[2026-05-12 03:53:17] #1284/01443 | true=jogging | pred=jogging | ✓ | ent=0.293 conf=0.940 gap=0.920
[2026-05-12 03:53:19] #1285/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:53:27] #1286/01443 | true=jogging | pred=jogging | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:53:30] #1287/01443 | true=jogging | pred=jogging | ✓ | ent=0.752 conf=0.750 gap=0.570
[2026-05-12 03:53:33] #1288/01443 | true=jogging | pred=jogging | ✓ | ent=0.190 conf=0.960 gap=0.930
[2026-05-12 03:53:46] #1289/01443 | true=jogging | pred=jogging | ✓ | ent=0.712 conf=0.820 gap=0.740
[2026-05-12 03:53:52] #1290/01443 | true=jogging | pred=jogging | ✓ | ent=0.288 conf=0.940 gap=0.910
[2026-05-12 03:53:55] #1291/01443 | true=jogging | pred=jogging | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 03:53:58] #1292/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:54:06] #1293/01443 | true=jogging | pred=jogging | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 03:54:17] #1294/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:54:26] #1295/01443 | true=jogging | pred=jogging | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-12 03:54:30] #1296/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:54:34] #1297/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:54:44] #1298/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:54:49] #1299/01443 | true=jogging | pred=jogging | ✓ | ent=0.288 conf=0.940 gap=0.910
[2026-05-12 03:54:56] #1300/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:54:56]   [1300/1443] acc=98% filt=1276
[2026-05-12 03:55:04] #1301/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:57:07] #1302/01443 | true=jogging | pred=jogging | ✓ | ent=0.678 conf=0.780 gap=0.610
[2026-05-12 03:57:15] #1303/01443 | true=jogging | pred=jogging | ✓ | ent=0.472 conf=0.900 gap=0.860
[2026-05-12 03:57:35] #1304/01443 | true=jogging | pred=jogging | ✓ | ent=0.816 conf=0.700 gap=0.470
[2026-05-12 03:57:46] #1305/01443 | true=jogging | pred=jogging | ✓ | ent=0.404 conf=0.920 gap=0.900
[2026-05-12 03:57:54] #1306/01443 | true=jogging | pred=jogging | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 03:57:56] #1307/01443 | true=jogging | pred=jogging | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 03:57:59] #1308/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:58:08] #1309/01443 | true=jogging | pred=jogging | ✓ | ent=0.404 conf=0.920 gap=0.900
[2026-05-12 03:58:13] #1310/01443 | true=jogging | pred=jogging | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 03:58:21] #1311/01443 | true=jogging | pred=jogging | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 03:58:41] #1312/01443 | true=jogging | pred=jogging | ✓ | ent=0.894 conf=0.700 gap=0.550
[2026-05-12 03:58:53] #1313/01443 | true=jogging | pred=jogging | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 03:58:56] #1314/01443 | true=jogging | pred=jogging | ✓ | ent=0.752 conf=0.750 gap=0.570
[2026-05-12 03:59:06] #1315/01443 | true=jogging | pred=jogging | ✓ | ent=0.357 conf=0.930 gap=0.900
[2026-05-12 03:59:09] #1316/01443 | true=jogging | pred=jogging | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 03:59:12] #1317/01443 | true=jogging | pred=jogging | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:59:32] #1318/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 03:59:42] #1319/01443 | true=jogging | pred=jogging | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 04:00:05] #1320/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:00:05]   [1320/1443] acc=98% filt=1296
[2026-05-12 04:00:11] #1321/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:00:24] #1322/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 04:00:53] #1323/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:00:57] #1324/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 04:00:59] #1325/01443 | true=jogging | pred=jogging | ✓ | ent=0.692 conf=0.820 gap=0.720
[2026-05-12 04:01:07] #1326/01443 | true=jogging | pred=jogging | ✓ | ent=0.530 conf=0.880 gap=0.820
[2026-05-12 04:01:58] #1327/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:02:12] #1328/01443 | true=jogging | pred=jogging | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 04:02:15] #1329/01443 | true=jogging | pred=jogging | ✓ | ent=1.110 conf=0.550 gap=0.300
