[2026-05-11 21:51:24] #0001/03185 | true=run | pred=run | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 01:30:41] #1038/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 01:30:47] #1039/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:30:57] #1040/03185 | true=run | pred=run | ✓ | ent=0.348 conf=0.930 gap=0.910
[2026-05-12 01:31:08] #1041/03185 | true=run | pred=run | ✓ | ent=0.635 conf=0.850 gap=0.770
[2026-05-12 01:31:24] #1042/03185 | true=run | pred=walk | ✗ | ent=0.713 conf=0.850 gap=0.820
[2026-05-12 01:31:56] #1043/03185 | true=run | pred=walk | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 01:32:06] #1044/03185 | true=run | pred=walk | ✗ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 01:32:16] #1045/03185 | true=run | pred=run | ✓ | ent=0.254 conf=0.940 gap=0.890
[2026-05-12 01:32:25] #1046/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 01:33:27] #1047/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:33:30] #1048/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 01:33:33] #1049/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 01:34:30] #1050/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:34:45] #1051/03185 | true=run | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 01:34:53] #1052/03185 | true=run | pred=run | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-12 01:35:23] #1053/03185 | true=run | pred=walk | ✗ | ent=0.718 conf=0.842 gap=0.792
[2026-05-12 01:35:31] #1054/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 01:35:34] #1055/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:35:49] #1056/03185 | true=run | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:36:10] #1057/03185 | true=run | pred=run | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 01:36:33] #1058/03185 | true=run | pred=run | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 01:36:41] #1059/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:36:46] #1060/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 01:36:52] #1061/03185 | true=run | pred=run | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-12 01:36:56] #1062/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 01:37:03] #1063/03185 | true=run | pred=run | ✓ | ent=0.499 conf=0.880 gap=0.800
[2026-05-12 01:37:30] #1064/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 01:37:34] #1065/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:37:50] #1066/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 01:38:02] #1067/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 01:39:00] #1068/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 01:39:12] #1069/03185 | true=run | pred=run | ✓ | ent=0.420 conf=0.900 gap=0.840
[2026-05-12 01:39:31] #1070/03185 | true=run | pred=run | ✓ | ent=0.830 conf=0.800 gap=0.750
[2026-05-12 01:40:39] #1071/03185 | true=run | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 01:41:08] #1072/03185 | true=run | pred=walk | ✗ | ent=0.410 conf=0.920 gap=0.900
[2026-05-12 01:41:17] #1073/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 01:41:30] #1074/03185 | true=run | pred=run | ✓ | ent=0.635 conf=0.850 gap=0.770
[2026-05-12 01:41:34] #1075/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 01:41:43] #1076/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:41:53] #1077/03185 | true=run | pred=run | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-12 01:41:59] #1078/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:42:20] #1079/03185 | true=run | pred=run | ✓ | ent=0.482 conf=0.900 gap=0.850
[2026-05-12 01:42:23] #1080/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:42:31] #1082/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 01:42:42] #1083/03185 | true=run | pred=walk | ✗ | ent=0.334 conf=0.940 gap=0.930
[2026-05-12 01:42:47] #1084/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:43:02] #1085/03185 | true=run | pred=run | ✓ | ent=0.239 conf=0.950 gap=0.910
[2026-05-12 01:43:08] #1086/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 01:44:01] #1087/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:44:11] #1088/03185 | true=run | pred=run | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 01:44:41] #1089/03185 | true=run | pred=walk | ✗ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 01:44:45] #1090/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 01:44:53] #1091/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:45:20] #1092/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:45:30] #1093/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:45:34] #1094/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:45:54] #1095/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:46:04] #1096/03185 | true=run | pred=run | ✓ | ent=1.052 conf=0.700 gap=0.550
[2026-05-12 01:46:08] #1097/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 01:46:17] #1098/03185 | true=run | pred=run | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 01:46:38] #1099/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:46:59] #1100/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:47:26] #1101/03185 | true=run | pred=run | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 01:47:31] #1102/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 01:47:55] #1103/03185 | true=run | pred=run | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 01:48:07] #1104/03185 | true=run | pred=run | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-12 01:49:01] #1105/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 01:49:10] #1106/03185 | true=run | pred=walk | ✗ | ent=0.289 conf=0.950 gap=0.940
[2026-05-12 01:49:31] #1107/03185 | true=run | pred=run | ✓ | ent=0.864 conf=0.750 gap=0.600
[2026-05-12 01:49:51] #1108/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:50:16] #1109/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:50:23] #1110/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 01:50:26] #1111/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:50:30] #1112/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:50:42] #1113/03185 | true=run | pred=run | ✓ | ent=0.234 conf=0.950 gap=0.910
[2026-05-12 01:51:41] #1114/03185 | true=run | pred=run | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 01:51:46] #1115/03185 | true=run | pred=run | ✓ | ent=0.445 conf=0.895 gap=0.842
[2026-05-12 01:51:58] #1116/03185 | true=run | pred=walk | ✗ | ent=0.599 conf=0.850 gap=0.750
[2026-05-12 01:52:19] #1117/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:52:22] #1118/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:52:27] #1119/03185 | true=run | pred=run | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 01:52:37] #1120/03185 | true=run | pred=run | ✓ | ent=0.412 conf=0.920 gap=0.890
[2026-05-12 01:52:44] #1121/03185 | true=run | pred=run | ✓ | ent=0.411 conf=0.904 gap=0.851
[2026-05-12 01:52:53] #1122/03185 | true=run | pred=run | ✓ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 01:53:10] #1123/03185 | true=run | pred=walk | ✗ | ent=1.433 conf=0.550 gap=0.350
[2026-05-12 01:53:29] #1124/03185 | true=run | pred=run | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-12 01:53:32] #1125/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:53:36] #1126/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 01:53:56] #1127/03185 | true=run | pred=run | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 01:54:26] #1128/03185 | true=run | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 01:54:33] #1129/03185 | true=run | pred=run | ✓ | ent=0.765 conf=0.820 gap=0.740
[2026-05-12 01:54:35] #1130/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 01:54:38] #1131/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:54:59] #1132/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 01:55:25] #1133/03185 | true=run | pred=walk | ✗ | ent=1.124 conf=0.700 gap=0.620
[2026-05-12 01:55:30] #1134/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 01:55:32] #1135/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:55:39] #1136/03185 | true=run | pred=run | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-12 01:55:50] #1137/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 01:56:42] #1138/03185 | true=run | pred=run | ✓ | ent=0.742 conf=0.792 gap=0.644
[2026-05-12 01:56:47] #1139/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:56:52] #1140/03185 | true=run | pred=run | ✓ | ent=0.814 conf=0.800 gap=0.700
[2026-05-12 01:56:56] #1141/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 01:57:18] #1142/03185 | true=run | pred=run | ✓ | ent=0.526 conf=0.891 gap=0.842
[2026-05-12 01:57:46] #1143/03185 | true=run | pred=run | ✓ | ent=0.393 conf=0.925 gap=0.896
[2026-05-12 01:57:54] #1144/03185 | true=run | pred=run | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 01:57:58] #1145/03185 | true=run | pred=run | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-12 01:58:02] #1146/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:58:10] #1147/03185 | true=run | pred=run | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-12 01:58:14] #1148/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 01:58:25] #1149/03185 | true=run | pred=run | ✓ | ent=0.384 conf=0.920 gap=0.890
[2026-05-12 01:58:33] #1150/03185 | true=run | pred=walk | ✗ | ent=0.599 conf=0.850 gap=0.750
[2026-05-12 01:58:37] #1151/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-12 01:58:45] #1152/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 01:58:49] #1153/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:58:56] #1154/03185 | true=run | pred=run | ✓ | ent=0.417 conf=0.920 gap=0.900
[2026-05-12 01:59:16] #1155/03185 | true=run | pred=run | ✓ | ent=1.231 conf=0.650 gap=0.500
[2026-05-12 01:59:44] #1156/03185 | true=run | pred=walk | ✗ | ent=0.234 conf=0.950 gap=0.910
[2026-05-12 01:59:46] #1157/03185 | true=run | pred=run | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 01:59:53] #1158/03185 | true=run | pred=run | ✓ | ent=0.057 conf=0.990 gap=0.980
[2026-05-12 02:00:20] #1159/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-12 02:00:23] #1160/03185 | true=run | pred=run | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 02:00:42] #1161/03185 | true=run | pred=run | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-12 02:00:57] #1162/03185 | true=run | pred=walk | ✗ | ent=0.672 conf=0.850 gap=0.800
[2026-05-12 02:01:07] #1163/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 02:01:31] #1164/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:01:44] #1165/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 02:01:49] #1166/03185 | true=run | pred=run | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 02:02:00] #1167/03185 | true=run | pred=walk | ✗ | ent=0.599 conf=0.850 gap=0.750
[2026-05-12 02:02:09] #1168/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 02:02:12] #1169/03185 | true=run | pred=run | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 02:02:16] #1170/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 02:02:46] #1171/03185 | true=run | pred=run | ✓ | ent=0.098 conf=0.985 gap=0.980
[2026-05-12 02:02:58] #1172/03185 | true=run | pred=run | ✓ | ent=0.429 conf=0.900 gap=0.850
[2026-05-12 02:03:15] #1173/03185 | true=run | pred=run | ✓ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 02:03:24] #1174/03185 | true=run | pred=run | ✓ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 02:03:48] #1175/03185 | true=run | pred=run | ✓ | ent=0.871 conf=0.650 gap=0.350
[2026-05-12 02:04:05] #1176/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 02:04:25] #1177/03185 | true=run | pred=walk | ✗ | ent=0.672 conf=0.850 gap=0.800
[2026-05-12 02:04:29] #1178/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:04:32] #1179/03185 | true=run | pred=run | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 02:04:48] #1180/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 02:05:13] #1181/03185 | true=run | pred=run | ✓ | ent=1.169 conf=0.600 gap=0.350
[2026-05-12 02:05:22] #1182/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-12 02:05:53] #1183/03185 | true=run | pred=shuffle | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 02:05:59] #1184/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 02:06:06] #1185/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:06:31] #1186/03185 | true=run | pred=walk | ✗ | ent=0.775 conf=0.750 gap=0.550
[2026-05-12 02:06:34] #1187/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 02:06:38] #1188/03185 | true=run | pred=run | ✓ | ent=0.826 conf=0.750 gap=0.600
[2026-05-12 02:06:51] #1189/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 02:07:02] #1190/03185 | true=run | pred=run | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-12 02:07:24] #1191/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:07:28] #1192/03185 | true=run | pred=run | ✓ | ent=0.486 conf=0.900 gap=0.880
[2026-05-12 02:07:57] #1193/03185 | true=run | pred=walk | ✗ | ent=0.833 conf=0.700 gap=0.450
[2026-05-12 02:08:03] #1194/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:08:07] #1195/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:08:12] #1196/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:08:33] #1197/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:08:37] #1198/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:08:46] #1199/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 02:08:49] #1200/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 02:09:10] #1201/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:09:21] #1202/03185 | true=run | pred=run | ✓ | ent=0.647 conf=0.820 gap=0.700
[2026-05-12 02:09:47] #1203/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 02:09:59] #1204/03185 | true=run | pred=run | ✓ | ent=0.811 conf=0.800 gap=0.750
[2026-05-12 02:10:10] #1205/03185 | true=run | pred=run | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 02:10:25] #1206/03185 | true=run | pred=run | ✓ | ent=0.224 conf=0.941 gap=0.882
[2026-05-12 02:11:04] #1207/03185 | true=run | pred=walk | ✗ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 02:11:22] #1208/03185 | true=run | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 02:11:25] #1209/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 02:11:34] #1210/03185 | true=run | pred=walk | ✗ | ent=0.718 conf=0.842 gap=0.792
[2026-05-12 02:11:45] #1211/03185 | true=run | pred=run | ✓ | ent=0.215 conf=0.944 gap=0.889
[2026-05-12 02:12:05] #1212/03185 | true=run | pred=walk | ✗ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 02:12:09] #1213/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:12:33] #1214/03185 | true=run | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 02:12:40] #1215/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 02:12:46] #1216/03185 | true=run | pred=run | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-12 02:12:49] #1217/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 02:12:52] #1218/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 02:13:14] #1219/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:13:23] #1220/03185 | true=run | pred=run | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-12 02:13:27] #1221/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 02:13:34] #1222/03185 | true=run | pred=run | ✓ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 02:13:38] #1223/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 02:13:41] #1224/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:13:45] #1225/03185 | true=run | pred=run | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-12 02:13:49] #1226/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:13:58] #1227/03185 | true=run | pred=run | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-12 02:14:03] #1228/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 02:14:11] #1229/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 02:14:14] #1230/03185 | true=run | pred=run | ✓ | ent=1.228 conf=0.650 gap=0.500
[2026-05-12 02:14:18] #1231/03185 | true=run | pred=run | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 02:14:31] #1232/03185 | true=run | pred=run | ✓ | ent=0.348 conf=0.930 gap=0.910
[2026-05-12 02:14:47] #1233/03185 | true=run | pred=walk | ✗ | ent=0.702 conf=0.850 gap=0.820
[2026-05-12 02:14:53] #1234/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 02:15:17] #1235/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 02:15:21] #1236/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:15:33] #1237/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 02:15:44] #1238/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 02:15:51] #1239/03185 | true=run | pred=walk | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 02:16:00] #1240/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:16:15] #1241/03185 | true=run | pred=walk | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 02:16:24] #1242/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:16:31] #1243/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 02:16:35] #1244/03185 | true=run | pred=run | ✓ | ent=0.872 conf=0.750 gap=0.600
[2026-05-12 02:16:56] #1245/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 02:17:01] #1246/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 02:17:04] #1247/03185 | true=run | pred=run | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 02:17:14] #1248/03185 | true=run | pred=run | ✓ | ent=0.531 conf=0.850 gap=0.730
[2026-05-12 02:17:25] #1249/03185 | true=run | pred=run | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-12 02:17:28] #1250/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 02:17:31] #1251/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 02:17:35] #1252/03185 | true=run | pred=run | ✓ | ent=0.526 conf=0.891 gap=0.842
[2026-05-12 02:17:59] #1253/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 02:18:07] #1254/03185 | true=run | pred=run | ✓ | ent=1.091 conf=0.550 gap=0.200
[2026-05-12 02:18:13] #1255/03185 | true=run | pred=run | ✓ | ent=1.191 conf=0.600 gap=0.350
[2026-05-12 02:18:20] #1256/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:18:32] #1257/03185 | true=run | pred=run | ✓ | ent=0.514 conf=0.900 gap=0.880
[2026-05-12 02:18:56] #1258/03185 | true=run | pred=walk | ✗ | ent=0.900 conf=0.750 gap=0.600
[2026-05-12 02:18:59] #1259/03185 | true=run | pred=run | ✓ | ent=0.881 conf=0.750 gap=0.600
[2026-05-12 02:19:09] #1260/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 02:19:23] #1261/03185 | true=run | pred=walk | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 02:19:44] #1262/03185 | true=run | pred=run | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 02:19:54] #1263/03185 | true=run | pred=run | ✓ | ent=0.286 conf=0.950 gap=0.940
[2026-05-12 02:20:00] #1264/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 02:20:08] #1265/03185 | true=run | pred=run | ✓ | ent=0.844 conf=0.800 gap=0.750
[2026-05-12 02:20:11] #1266/03185 | true=run | pred=run | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 02:20:16] #1267/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:20:20] #1268/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
