[2026-05-11 23:15:06] #0001/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:00:19] #1243/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 05:00:23] #1244/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:00:40] #1246/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:00:47] #1247/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.554 conf=0.880 gap=0.840
[2026-05-12 05:00:53] #1248/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 05:01:04] #1249/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.728 conf=0.820 gap=0.740
[2026-05-12 05:01:09] #1250/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:01:28] #1251/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 05:02:25] #1253/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.871 conf=0.700 gap=0.480
[2026-05-12 05:02:36] #1254/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 05:02:39] #1255/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:02:47] #1256/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 05:03:13] #1257/01676 | true=upstairs | pred=walking | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 05:03:26] #1258/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:03:29] #1259/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.801 conf=0.780 gap=0.660
[2026-05-12 05:03:50] #1260/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.311 conf=0.550 gap=0.350
[2026-05-12 05:03:53] #1261/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 05:03:56] #1262/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 05:03:59] #1263/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:04:40] #1264/01676 | true=upstairs | pred=walking | ✗ | ent=0.648 conf=0.840 gap=0.760
[2026-05-12 05:05:18] #1266/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.815 conf=0.780 gap=0.690
[2026-05-12 05:05:21] #1267/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 05:05:27] #1268/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:05:30] #1269/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:06:02] #1270/01676 | true=upstairs | pred=walking | ✗ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 05:06:14] #1272/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 05:07:03] #1274/01676 | true=upstairs | pred=walking | ✗ | ent=0.647 conf=0.800 gap=0.650
[2026-05-12 05:07:08] #1275/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.190 conf=0.650 gap=0.550
[2026-05-12 05:07:13] #1276/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 05:07:15] #1277/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 05:07:54] #1279/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 05:08:14] #1280/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 05:08:27] #1281/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 05:08:40] #1282/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:08:44] #1283/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 05:08:57] #1284/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:09:05] #1285/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 05:09:08] #1286/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 05:09:11] #1287/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.926 conf=0.750 gap=0.670
[2026-05-12 05:09:25] #1288/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.254 conf=0.940 gap=0.890
[2026-05-12 05:09:28] #1289/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.892 conf=0.750 gap=0.620
[2026-05-12 05:09:32] #1290/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:09:58] #1291/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.421 conf=0.880 gap=0.780
[2026-05-12 05:10:08] #1292/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:10:17] #1293/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:10:20] #1294/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 05:10:23] #1295/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 05:10:59] #1297/01676 | true=upstairs | pred=walking | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:11:02] #1298/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:11:36] #1299/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:11:47] #1300/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.440 conf=0.910 gap=0.880
[2026-05-12 05:12:39] #1301/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 05:13:11] #1303/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 05:13:14] #1304/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 05:13:42] #1305/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:15:15] #1307/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:15:34] #1308/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:15:37] #1309/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.136 conf=0.600 gap=0.370
[2026-05-12 05:15:44] #1310/01676 | true=upstairs | pred=jogging | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 05:16:00] #1311/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.114 conf=0.600 gap=0.360
[2026-05-12 05:16:15] #1312/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.268 conf=0.550 gap=0.350
[2026-05-12 05:16:25] #1313/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 05:16:45] #1314/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.173 conf=0.550 gap=0.250
[2026-05-12 05:17:29] #1315/01676 | true=upstairs | pred=walking | ✗ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 05:18:32] #1316/01676 | true=upstairs | pred=walking | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 05:19:06] #1317/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 05:19:12] #1318/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:19:24] #1319/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:20:28] #1320/01676 | true=upstairs | pred=walking | ✗ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 05:20:31] #1321/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:20:33] #1322/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:20:42] #1323/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.039 conf=0.680 gap=0.530
[2026-05-12 05:21:01] #1324/01676 | true=upstairs | pred=walking | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 05:21:11] #1325/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.811 conf=0.800 gap=0.750
[2026-05-12 05:21:24] #1326/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:21:57] #1327/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 05:22:07] #1328/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:22:12] #1329/01676 | true=upstairs | pred=walking | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 05:22:14] #1330/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 05:22:33] #1331/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 05:22:36] #1332/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.839 conf=0.750 gap=0.600
[2026-05-12 05:22:39] #1333/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.926 conf=0.750 gap=0.670
[2026-05-12 05:22:59] #1334/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 05:23:39] #1335/01676 | true=upstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:23:43] #1336/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.055 conf=0.680 gap=0.530
[2026-05-12 05:24:02] #1337/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 05:24:12] #1338/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.018 conf=0.720 gap=0.640
[2026-05-12 05:25:45] #1341/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-12 05:26:12] #1342/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:26:24] #1343/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.021 conf=0.680 gap=0.540
[2026-05-12 05:26:29] #1344/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.565 conf=0.800 gap=0.620
[2026-05-12 05:26:42] #1345/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:26:45] #1346/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 05:26:57] #1347/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.018 conf=0.720 gap=0.640
[2026-05-12 05:27:24] #1348/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.902 conf=0.720 gap=0.560
[2026-05-12 05:27:37] #1349/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:27:40] #1350/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:27:51] #1351/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.792 conf=0.800 gap=0.720
[2026-05-12 05:27:55] #1352/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 05:28:06] #1353/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 05:28:28] #1355/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 05:28:38] #1356/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:28:41] #1357/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:28:56] #1358/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:29:41] #1359/01676 | true=upstairs | pred=jogging | ✗ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 05:29:43] #1360/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:29:50] #1361/01676 | true=upstairs | pred=jogging | ✗ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 05:29:53] #1362/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 05:30:12] #1363/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:30:23] #1364/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:30:31] #1366/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.369 conf=0.550 gap=0.400
[2026-05-12 05:30:42] #1367/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 05:30:58] #1368/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:31:33] #1369/01676 | true=upstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:31:36] #1370/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 05:31:48] #1371/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 05:32:08] #1372/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.089 conf=0.650 gap=0.490
[2026-05-12 05:32:44] #1373/01676 | true=upstairs | pred=walking | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:32:55] #1374/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.716 conf=0.830 gap=0.780
[2026-05-12 05:33:07] #1375/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:33:31] #1376/01676 | true=upstairs | pred=downstairs | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 05:33:34] #1377/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 05:33:44] #1379/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 05:33:48] #1380/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 05:34:21] #1382/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.635 conf=0.800 gap=0.680
[2026-05-12 05:34:31] #1383/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:34:52] #1384/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.019 conf=0.620 gap=0.360
[2026-05-12 05:35:04] #1385/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:35:08] #1386/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 05:35:58] #1387/01676 | true=upstairs | pred=jogging | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 05:36:09] #1388/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:36:19] #1389/01676 | true=upstairs | pred=walking | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:36:28] #1390/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:37:02] #1391/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:37:21] #1392/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.918 conf=0.740 gap=0.640
[2026-05-12 05:37:39] #1393/01676 | true=upstairs | pred=walking | ✗ | ent=0.729 conf=0.780 gap=0.660
[2026-05-12 05:37:45] #1394/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:37:58] #1395/01676 | true=upstairs | pred=walking | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 05:38:08] #1396/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:38:34] #1397/01676 | true=upstairs | pred=walking | ✗ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 05:39:13] #1399/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 05:39:17] #1400/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:39:43] #1402/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:40:09] #1403/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.043 conf=0.700 gap=0.600
[2026-05-12 05:40:13] #1404/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 05:40:35] #1405/01676 | true=upstairs | pred=walking | ✗ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 05:40:51] #1406/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.756 conf=0.800 gap=0.700
[2026-05-12 05:40:53] #1407/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:40:58] #1408/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 05:41:01] #1409/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:41:33] #1410/01676 | true=upstairs | pred=walking | ✗ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 05:42:16] #1411/01676 | true=upstairs | pred=downstairs | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 05:42:31] #1412/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:42:34] #1413/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:42:58] #1414/01676 | true=upstairs | pred=walking | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 05:43:01] #1415/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 05:43:04] #1416/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 05:43:08] #1417/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.330 conf=0.550 gap=0.350
[2026-05-12 05:43:19] #1418/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 05:43:22] #1419/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.915 conf=0.750 gap=0.640
[2026-05-12 05:43:27] #1420/01676 | true=upstairs | pred=jogging | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:43:35] #1421/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:43:38] #1422/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:43:50] #1423/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-12 05:43:53] #1424/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.373 conf=0.550 gap=0.400
[2026-05-12 05:44:03] #1425/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.833 conf=0.780 gap=0.700
[2026-05-12 05:45:01] #1426/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.005 conf=0.700 gap=0.540
[2026-05-12 05:45:34] #1427/01676 | true=upstairs | pred=walking | ✗ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:45:36] #1428/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.833 conf=0.780 gap=0.700
[2026-05-12 05:45:38] #1429/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:45:41] #1430/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.538 conf=0.880 gap=0.830
[2026-05-12 05:46:01] #1431/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.192 conf=0.600 gap=0.400
[2026-05-12 05:46:03] #1432/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.932 conf=0.580 gap=0.280
[2026-05-12 05:46:14] #1433/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 05:46:40] #1434/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.836 conf=0.780 gap=0.680
[2026-05-12 05:46:53] #1435/01676 | true=upstairs | pred=jogging | ✗ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 05:47:25] #1436/01676 | true=upstairs | pred=walking | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 05:47:45] #1437/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.154 conf=0.620 gap=0.420
[2026-05-12 05:47:53] #1438/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 05:47:57] #1439/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 05:48:14] #1440/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.600 conf=0.860 gap=0.810
[2026-05-12 05:48:26] #1441/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:48:38] #1442/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:48:51] #1443/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:49:13] #1444/01676 | true=upstairs | pred=walking | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:49:49] #1445/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 05:50:25] #1447/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 05:50:34] #1448/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.700 conf=0.820 gap=0.730
[2026-05-12 05:50:43] #1449/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 05:50:49] #1450/01676 | true=upstairs | pred=jogging | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 05:51:02] #1451/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.060 conf=0.700 gap=0.600
[2026-05-12 05:51:23] #1452/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:51:27] #1453/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 05:51:35] #1454/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 05:51:53] #1455/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.007 conf=0.700 gap=0.570
[2026-05-12 05:51:56] #1456/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 05:52:02] #1458/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 05:52:06] #1459/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:52:46] #1460/01676 | true=upstairs | pred=walking | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:53:04] #1461/01676 | true=upstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:53:06] #1462/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:53:20] #1464/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.681 conf=0.840 gap=0.790
[2026-05-12 05:53:23] #1465/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 05:53:45] #1466/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 05:53:51] #1467/01676 | true=upstairs | pred=walking | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:53:53] #1468/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:54:05] #1469/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:54:08] #1470/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.052 conf=0.650 gap=0.500
[2026-05-12 05:54:18] #1471/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:54:28] #1472/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:54:39] #1473/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.043 conf=0.700 gap=0.600
[2026-05-12 05:55:11] #1474/01676 | true=upstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:56:18] #1476/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.043 conf=0.700 gap=0.600
[2026-05-12 05:56:47] #1478/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:56:50] #1479/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 05:57:24] #1481/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.844 conf=0.780 gap=0.700
[2026-05-12 05:57:38] #1482/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.473 conf=0.870 gap=0.790
[2026-05-12 05:57:48] #1483/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.271 conf=0.600 gap=0.450
[2026-05-12 05:57:53] #1484/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.716 conf=0.830 gap=0.780
[2026-05-12 05:58:12] #1485/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.789 conf=0.750 gap=0.620
[2026-05-12 05:58:24] #1486/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 05:58:46] #1487/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
