[2026-05-11 11:02:46] Class 3 (Talk-stand) 软标签生成开始
[2026-05-11 11:02:46]   QUICK=False LIMIT=50
[2026-05-11 11:02:46]   温度=0.8 (from api_config)
[2026-05-11 11:02:46]   本类: 6015窗口 (仅加载本类, 内存友好)
[2026-05-11 11:02:46]   实际生成: 6015 窗口
[2026-05-11 11:03:28] #0001/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.693 | conf=0.850 | gap=0.800
[2026-05-11 17:49:28] #0891/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.435 | conf=0.686 | gap=0.637
[2026-05-11 17:49:56] #0892/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 17:50:31] #0893/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.741 | conf=0.550 | gap=0.450
[2026-05-11 17:51:18] #0894/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:51:46] #0895/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 17:52:02] #0896/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.329 | conf=0.650 | gap=0.600
[2026-05-11 17:52:39] #0897/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:53:07] #0898/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 17:53:57] #0899/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.722 | conf=0.400 | gap=0.250
[2026-05-11 17:54:08] #0900/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.613 | conf=0.850 | gap=0.790
[2026-05-11 17:54:08]   [900/6015] acc=457/900=50.8% filtered=68/900
[2026-05-11 17:54:40] #0901/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 17:54:56] #0902/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:55:26] #0903/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 17:58:34] #0904/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
