[2026-05-11 23:14:52] #0001/03346 | true=standing | pred=standing | ✓ | ent=0.435 conf=0.880 gap=0.780
[2026-05-12 03:17:06] #1184/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:17:59] #1185/03346 | true=standing | pred=standing | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 03:18:04] #1186/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:18:14] #1187/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:18:18] #1188/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:18:31] #1189/03346 | true=standing | pred=standing | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 03:19:31] #1190/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:19:44] #1191/03346 | true=standing | pred=standing | ✓ | ent=0.754 conf=0.780 gap=0.630
[2026-05-12 03:19:54] #1192/03346 | true=standing | pred=standing | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 03:19:58] #1193/03346 | true=standing | pred=standing | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:20:00] #1194/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:20:20] #1195/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:20:23] #1196/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:20:41] #1197/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:20:44] #1198/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:21:04] #1199/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:21:30] #1200/03346 | true=standing | pred=standing | ✓ | ent=0.334 conf=0.930 gap=0.890
[2026-05-12 03:21:33] #1201/03346 | true=standing | pred=standing | ✓ | ent=0.579 conf=0.870 gap=0.820
[2026-05-12 03:21:36] #1202/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:21:38] #1203/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:22:08] #1204/03346 | true=standing | pred=standing | ✓ | ent=0.585 conf=0.820 gap=0.670
[2026-05-12 03:22:33] #1205/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:22:36] #1206/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:22:40] #1207/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:22:43] #1208/03346 | true=standing | pred=standing | ✓ | ent=1.164 conf=0.650 gap=0.500
[2026-05-12 03:22:49] #1209/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:22:52] #1210/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:23:04] #1211/03346 | true=standing | pred=standing | ✓ | ent=0.754 conf=0.780 gap=0.630
[2026-05-12 03:23:07] #1212/03346 | true=standing | pred=standing | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:23:15] #1213/03346 | true=standing | pred=standing | ✓ | ent=0.390 conf=0.920 gap=0.880
[2026-05-12 03:23:44] #1214/03346 | true=standing | pred=standing | ✓ | ent=0.585 conf=0.820 gap=0.670
[2026-05-12 03:24:05] #1215/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:24:25] #1216/03346 | true=standing | pred=standing | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:24:45] #1217/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:25:05] #1218/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:26:30] #1219/03346 | true=standing | pred=standing | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 03:26:33] #1220/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:26:53] #1221/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:27:04] #1222/03346 | true=standing | pred=standing | ✓ | ent=0.237 conf=0.950 gap=0.910
[2026-05-12 03:27:25] #1223/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:27:28] #1224/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:27:39] #1225/03346 | true=standing | pred=standing | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-12 03:27:49] #1226/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:27:55] #1227/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:28:07] #1228/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:28:27] #1229/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:28:47] #1230/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:28:57] #1231/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:29:06] #1232/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:29:09] #1233/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:29:19] #1234/03346 | true=standing | pred=standing | ✓ | ent=0.754 conf=0.750 gap=0.550
[2026-05-12 03:29:23] #1235/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:29:33] #1236/03346 | true=standing | pred=standing | ✓ | ent=0.585 conf=0.840 gap=0.720
[2026-05-12 03:29:59] #1237/03346 | true=standing | pred=standing | ✓ | ent=0.753 conf=0.820 gap=0.770
[2026-05-12 03:30:11] #1238/03346 | true=standing | pred=standing | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 03:30:22] #1239/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:30:28] #1240/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:30:43] #1241/03346 | true=standing | pred=standing | ✓ | ent=0.841 conf=0.670 gap=0.390
[2026-05-12 03:31:04] #1242/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:31:18] #1243/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:31:31] #1244/03346 | true=standing | pred=standing | ✓ | ent=0.358 conf=0.900 gap=0.810
[2026-05-12 03:31:34] #1245/03346 | true=standing | pred=standing | ✓ | ent=0.585 conf=0.850 gap=0.750
[2026-05-12 03:31:45] #1246/03346 | true=standing | pred=standing | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 03:32:00] #1247/03346 | true=standing | pred=standing | ✓ | ent=0.604 conf=0.750 gap=0.510
[2026-05-12 03:32:03] #1248/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:32:06] #1249/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:32:28] #1250/03346 | true=standing | pred=standing | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 03:32:37] #1251/03346 | true=standing | pred=standing | ✓ | ent=1.019 conf=0.500 gap=0.080
[2026-05-12 03:32:41] #1252/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:32:43] #1253/03346 | true=standing | pred=standing | ✓ | ent=1.373 conf=0.550 gap=0.400
[2026-05-12 03:32:50] #1254/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:32:53] #1255/03346 | true=standing | pred=standing | ✓ | ent=0.357 conf=0.930 gap=0.900
[2026-05-12 03:33:02] #1256/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:33:07] #1257/03346 | true=standing | pred=standing | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 03:33:28] #1258/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:33:40] #1259/03346 | true=standing | pred=standing | ✓ | ent=0.357 conf=0.930 gap=0.900
[2026-05-12 03:33:47] #1260/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:34:04] #1261/03346 | true=standing | pred=standing | ✓ | ent=0.759 conf=0.780 gap=0.630
[2026-05-12 03:34:07] #1262/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:34:17] #1263/03346 | true=standing | pred=standing | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:34:49] #1264/03346 | true=standing | pred=standing | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 03:34:52] #1265/03346 | true=standing | pred=standing | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 03:34:55] #1266/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:35:01] #1267/03346 | true=standing | pred=standing | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 03:35:05] #1268/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:35:28] #1269/03346 | true=standing | pred=standing | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 03:35:31] #1270/03346 | true=standing | pred=standing | ✓ | ent=1.657 conf=0.300 gap=0.050
[2026-05-12 03:35:50] #1271/03346 | true=standing | pred=standing | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 03:35:59] #1272/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:36:01] #1273/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:36:05] #1274/03346 | true=standing | pred=standing | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 03:36:15] #1275/03346 | true=standing | pred=standing | ✓ | ent=0.890 conf=0.600 gap=0.250
[2026-05-12 03:36:22] #1276/03346 | true=standing | pred=standing | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:36:25] #1277/03346 | true=standing | pred=standing | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 03:36:38] #1278/03346 | true=standing | pred=standing | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 03:36:45] #1279/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:36:56] #1280/03346 | true=standing | pred=standing | ✓ | ent=1.054 conf=0.550 gap=0.200
[2026-05-12 03:36:58] #1281/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:37:26] #1282/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:37:28] #1283/03346 | true=standing | pred=standing | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-12 03:37:40] #1284/03346 | true=standing | pred=standing | ✓ | ent=0.549 conf=0.880 gap=0.840
[2026-05-12 03:37:46] #1285/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:37:48] #1286/03346 | true=standing | pred=standing | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 03:37:50] #1287/03346 | true=standing | pred=standing | ✓ | ent=1.009 conf=0.700 gap=0.550
[2026-05-12 03:37:59] #1288/03346 | true=standing | pred=standing | ✓ | ent=0.792 conf=0.800 gap=0.720
[2026-05-12 03:38:03] #1289/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:38:18] #1290/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:38:22] #1291/03346 | true=standing | pred=standing | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:38:25] #1292/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:38:27] #1293/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:38:31] #1294/03346 | true=standing | pred=standing | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:38:46] #1295/03346 | true=standing | pred=standing | ✓ | ent=0.585 conf=0.850 gap=0.750
[2026-05-12 03:39:08] #1296/03346 | true=standing | pred=standing | ✓ | ent=0.701 conf=0.820 gap=0.720
[2026-05-12 03:39:17] #1297/03346 | true=standing | pred=standing | ✓ | ent=0.235 conf=0.950 gap=0.910
[2026-05-12 03:39:20] #1298/03346 | true=standing | pred=standing | ✓ | ent=0.836 conf=0.780 gap=0.680
[2026-05-12 03:39:23] #1299/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:39:32] #1300/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:39:35] #1301/03346 | true=standing | pred=standing | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-12 03:39:55] #1302/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:40:04] #1303/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:40:08] #1304/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:40:11] #1305/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:40:25] #1306/03346 | true=standing | pred=standing | ✓ | ent=0.704 conf=0.820 gap=0.740
[2026-05-12 03:40:34] #1307/03346 | true=standing | pred=standing | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:40:38] #1308/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:40:44] #1309/03346 | true=standing | pred=standing | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 03:41:13] #1310/03346 | true=standing | pred=standing | ✓ | ent=1.186 conf=0.450 gap=0.050
[2026-05-12 03:41:22] #1311/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:41:25] #1312/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:41:28] #1313/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:41:33] #1314/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:41:41] #1315/03346 | true=standing | pred=standing | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 03:41:44] #1316/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:41:47] #1317/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:42:08] #1318/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:42:17] #1319/03346 | true=standing | pred=standing | ✓ | ent=0.362 conf=0.930 gap=0.910
[2026-05-12 03:42:24] #1320/03346 | true=standing | pred=standing | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:42:32] #1321/03346 | true=standing | pred=standing | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:42:44] #1322/03346 | true=standing | pred=standing | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-12 03:42:48] #1323/03346 | true=standing | pred=standing | ✓ | ent=0.679 conf=0.800 gap=0.650
[2026-05-12 03:43:48] #1324/03346 | true=standing | pred=standing | ✓ | ent=0.621 conf=0.850 gap=0.770
[2026-05-12 03:43:50] #1325/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:44:18] #1326/03346 | true=standing | pred=standing | ✓ | ent=0.389 conf=0.900 gap=0.820
[2026-05-12 03:44:28] #1327/03346 | true=standing | pred=standing | ✓ | ent=0.679 conf=0.800 gap=0.650
[2026-05-12 03:44:31] #1328/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:44:40] #1329/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:44:51] #1330/03346 | true=standing | pred=standing | ✓ | ent=0.965 conf=0.620 gap=0.320
[2026-05-12 03:44:54] #1331/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:45:02] #1332/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:45:22] #1333/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:45:24] #1334/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:45:52] #1335/03346 | true=standing | pred=standing | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-12 03:46:18] #1336/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 03:46:21] #1337/03346 | true=standing | pred=standing | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 03:46:23] #1338/03346 | true=standing | pred=standing | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 03:46:26] #1339/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:46:37] #1340/03346 | true=standing | pred=standing | ✓ | ent=0.390 conf=0.920 gap=0.880
[2026-05-12 03:46:40] #1341/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:46:44] #1342/03346 | true=standing | pred=standing | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 03:47:02] #1343/03346 | true=standing | pred=standing | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:47:04] #1344/03346 | true=standing | pred=standing | ✓ | ent=1.190 conf=0.650 gap=0.550
[2026-05-12 03:47:07] #1345/03346 | true=standing | pred=standing | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 03:47:12] #1346/03346 | true=standing | pred=standing | ✓ | ent=0.585 conf=0.850 gap=0.750
[2026-05-12 03:47:18] #1347/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:47:21] #1348/03346 | true=standing | pred=standing | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 03:47:24] #1349/03346 | true=standing | pred=standing | ✓ | ent=0.362 conf=0.930 gap=0.910
[2026-05-12 03:47:33] #1350/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:47:46] #1351/03346 | true=standing | pred=standing | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 03:47:57] #1352/03346 | true=standing | pred=standing | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-12 03:48:03] #1353/03346 | true=standing | pred=standing | ✓ | ent=1.060 conf=0.700 gap=0.600
[2026-05-12 03:48:07] #1354/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:48:18] #1355/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:48:23] #1356/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:48:26] #1357/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:48:37] #1358/03346 | true=standing | pred=standing | ✓ | ent=0.531 conf=0.850 gap=0.730
[2026-05-12 03:48:40] #1359/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:48:52] #1360/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:49:15] #1361/03346 | true=standing | pred=standing | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:49:19] #1362/03346 | true=standing | pred=standing | ✓ | ent=0.585 conf=0.850 gap=0.750
[2026-05-12 03:49:28] #1363/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:49:31] #1364/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:49:41] #1365/03346 | true=standing | pred=standing | ✓ | ent=0.334 conf=0.930 gap=0.890
[2026-05-12 03:49:49] #1366/03346 | true=standing | pred=standing | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 03:49:53] #1367/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:49:57] #1368/03346 | true=standing | pred=standing | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:50:10] #1369/03346 | true=standing | pred=standing | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 03:50:16] #1370/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:50:27] #1371/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:50:52] #1372/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 03:50:57] #1373/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:51:13] #1374/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:51:25] #1375/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:51:27] #1376/03346 | true=standing | pred=standing | ✓ | ent=0.616 conf=0.850 gap=0.770
