[2026-05-11 21:51:42] #0001/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 19:54:34] #0734/00837 | true=stairs_up | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 19:54:44] #0735/00837 | true=stairs_up | pred=walk | ✗ | ent=0.316 conf=0.945 gap=0.935
[2026-05-13 19:55:02] #0736/00837 | true=stairs_up | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 19:55:13] #0737/00837 | true=stairs_up | pred=stand | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 19:55:33] #0739/00837 | true=stairs_up | pred=walk | ✗ | ent=0.132 conf=0.980 gap=0.975
[2026-05-13 19:55:59] #0741/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 19:56:11] #0742/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 19:56:37] #0744/00837 | true=stairs_up | pred=walk | ✗ | ent=1.024 conf=0.720 gap=0.620
[2026-05-13 19:56:56] #0746/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.231 conf=0.550 gap=0.250
[2026-05-13 19:57:08] #0747/00837 | true=stairs_up | pred=stand | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 19:57:26] #0748/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-13 19:57:58] #0749/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.847 conf=0.750 gap=0.600
[2026-05-13 19:58:08] #0750/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:58:25] #0751/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.899 conf=0.780 gap=0.700
[2026-05-13 19:58:40] #0753/00837 | true=stairs_up | pred=walk | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 19:58:56] #0754/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 19:59:11] #0755/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.057 conf=0.700 gap=0.600
[2026-05-13 19:59:18] #0756/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-13 19:59:27] #0757/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 19:59:39] #0758/00837 | true=stairs_up | pred=shuffle | ✗ | ent=0.997 conf=0.700 gap=0.510
[2026-05-13 19:59:51] #0759/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.017 conf=0.700 gap=0.550
[2026-05-13 20:00:05] #0761/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.184 conf=0.650 gap=0.470
[2026-05-13 20:00:21] #0762/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.138 conf=0.650 gap=0.450
[2026-05-13 20:00:54] #0763/00837 | true=stairs_up | pred=walk | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-13 20:01:07] #0764/00837 | true=stairs_up | pred=walk | ✗ | ent=1.017 conf=0.750 gap=0.700
[2026-05-13 20:01:15] #0765/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-13 20:01:26] #0766/00837 | true=stairs_up | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 20:01:46] #0767/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.649 conf=0.850 gap=0.770
[2026-05-13 20:02:06] #0768/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.061 conf=0.700 gap=0.550
[2026-05-13 20:02:17] #0769/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 20:02:24] #0770/00837 | true=stairs_up | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 20:02:29] #0771/00837 | true=stairs_up | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:02:53] #0773/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.138 conf=0.650 gap=0.450
[2026-05-13 20:03:19] #0775/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 20:03:43] #0778/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.065 conf=0.700 gap=0.550
[2026-05-13 20:03:56] #0780/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.107 conf=0.600 gap=0.320
[2026-05-13 20:04:06] #0781/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 20:04:56] #0786/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:05:11] #0787/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 20:05:34] #0788/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 20:05:46] #0789/00837 | true=stairs_up | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 20:05:51] #0790/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 20:06:15] #0791/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.254 conf=0.930 gap=0.860
[2026-05-13 20:06:35] #0792/00837 | true=stairs_up | pred=shuffle | ✗ | ent=1.235 conf=0.600 gap=0.450
[2026-05-13 20:06:59] #0793/00837 | true=stairs_up | pred=walk | ✗ | ent=0.924 conf=0.750 gap=0.650
[2026-05-13 20:07:11] #0794/00837 | true=stairs_up | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 20:07:27] #0795/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.026 conf=0.650 gap=0.400
[2026-05-13 20:07:34] #0796/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 20:07:44] #0798/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-13 20:08:02] #0799/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 20:08:12] #0800/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.173 conf=0.550 gap=0.250
[2026-05-13 20:08:30] #0801/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 20:08:46] #0802/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.132 conf=0.650 gap=0.450
[2026-05-13 20:09:24] #0804/00837 | true=stairs_up | pred=run | ✗ | ent=0.613 conf=0.850 gap=0.790
[2026-05-13 20:09:34] #0805/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 20:09:47] #0806/00837 | true=stairs_up | pred=run | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 20:09:56] #0807/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 20:10:05] #0808/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 20:10:13] #0809/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 20:10:25] #0811/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.398 conf=0.550 gap=0.350
[2026-05-13 20:10:35] #0813/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 20:10:44] #0814/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 20:11:07] #0816/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.419 conf=0.920 gap=0.890
[2026-05-13 20:11:18] #0817/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.138 conf=0.650 gap=0.450
[2026-05-13 20:11:43] #0819/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.942 conf=0.750 gap=0.630
[2026-05-13 20:11:49] #0820/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 20:11:55] #0821/00837 | true=stairs_up | pred=stand | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 20:12:25] #0823/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.217 conf=0.550 gap=0.250
[2026-05-13 20:12:36] #0824/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 20:12:41] #0825/00837 | true=stairs_up | pred=shuffle | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-13 20:13:00] #0826/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 20:13:12] #0827/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.085 conf=0.720 gap=0.620
[2026-05-13 20:13:15] #0828/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-13 20:13:26] #0829/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.898 conf=0.550 gap=0.150
[2026-05-13 20:13:33] #0831/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 20:14:11] #0834/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-13 20:14:28] #0836/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-13 20:14:30] #0837/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.647 conf=0.650 gap=0.300
