[2026-05-11 21:52:10] #0001/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.108 conf=0.680 gap=0.530
[2026-05-13 19:56:46] #0627/00747 | true=stairs_down | pred=walk | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 19:56:58] #0628/00747 | true=stairs_down | pred=walk | ✗ | ent=1.468 conf=0.550 gap=0.400
[2026-05-13 19:57:19] #0629/00747 | true=stairs_down | pred=walk | ✗ | ent=0.798 conf=0.820 gap=0.780
[2026-05-13 19:57:48] #0632/00747 | true=stairs_down | pred=walk | ✗ | ent=0.654 conf=0.850 gap=0.800
[2026-05-13 19:57:59] #0633/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:58:04] #0634/00747 | true=stairs_down | pred=walk | ✗ | ent=0.661 conf=0.850 gap=0.790
[2026-05-13 19:58:17] #0635/00747 | true=stairs_down | pred=walk | ✗ | ent=0.877 conf=0.780 gap=0.700
[2026-05-13 19:58:35] #0636/00747 | true=stairs_down | pred=walk | ✗ | ent=0.667 conf=0.850 gap=0.800
[2026-05-13 19:58:56] #0638/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.275 conf=0.550 gap=0.300
[2026-05-13 19:59:15] #0639/00747 | true=stairs_down | pred=walk | ✗ | ent=1.411 conf=0.550 gap=0.400
[2026-05-13 19:59:30] #0640/00747 | true=stairs_down | pred=run | ✗ | ent=1.101 conf=0.550 gap=0.200
[2026-05-13 20:00:02] #0642/00747 | true=stairs_down | pred=walk | ✗ | ent=0.393 conf=0.925 gap=0.896
[2026-05-13 20:00:21] #0643/00747 | true=stairs_down | pred=walk | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 20:00:36] #0644/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.900 conf=0.750 gap=0.600
[2026-05-13 20:00:47] #0645/00747 | true=stairs_down | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:00:56] #0646/00747 | true=stairs_down | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:01:17] #0647/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:01:39] #0649/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 20:01:59] #0651/00747 | true=stairs_down | pred=walk | ✗ | ent=1.243 conf=0.650 gap=0.550
[2026-05-13 20:02:33] #0653/00747 | true=stairs_down | pred=walk | ✗ | ent=0.962 conf=0.750 gap=0.650
[2026-05-13 20:02:51] #0654/00747 | true=stairs_down | pred=walk | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-13 20:03:04] #0655/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:03:19] #0656/00747 | true=stairs_down | pred=walk | ✗ | ent=1.124 conf=0.700 gap=0.620
[2026-05-13 20:03:27] #0657/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.032 conf=0.750 gap=0.700
[2026-05-13 20:03:41] #0658/00747 | true=stairs_down | pred=run | ✗ | ent=0.390 conf=0.920 gap=0.880
[2026-05-13 20:04:09] #0659/00747 | true=stairs_down | pred=stand | ✗ | ent=0.824 conf=0.600 gap=0.250
[2026-05-13 20:04:24] #0660/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.318 conf=0.600 gap=0.450
[2026-05-13 20:04:36] #0661/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-13 20:04:48] #0662/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 20:04:55] #0663/00747 | true=stairs_down | pred=walk | ✗ | ent=0.982 conf=0.720 gap=0.600
[2026-05-13 20:05:14] #0664/00747 | true=stairs_down | pred=walk | ✗ | ent=0.404 conf=0.920 gap=0.900
[2026-05-13 20:06:04] #0668/00747 | true=stairs_down | pred=walk | ✗ | ent=1.077 conf=0.550 gap=0.200
[2026-05-13 20:06:19] #0669/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.076 conf=0.550 gap=0.200
[2026-05-13 20:06:25] #0670/00747 | true=stairs_down | pred=walk | ✗ | ent=0.616 conf=0.850 gap=0.770
[2026-05-13 20:06:31] #0671/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.791 conf=0.650 gap=0.350
[2026-05-13 20:06:37] #0672/00747 | true=stairs_down | pred=walk | ✗ | ent=0.500 conf=0.900 gap=0.880
[2026-05-13 20:06:46] #0673/00747 | true=stairs_down | pred=walk | ✗ | ent=1.010 conf=0.700 gap=0.600
[2026-05-13 20:07:00] #0674/00747 | true=stairs_down | pred=walk | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 20:07:22] #0675/00747 | true=stairs_down | pred=stand | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-13 20:07:42] #0676/00747 | true=stairs_down | pred=walk | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-13 20:08:00] #0677/00747 | true=stairs_down | pred=walk | ✗ | ent=0.365 conf=0.920 gap=0.870
[2026-05-13 20:08:09] #0678/00747 | true=stairs_down | pred=walk | ✗ | ent=0.676 conf=0.850 gap=0.810
[2026-05-13 20:08:15] #0679/00747 | true=stairs_down | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:08:49] #0681/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.132 conf=0.700 gap=0.600
[2026-05-13 20:09:02] #0682/00747 | true=stairs_down | pred=walk | ✗ | ent=0.786 conf=0.820 gap=0.770
[2026-05-13 20:09:13] #0683/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 20:09:42] #0686/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-13 20:09:52] #0687/00747 | true=stairs_down | pred=walk | ✗ | ent=0.334 conf=0.940 gap=0.930
[2026-05-13 20:10:00] #0688/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-13 20:10:11] #0689/00747 | true=stairs_down | pred=walk | ✗ | ent=0.708 conf=0.850 gap=0.820
[2026-05-13 20:10:22] #0690/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.900 conf=0.750 gap=0.600
[2026-05-13 20:10:29] #0691/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 20:10:35] #0692/00747 | true=stairs_down | pred=walk | ✗ | ent=0.690 conf=0.850 gap=0.810
[2026-05-13 20:10:46] #0693/00747 | true=stairs_down | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:11:03] #0694/00747 | true=stairs_down | pred=walk | ✗ | ent=0.977 conf=0.700 gap=0.500
[2026-05-13 20:11:48] #0696/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.017 conf=0.707 gap=0.566
[2026-05-13 20:12:04] #0697/00747 | true=stairs_down | pred=walk | ✗ | ent=0.472 conf=0.900 gap=0.860
[2026-05-13 20:12:10] #0698/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-13 20:12:22] #0699/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.967 conf=0.600 gap=0.300
[2026-05-13 20:12:38] #0701/00747 | true=stairs_down | pred=walk | ✗ | ent=1.017 conf=0.750 gap=0.700
[2026-05-13 20:12:46] #0702/00747 | true=stairs_down | pred=walk | ✗ | ent=0.232 conf=0.950 gap=0.920
[2026-05-13 20:13:00] #0703/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 20:13:25] #0705/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:13:35] #0706/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 20:13:47] #0707/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 20:13:54] #0708/00747 | true=stairs_down | pred=walk | ✗ | ent=1.010 conf=0.700 gap=0.600
[2026-05-13 20:14:04] #0709/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:14:24] #0710/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.824 conf=0.600 gap=0.250
[2026-05-13 20:14:47] #0712/00747 | true=stairs_down | pred=shuffle | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-13 20:14:59] #0713/00747 | true=stairs_down | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 20:15:16] #0715/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.826 conf=0.750 gap=0.650
[2026-05-13 20:15:38] #0717/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-13 20:15:41] #0718/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:15:54] #0719/00747 | true=stairs_down | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 20:16:19] #0720/00747 | true=stairs_down | pred=walk | ✗ | ent=0.223 conf=0.960 gap=0.950
[2026-05-13 20:16:30] #0722/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.015 conf=0.680 gap=0.480
[2026-05-13 20:16:43] #0723/00747 | true=stairs_down | pred=walk | ✗ | ent=0.977 conf=0.720 gap=0.570
[2026-05-13 20:16:55] #0724/00747 | true=stairs_down | pred=walk | ✗ | ent=0.676 conf=0.850 gap=0.800
[2026-05-13 20:17:02] #0725/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-13 20:17:19] #0726/00747 | true=stairs_down | pred=walk | ✗ | ent=0.906 conf=0.780 gap=0.720
[2026-05-13 20:17:30] #0727/00747 | true=stairs_down | pred=walk | ✗ | ent=0.384 conf=0.931 gap=0.922
[2026-05-13 20:17:51] #0728/00747 | true=stairs_down | pred=walk | ✗ | ent=0.372 conf=0.920 gap=0.870
[2026-05-13 20:18:23] #0730/00747 | true=stairs_down | pred=walk | ✗ | ent=1.209 conf=0.600 gap=0.450
[2026-05-13 20:18:34] #0731/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 20:18:48] #0732/00747 | true=stairs_down | pred=walk | ✗ | ent=0.671 conf=0.850 gap=0.810
[2026-05-13 20:19:23] #0734/00747 | true=stairs_down | pred=walk | ✗ | ent=0.424 conf=0.920 gap=0.900
[2026-05-13 20:19:35] #0735/00747 | true=stairs_down | pred=walk | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-13 20:19:59] #0738/00747 | true=stairs_down | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:20:21] #0740/00747 | true=stairs_down | pred=walk | ✗ | ent=0.474 conf=0.900 gap=0.860
[2026-05-13 20:20:43] #0742/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 20:20:51] #0743/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 20:20:59] #0744/00747 | true=stairs_down | pred=walk | ✗ | ent=0.272 conf=0.950 gap=0.930
[2026-05-13 20:21:17] #0745/00747 | true=stairs_down | pred=walk | ✗ | ent=0.679 conf=0.850 gap=0.800
[2026-05-13 20:21:30] #0746/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.880 conf=0.750 gap=0.600
[2026-05-13 20:21:37] #0747/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
