[2026-05-11 21:51:38] #0002/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 08:40:57] #1990/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.230 conf=0.950 gap=0.910
[2026-05-12 08:42:31] #1993/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 08:43:06] #1994/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 08:44:10] #1995/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:46:22] #1998/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.753 conf=0.250 gap=0.000
[2026-05-12 08:46:46] #1999/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:47:09] #2001/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.766 conf=0.300 gap=0.050
[2026-05-12 08:47:12] #2002/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 08:47:36] #2003/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 08:47:55] #2004/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.024 conf=0.720 gap=0.620
[2026-05-12 08:48:17] #2005/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:48:36] #2006/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 08:49:42] #2010/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 08:51:09] #2015/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 08:51:40] #2017/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 08:52:02] #2019/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.293 conf=0.600 gap=0.480
[2026-05-12 08:52:59] #2022/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 08:53:04] #2023/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:53:17] #2024/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.113 conf=0.500 gap=0.100
[2026-05-12 08:53:21] #2025/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 08:53:55] #2027/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.740 conf=0.750 gap=0.550
[2026-05-12 08:54:00] #2028/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:54:41] #2030/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.608 conf=0.860 gap=0.780
[2026-05-12 08:54:48] #2031/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 08:55:11] #2032/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.204 conf=0.680 gap=0.580
[2026-05-12 08:56:26] #2036/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.483 conf=0.350 gap=0.150
[2026-05-12 08:56:34] #2037/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 08:56:54] #2039/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 08:57:09] #2040/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:57:26] #2041/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 08:58:29] #2044/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 09:01:30] #2050/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.124 conf=0.700 gap=0.620
[2026-05-12 09:03:01] #2053/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 09:03:53] #2055/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.517 conf=0.830 gap=0.680
[2026-05-12 09:04:00] #2056/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 09:04:08] #2057/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 09:05:17] #2061/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:05:45] #2063/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 09:06:39] #2065/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 09:08:33] #2069/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 09:08:53] #2070/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 09:09:20] #2071/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.127 conf=0.700 gap=0.600
[2026-05-12 09:10:58] #2074/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.441 conf=0.350 gap=0.100
[2026-05-12 09:12:16] #2077/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.275 conf=0.650 gap=0.570
[2026-05-12 09:12:32] #2078/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 09:14:00] #2080/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 09:15:12] #2082/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.763 conf=0.780 gap=0.620
[2026-05-12 09:15:24] #2083/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 09:15:54] #2084/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 09:18:10] #2088/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 09:18:41] #2089/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 09:18:45] #2090/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 09:20:03] #2093/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 09:20:19] #2094/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 09:20:56] #2096/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 09:21:25] #2098/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 09:21:37] #2099/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 09:22:22] #2101/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 09:23:17] #2104/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 09:24:01] #2106/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.977 conf=0.700 gap=0.500
[2026-05-12 09:24:32] #2108/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.730 conf=0.800 gap=0.660
[2026-05-12 09:25:27] #2110/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.827 conf=0.700 gap=0.450
[2026-05-12 09:25:43] #2111/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.175 conf=0.450 gap=0.050
[2026-05-12 09:26:12] #2113/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.366 conf=0.300 gap=0.000
[2026-05-12 09:26:59] #2115/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 09:27:05] #2116/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 09:27:34] #2118/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 09:28:32] #2120/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 09:28:49] #2121/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 09:29:17] #2123/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.088 conf=0.480 gap=0.050
[2026-05-12 09:29:40] #2124/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 09:30:22] #2126/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 09:30:26] #2127/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.950 conf=0.600 gap=0.400
[2026-05-12 09:30:43] #2128/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.643 conf=0.400 gap=0.200
[2026-05-12 09:32:26] #2132/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.825 conf=0.800 gap=0.720
[2026-05-12 09:33:09] #2134/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 09:33:16] #2135/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.709 conf=0.250 gap=0.050
[2026-05-12 09:33:59] #2137/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.221 conf=0.550 gap=0.250
[2026-05-12 09:34:24] #2139/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.076 conf=0.700 gap=0.600
[2026-05-12 09:34:33] #2140/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 09:35:32] #2143/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 09:36:26] #2145/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 09:36:54] #2146/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.945 conf=0.750 gap=0.620
[2026-05-12 09:37:24] #2147/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:38:08] #2150/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 09:38:41] #2152/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.519 conf=0.450 gap=0.200
[2026-05-12 09:38:58] #2153/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 09:39:15] #2154/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.653 conf=0.350 gap=0.050
[2026-05-12 09:39:38] #2155/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 09:40:44] #2158/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:40:57] #2159/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.495 conf=0.350 gap=0.000
[2026-05-12 09:42:38] #2163/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 09:44:37] #2169/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 09:44:47] #2170/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:44:55] #2171/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 09:45:00] #2172/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 09:45:05] #2173/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.949 conf=0.450 gap=0.000
[2026-05-12 09:45:23] #2174/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 09:45:48] #2175/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 09:46:51] #2178/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 09:47:00] #2179/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 09:47:13] #2180/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.462 conf=0.400 gap=0.100
[2026-05-12 09:47:18] #2181/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 09:48:03] #2183/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.768 conf=0.750 gap=0.550
[2026-05-12 09:48:23] #2184/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 09:48:31] #2185/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 09:48:40] #2186/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 09:48:56] #2187/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.280 conf=0.600 gap=0.400
[2026-05-12 09:49:00] #2188/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 09:49:10] #2189/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:50:49] #2194/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.397 conf=0.450 gap=0.200
[2026-05-12 09:51:32] #2196/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 09:52:17] #2199/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.809 conf=0.250 gap=0.000
[2026-05-12 09:53:53] #2203/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:54:42] #2206/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.468 conf=0.571 gap=0.429
[2026-05-12 09:55:10] #2207/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.217 conf=0.650 gap=0.530
[2026-05-12 09:55:29] #2209/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.379 conf=0.450 gap=0.100
[2026-05-12 09:55:45] #2210/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 09:56:37] #2212/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 09:57:43] #2215/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.685 conf=0.350 gap=0.150
[2026-05-12 09:57:52] #2216/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 09:58:45] #2218/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.977 conf=0.700 gap=0.500
[2026-05-12 09:59:15] #2220/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.175 conf=0.450 gap=0.050
[2026-05-12 09:59:20] #2221/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.751 conf=0.350 gap=0.200
[2026-05-12 10:00:06] #2223/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 10:00:12] #2224/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 10:00:45] #2226/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.840 conf=0.580 gap=0.200
[2026-05-12 10:01:15] #2227/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.940 conf=0.700 gap=0.600
[2026-05-12 10:01:33] #2228/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:01:45] #2229/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 10:02:14] #2230/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.032 conf=0.650 gap=0.400
[2026-05-12 10:02:35] #2231/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.055 conf=0.400 gap=0.000
[2026-05-12 10:03:21] #2233/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.770 conf=0.550 gap=0.120
[2026-05-12 10:03:27] #2234/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 10:03:32] #2235/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 10:03:50] #2236/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.380 conf=0.400 gap=0.000
[2026-05-12 10:04:19] #2238/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 10:05:03] #2240/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.551 conf=0.430 gap=0.130
[2026-05-12 10:05:31] #2241/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.613 conf=0.850 gap=0.790
[2026-05-12 10:05:47] #2242/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.414 conf=0.400 gap=0.050
[2026-05-12 10:07:06] #2245/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:07:47] #2247/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 10:08:35] #2250/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 10:09:28] #2252/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 10:10:27] #2255/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 10:10:55] #2256/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 10:11:12] #2257/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 10:12:57] #2261/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 10:13:28] #2263/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.634 conf=0.350 gap=0.000
[2026-05-12 10:13:33] #2264/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 10:15:04] #2267/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.099 conf=0.720 gap=0.640
[2026-05-12 10:15:18] #2268/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.763 conf=0.780 gap=0.620
[2026-05-12 10:17:26] #2271/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 10:18:45] #2274/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 10:19:21] #2276/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:19:27] #2277/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 10:20:37] #2279/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 10:22:51] #2282/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 10:24:30] #2285/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 10:25:37] #2288/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.449 conf=0.550 gap=0.400
[2026-05-12 10:26:10] #2289/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.140 conf=0.500 gap=0.120
[2026-05-12 10:26:50] #2290/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 10:28:15] #2293/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.164 conf=0.650 gap=0.470
[2026-05-12 10:28:40] #2294/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.317 conf=0.450 gap=0.070
[2026-05-12 10:30:02] #2297/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.752 conf=0.820 gap=0.730
[2026-05-12 10:30:07] #2298/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 10:32:33] #2305/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 10:32:44] #2306/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.958 conf=0.750 gap=0.630
[2026-05-12 10:33:12] #2309/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 10:33:16] #2310/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.949 conf=0.450 gap=0.000
[2026-05-12 10:34:08] #2312/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 10:34:13] #2313/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 10:34:43] #2315/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 10:35:35] #2318/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 10:36:17] #2320/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.297 conf=0.550 gap=0.300
[2026-05-12 10:36:49] #2321/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 10:37:50] #2324/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 10:38:27] #2326/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 10:40:12] #2333/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 10:40:32] #2334/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 10:40:45] #2335/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.018 conf=0.650 gap=0.400
[2026-05-12 10:41:28] #2337/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.631 conf=0.870 gap=0.840
[2026-05-12 10:41:35] #2338/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 10:42:01] #2340/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 10:42:31] #2341/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:42:41] #2342/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.583 conf=0.350 gap=0.100
[2026-05-12 10:42:54] #2343/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.639 conf=0.350 gap=0.150
[2026-05-12 10:42:56] #2344/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 10:43:16] #2345/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 10:43:30] #2346/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:43:41] #2347/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.891 conf=0.480 gap=0.010
[2026-05-12 10:44:45] #2351/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.949 conf=0.450 gap=0.000
[2026-05-12 10:44:56] #2352/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 10:45:52] #2353/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 10:46:03] #2354/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.622 conf=0.450 gap=0.300
[2026-05-12 10:47:26] #2357/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 10:47:49] #2358/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 10:48:56] #2363/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 10:49:05] #2364/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.215 conf=0.450 gap=0.030
[2026-05-12 10:49:28] #2365/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.672 conf=0.850 gap=0.800
[2026-05-12 10:49:58] #2366/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.424 conf=0.450 gap=0.150
[2026-05-12 10:50:06] #2367/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 10:51:10] #2371/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.871 conf=0.650 gap=0.350
[2026-05-12 10:51:14] #2372/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.474 conf=0.550 gap=0.400
[2026-05-12 10:52:31] #2374/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 10:53:30] #2378/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 10:54:16] #2379/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:54:31] #2380/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.246 conf=0.650 gap=0.550
[2026-05-12 10:54:34] #2381/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 10:56:08] #2387/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.658 conf=0.350 gap=0.100
[2026-05-12 10:56:35] #2389/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 10:56:37] #2390/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 10:57:40] #2394/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.475 conf=0.400 gap=0.050
[2026-05-12 10:58:14] #2395/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:58:48] #2397/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 10:59:10] #2399/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 11:00:13] #2402/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 11:00:43] #2404/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 11:00:52] #2405/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 11:01:27] #2406/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.565 conf=0.800 gap=0.620
[2026-05-12 11:01:39] #2407/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
