=== MotionSense all ===


--- Class 0 ---
[2026-05-11 23:14:13] MotionSense class 0 (downstairs) T=0.8
[2026-05-11 23:14:13]   1395 windows
[2026-05-11 23:14:53] #0001/01395 | true=downstairs | pred=walking | ✗ | ent=1.361 conf=0.450 gap=0.200
[2026-05-12 03:34:30] #1392/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:34:50] #1393/03701 | true=sitting | pred=sitting | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:34:55] #1394/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:35:00] #1395/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:35:09] #1396/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:35:27] #1397/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:35:30] #1398/03701 | true=sitting | pred=sitting | ✓ | ent=0.357 conf=0.930 gap=0.900
[2026-05-12 03:35:35] #1399/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 03:35:55] #1400/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:35:55]   [1400/3701] acc=100% filt=1395
[2026-05-12 03:35:59] #1401/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:36:23] #1402/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:36:31] #1403/03701 | true=sitting | pred=sitting | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:36:35] #1404/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:37:28] #1405/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:37:36] #1406/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:38:40] #1407/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:39:36] #1408/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:39:40] #1409/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:39:43] #1410/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:39:46] #1411/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:39:49] #1412/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:39:52] #1413/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:39:54] #1414/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:39:56] #1415/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:40:00] #1416/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:40:04] #1417/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:40:55] #1418/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:40:58] #1419/03701 | true=sitting | pred=sitting | ✓ | ent=0.357 conf=0.930 gap=0.900
[2026-05-12 03:41:07] #1420/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 03:41:07]   [1420/3701] acc=100% filt=1415
[2026-05-12 03:41:10] #1421/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:41:14] #1422/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:41:18] #1423/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:41:22] #1424/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:41:31] #1425/03701 | true=sitting | pred=sitting | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-12 03:41:34] #1426/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:41:45] #1427/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:42:10] #1428/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:42:30] #1429/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:42:38] #1430/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:42:42] #1431/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:43:02] #1432/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:43:13] #1433/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:43:23] #1434/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:43:26] #1435/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:43:34] #1436/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:43:44] #1437/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:43:52] #1438/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:43:54] #1439/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:44:14] #1440/03701 | true=sitting | pred=sitting | ✓ | ent=0.341 conf=0.930 gap=0.890
[2026-05-12 03:44:14]   [1440/3701] acc=100% filt=1435
[2026-05-12 03:44:16] #1441/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:44:37] #1442/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:44:40] #1443/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:44:42] #1444/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:44:51] #1445/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:45:15] #1446/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:45:18] #1447/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:45:25] #1448/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:45:34] #1449/03701 | true=sitting | pred=sitting | ✓ | ent=0.334 conf=0.930 gap=0.890
[2026-05-12 03:45:37] #1450/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:45:50] #1451/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 03:45:52] #1452/03701 | true=sitting | pred=sitting | ✓ | ent=0.272 conf=0.950 gap=0.930
[2026-05-12 03:45:56] #1453/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:45:59] #1454/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:46:12] #1455/03701 | true=sitting | pred=sitting | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 03:46:21] #1456/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:47:50] #1457/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:47:53] #1458/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:48:24] #1459/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:48:28] #1460/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:48:28]   [1460/3701] acc=100% filt=1455
[2026-05-12 03:48:31] #1461/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:48:41] #1462/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:48:45] #1463/03701 | true=sitting | pred=sitting | ✓ | ent=0.666 conf=0.820 gap=0.700
[2026-05-12 03:48:55] #1464/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:49:22] #1465/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:49:24] #1466/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:49:35] #1467/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:49:38] #1468/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:49:47] #1469/03701 | true=sitting | pred=sitting | ✓ | ent=0.398 conf=0.920 gap=0.890
[2026-05-12 03:49:54] #1470/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:50:04] #1471/03701 | true=sitting | pred=sitting | ✓ | ent=0.472 conf=0.900 gap=0.860
[2026-05-12 03:50:14] #1472/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:50:34] #1473/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:50:53] #1474/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 03:51:03] #1475/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:51:25] #1476/03701 | true=sitting | pred=sitting | ✓ | ent=0.472 conf=0.900 gap=0.860
[2026-05-12 03:51:52] #1477/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 03:51:55] #1478/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:51:58] #1479/03701 | true=sitting | pred=sitting | ✓ | ent=0.499 conf=0.880 gap=0.800
[2026-05-12 03:52:01] #1480/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:52:01]   [1480/3701] acc=100% filt=1475
[2026-05-12 03:52:11] #1481/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:52:20] #1482/03701 | true=sitting | pred=sitting | ✓ | ent=0.308 conf=0.935 gap=0.890
[2026-05-12 03:52:24] #1483/03701 | true=sitting | pred=sitting | ✓ | ent=0.474 conf=0.890 gap=0.820
[2026-05-12 03:52:32] #1484/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:52:37] #1485/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:52:46] #1486/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:52:49] #1487/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:52:52] #1488/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:52:55] #1489/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:53:03] #1490/03701 | true=sitting | pred=sitting | ✓ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 03:53:07] #1491/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:53:12] #1492/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:53:15] #1493/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:53:24] #1494/03701 | true=sitting | pred=sitting | ✓ | ent=0.334 conf=0.930 gap=0.890
[2026-05-12 03:53:34] #1495/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:53:44] #1496/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:53:53] #1497/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:53:56] #1498/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:54:07] #1499/03701 | true=sitting | pred=sitting | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 03:54:35] #1500/03701 | true=sitting | pred=sitting | ✓ | ent=0.448 conf=0.900 gap=0.840
[2026-05-12 03:54:35]   [1500/3701] acc=100% filt=1495
[2026-05-12 03:54:43] #1501/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:54:46] #1502/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 03:54:50] #1503/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:54:55] #1504/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:54:59] #1505/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:55:12] #1506/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 03:55:37] #1507/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:55:40] #1508/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:55:45] #1509/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:55:50] #1510/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:55:54] #1511/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:56:51] #1512/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:57:01] #1513/03701 | true=sitting | pred=sitting | ✓ | ent=0.309 conf=0.920 gap=0.850
[2026-05-12 03:57:04] #1514/03701 | true=sitting | pred=sitting | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 03:57:08] #1515/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:57:10] #1516/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:58:11] #1517/03701 | true=sitting | pred=sitting | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-12 03:58:18] #1518/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:58:44] #1519/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 03:58:48] #1520/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 03:58:48]   [1520/3701] acc=100% filt=1515
[2026-05-12 03:59:01] #1521/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 03:59:04] #1522/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:59:07] #1523/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:59:14] #1524/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:59:18] #1525/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:59:47] #1526/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:59:52] #1527/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:59:55] #1528/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:00:02] #1529/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 04:00:29] #1530/03701 | true=sitting | pred=sitting | ✓ | ent=0.168 conf=0.960 gap=0.920
[2026-05-12 04:00:38] #1531/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 04:00:52] #1532/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:00:55] #1533/03701 | true=sitting | pred=sitting | ✓ | ent=0.474 conf=0.890 gap=0.820
[2026-05-12 04:00:58] #1534/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:01:02] #1535/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:01:05] #1536/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:01:08] #1537/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 04:01:35] #1538/03701 | true=sitting | pred=sitting | ✓ | ent=0.472 conf=0.900 gap=0.860
[2026-05-12 04:01:38] #1539/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 04:01:46] #1540/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 04:01:46]   [1540/3701] acc=100% filt=1535
[2026-05-12 04:01:53] #1541/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:01:58] #1542/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:02:07] #1543/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 04:02:29] #1544/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:02:33] #1545/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:02:37] #1546/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 04:03:09] #1547/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 04:03:12] #1548/03701 | true=sitting | pred=sitting | ✓ | ent=0.448 conf=0.900 gap=0.840
[2026-05-12 04:03:16] #1549/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:03:20] #1550/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 04:03:25] #1551/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:03:47] #1552/03701 | true=sitting | pred=sitting | ✓ | ent=0.357 conf=0.930 gap=0.900
[2026-05-12 04:03:55] #1553/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:04:05] #1554/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 04:04:17] #1555/03701 | true=sitting | pred=sitting | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 04:04:29] #1556/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 04:04:31] #1557/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:04:44] #1558/03701 | true=sitting | pred=sitting | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 04:04:47] #1559/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:04:51] #1560/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:04:51]   [1560/3701] acc=100% filt=1555
[2026-05-12 04:04:54] #1561/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:05:03] #1562/03701 | true=sitting | pred=sitting | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-12 04:05:07] #1563/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 04:05:13] #1564/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 04:05:17] #1565/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:05:28] #1566/03701 | true=sitting | pred=sitting | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 04:06:28] #1567/03701 | true=sitting | pred=sitting | ✓ | ent=0.390 conf=0.920 gap=0.880
[2026-05-12 04:07:01] #1568/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:07:05] #1569/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 04:07:10] #1570/03701 | true=sitting | pred=sitting | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 04:07:17] #1571/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:07:30] #1572/03701 | true=sitting | pred=sitting | ✓ | ent=0.389 conf=0.900 gap=0.820
[2026-05-12 04:07:50] #1573/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:07:52] #1574/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 04:07:55] #1575/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 04:08:00] #1576/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 04:08:03] #1577/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 04:08:15] #1578/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:08:36] #1579/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 04:09:03] #1580/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 04:09:03]   [1580/3701] acc=100% filt=1575
[2026-05-12 04:09:16] #1581/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 04:09:21] #1582/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:09:32] #1583/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 04:09:34] #1584/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:09:37] #1585/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:10:04] #1586/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 04:10:24] #1587/03701 | true=sitting | pred=sitting | ✓ | ent=0.357 conf=0.930 gap=0.900
[2026-05-12 04:10:31] #1588/03701 | true=sitting | pred=sitting | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-12 04:10:45] #1589/03701 | true=sitting | pred=sitting | ✓ | ent=0.190 conf=0.960 gap=0.930
[2026-05-12 04:10:49] #1590/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 04:10:51] #1591/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:11:00] #1592/03701 | true=sitting | pred=sitting | ✓ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 04:11:10] #1593/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 04:12:03] #1594/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 04:12:55] #1595/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 04:12:57] #1596/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
