[2026-05-11 11:04:44] #0001/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:19:22] #0877/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:19:57] #0878/02716 | true=Walk(11) | pred=Walk-backwards(12) | ✗ | ent=1.235 | conf=0.550 | gap=0.350
[2026-05-11 19:20:11] #0879/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:20:52] #0880/02716 | true=Walk(11) | pred=Walk-backwards(12) | ✗ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 19:21:24] #0881/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.116 | conf=0.650 | gap=0.470
[2026-05-11 19:22:03] #0882/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:22:39] #0883/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 19:23:21] #0884/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.110 | conf=0.700 | gap=0.620
[2026-05-11 19:23:35] #0885/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 19:24:02] #0886/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 19:24:39] #0887/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 19:25:13] #0888/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.339 | conf=0.550 | gap=0.370
[2026-05-11 19:25:27] #0889/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.876 | conf=0.750 | gap=0.650
[2026-05-11 19:25:57] #0890/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:26:27] #0891/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-11 19:27:12] #0892/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.158 | conf=0.600 | gap=0.400
[2026-05-11 19:27:28] #0893/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.122 | conf=0.550 | gap=0.350
[2026-05-11 19:28:25] #0895/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:28:59] #0896/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 19:29:41] #0897/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.934 | conf=0.611 | gap=0.389
[2026-05-11 19:30:09] #0898/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:30:41] #0899/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:30:54] #0900/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 19:31:22] #0901/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:31:49] #0902/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:32:17] #0903/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:32:50] #0904/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:33:06] #0905/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.444 | conf=0.900 | gap=0.860
[2026-05-11 19:34:17] #0906/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 19:34:44] #0907/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 19:35:00] #0908/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 19:35:24] #0909/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 19:35:38] #0910/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 19:36:21] #0912/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 19:37:02] #0913/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 19:37:44] #0914/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 19:38:21] #0915/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:38:53] #0916/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 19:40:31] #0918/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.110 | conf=0.650 | gap=0.450
[2026-05-11 19:40:59] #0919/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.121 | conf=0.650 | gap=0.550
[2026-05-11 19:41:29] #0920/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 19:41:57] #0921/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 19:42:14] #0922/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-11 19:42:37] #0923/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.499 | conf=0.880 | gap=0.840
[2026-05-11 19:43:10] #0924/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.945 | conf=0.750 | gap=0.670
[2026-05-11 19:43:52] #0925/02716 | true=Walk(11) | pred=Walk-backwards(12) | ✗ | ent=1.017 | conf=0.700 | gap=0.550
[2026-05-11 19:44:22] #0926/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 19:44:59] #0927/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.201 | conf=0.600 | gap=0.450
[2026-05-11 19:45:17] #0928/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.602 | conf=0.867 | gap=0.816
[2026-05-11 19:45:47] #0929/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 19:46:15] #0930/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:46:49] #0931/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 19:47:07] #0932/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:47:46] #0933/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.087 | conf=0.700 | gap=0.620
[2026-05-11 19:48:14] #0934/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.959 | conf=0.750 | gap=0.650
[2026-05-11 19:48:46] #0935/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 19:49:13] #0936/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.540 | conf=0.880 | gap=0.840
[2026-05-11 19:49:46] #0937/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:50:18] #0938/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.812 | conf=0.800 | gap=0.750
[2026-05-11 19:50:50] #0939/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 19:52:00] #0940/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.579 | conf=0.850 | gap=0.780
[2026-05-11 19:52:31] #0941/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:52:46] #0942/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 19:53:00] #0943/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.431 | conf=0.900 | gap=0.860
[2026-05-11 19:53:34] #0944/02716 | true=Walk(11) | pred=Talk-stand(3) | ✗ | ent=0.883 | conf=0.758 | gap=0.674
[2026-05-11 19:54:25] #0946/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 19:54:39] #0947/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:55:14] #0948/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:55:58] #0949/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.558 | conf=0.880 | gap=0.850
[2026-05-11 19:56:29] #0950/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 19:56:51] #0951/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 19:57:19] #0952/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 19:58:06] #0953/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 19:58:13] #0954/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.233 | conf=0.950 | gap=0.925
[2026-05-11 19:59:01] #0955/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:00:01] #0957/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.981 | conf=0.700 | gap=0.550
[2026-05-11 20:00:59] #0958/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.800 | conf=0.800 | gap=0.700
[2026-05-11 20:01:38] #0959/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:01:54] #0960/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.307 | conf=0.940 | gap=0.920
[2026-05-11 20:02:32] #0961/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.171 | conf=0.650 | gap=0.550
[2026-05-11 20:03:06] #0962/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.582 | conf=0.850 | gap=0.770
[2026-05-11 20:03:20] #0963/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.657 | conf=0.850 | gap=0.810
[2026-05-11 20:03:53] #0964/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:05:28] #0966/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.905 | conf=0.780 | gap=0.730
[2026-05-11 20:06:30] #0967/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 20:06:56] #0968/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 20:07:23] #0969/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.686 | conf=0.820 | gap=0.750
[2026-05-11 20:08:13] #0970/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 20:08:43] #0971/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 20:09:00] #0972/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:09:36] #0973/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 20:10:46] #0975/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 20:11:16] #0976/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.767 | conf=0.820 | gap=0.750
[2026-05-11 20:12:25] #0978/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 20:14:16] #0981/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 20:15:11] #0982/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:15:46] #0983/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 20:16:21] #0984/02716 | true=Walk(11) | pred=Walk-backwards(12) | ✗ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 20:16:50] #0985/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.571 | conf=0.850 | gap=0.750
[2026-05-11 20:17:23] #0986/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.646 | conf=0.850 | gap=0.800
[2026-05-11 20:18:02] #0987/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 20:18:35] #0988/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 20:19:04] #0989/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.043 | conf=0.700 | gap=0.600
[2026-05-11 20:19:42] #0990/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.679 | conf=0.850 | gap=0.800
[2026-05-11 20:20:10] #0991/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:20:36] #0992/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 20:21:09] #0993/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 20:21:36] #0994/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 20:22:39] #0995/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:23:12] #0996/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 20:24:06] #0997/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.453 | conf=0.900 | gap=0.860
[2026-05-11 20:25:00] #0998/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 20:25:39] #0999/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 20:26:02] #1000/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 20:26:59] #1001/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:27:51] #1002/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.234 | conf=0.949 | gap=0.919
[2026-05-11 20:28:08] #1003/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 20:28:55] #1004/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.880 | conf=0.700 | gap=0.500
[2026-05-11 20:29:42] #1005/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 20:30:05] #1006/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 20:30:35] #1007/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:31:25] #1008/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 20:31:42] #1009/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 20:32:09] #1010/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:32:37] #1011/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.197 | conf=0.960 | gap=0.939
[2026-05-11 20:33:11] #1012/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 20:33:38] #1013/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:33:55] #1014/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 20:34:14] #1015/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 20:34:47] #1016/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 20:35:21] #1017/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 20:36:32] #1018/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:37:32] #1019/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 20:38:28] #1021/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.633 | conf=0.789 | gap=0.632
[2026-05-11 20:39:26] #1022/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 20:39:50] #1023/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 20:40:13] #1024/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 20:41:17] #1025/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.051 | conf=0.700 | gap=0.550
[2026-05-11 20:42:24] #1027/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 20:43:22] #1028/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.717 | conf=0.820 | gap=0.770
[2026-05-11 20:43:35] #1029/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.680 | conf=0.850 | gap=0.810
[2026-05-11 20:44:10] #1030/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 20:44:44] #1031/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 20:45:16] #1032/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 20:45:32] #1033/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.739 | conf=0.800 | gap=0.720
[2026-05-11 20:46:19] #1034/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 20:46:53] #1035/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.940 | conf=0.700 | gap=0.600
[2026-05-11 20:47:29] #1036/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:48:11] #1037/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 20:48:40] #1038/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-11 20:49:11] #1039/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 20:49:28] #1040/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.504 | conf=0.880 | gap=0.830
[2026-05-11 20:50:06] #1041/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 20:50:35] #1042/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 20:51:37] #1043/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.087 | conf=0.700 | gap=0.620
[2026-05-11 20:52:25] #1044/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 20:52:43] #1045/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.656 | conf=0.820 | gap=0.740
[2026-05-11 20:53:18] #1046/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 20:53:40] #1047/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.357 | conf=0.920 | gap=0.880
[2026-05-11 20:54:11] #1048/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 20:54:48] #1049/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 20:55:13] #1050/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:55:33] #1051/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.926 | conf=0.750 | gap=0.670
[2026-05-11 20:56:02] #1052/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.332 | conf=0.941 | gap=0.931
[2026-05-11 20:56:32] #1053/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 20:57:31] #1055/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:58:21] #1057/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-11 20:59:06] #1058/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:59:43] #1059/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 21:00:17] #1060/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.398 | conf=0.920 | gap=0.890
[2026-05-11 21:00:52] #1061/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 21:01:11] #1062/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.357 | conf=0.920 | gap=0.880
[2026-05-11 21:01:53] #1063/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 21:03:00] #1064/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:03:52] #1065/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.940 | conf=0.700 | gap=0.600
[2026-05-11 21:04:30] #1066/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 21:04:59] #1067/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.680 | conf=0.850 | gap=0.810
[2026-05-11 21:05:12] #1068/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-11 21:05:43] #1069/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.242 | conf=0.947 | gap=0.916
[2026-05-11 21:06:12] #1070/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 21:07:17] #1071/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 21:07:40] #1072/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 21:08:23] #1073/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 21:08:53] #1074/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.657 | conf=0.850 | gap=0.810
[2026-05-11 21:09:25] #1075/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 21:10:35] #1076/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.489 | conf=0.900 | gap=0.870
[2026-05-11 21:11:02] #1077/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 21:11:23] #1078/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.622 | conf=0.850 | gap=0.800
[2026-05-11 21:11:42] #1079/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 21:12:18] #1080/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 21:12:51] #1081/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 21:13:26] #1082/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 21:14:20] #1084/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.940 | conf=0.700 | gap=0.600
[2026-05-11 21:14:56] #1085/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 21:15:34] #1086/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 21:16:12] #1087/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 21:16:48] #1088/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 21:17:25] #1089/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 21:17:44] #1090/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.190 | conf=0.650 | gap=0.550
