[2026-05-12 10:27:49] PAMAP2 class 2 (standing) start T=0.8
[2026-05-12 10:27:49]   1989 windows
[2026-05-12 10:28:04] #0001/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 14:13:10] #0709/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=1.257 conf=0.450 gap=0.100
[2026-05-12 14:13:21] #0710/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 14:13:33] #0711/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 14:13:43] #0712/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.740 conf=0.780 gap=0.630
[2026-05-12 14:14:25] #0713/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 14:14:36] #0714/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 14:14:46] #0715/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.709 conf=0.820 gap=0.750
[2026-05-12 14:14:59] #0716/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 14:15:10] #0717/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:15:27] #0718/01989 | true=standing(2) | pred=lying(0) | ✗ | ent=0.877 conf=0.550 gap=0.150
[2026-05-12 14:15:52] #0719/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 14:16:09] #0720/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 14:16:09]   [720/1989] acc=536/720=74% filt=697
[2026-05-12 14:16:18] #0721/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 14:16:44] #0722/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:17:06] #0723/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:17:39] #0724/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:17:53] #0725/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.887 conf=0.750 gap=0.650
[2026-05-12 14:18:06] #0726/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.155 conf=0.500 gap=0.150
[2026-05-12 14:18:14] #0727/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 14:18:27] #0728/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 14:18:39] #0729/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 14:18:50] #0730/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.783 conf=0.770 gap=0.670
[2026-05-12 14:19:02] #0731/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 14:19:14] #0732/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:19:29] #0733/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 14:20:28] #0734/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 14:20:42] #0735/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 14:21:07] #0736/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 14:21:27] #0737/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 14:21:41] #0738/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.722 conf=0.800 gap=0.680
[2026-05-12 14:21:59] #0739/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 14:22:16] #0740/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 14:22:16]   [740/1989] acc=554/740=75% filt=716
[2026-05-12 14:22:29] #0741/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.203 conf=0.450 gap=0.070
[2026-05-12 14:22:52] #0742/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:23:18] #0743/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 14:23:27] #0744/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 14:23:40] #0745/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.850 gap=0.780
[2026-05-12 14:23:52] #0746/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.850 gap=0.780
[2026-05-12 14:24:04] #0747/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.490 conf=0.880 gap=0.830
[2026-05-12 14:24:19] #0748/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 14:24:33] #0749/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 14:24:43] #0750/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 14:24:55] #0751/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 14:25:06] #0752/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 14:25:36] #0753/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=1.140 conf=0.450 gap=0.050
[2026-05-12 14:25:47] #0754/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 14:26:30] #0755/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 14:26:49] #0756/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:26:58] #0757/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.444 conf=0.900 gap=0.860
[2026-05-12 14:27:10] #0758/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 14:27:52] #0759/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 14:28:04] #0760/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:28:04]   [760/1989] acc=570/760=75% filt=734
[2026-05-12 14:28:15] #0761/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 14:28:34] #0762/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 14:29:14] #0763/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:29:45] #0764/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.878 conf=0.720 gap=0.540
[2026-05-12 14:30:18] #0765/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 14:30:33] #0766/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 14:30:43] #0767/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.285 conf=0.450 gap=0.150
[2026-05-12 14:30:53] #0768/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 14:31:09] #0769/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:31:22] #0770/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 14:31:44] #0771/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 14:32:08] #0772/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 14:32:31] #0773/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.688 conf=0.800 gap=0.660
[2026-05-12 14:32:34] #0774/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:33:02] #0775/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 14:33:15] #0776/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 14:33:33] #0777/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.741 conf=0.700 gap=0.430
[2026-05-12 14:33:43] #0778/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 14:34:06] #0779/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:34:17] #0780/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.850 gap=0.780
[2026-05-12 14:34:17]   [780/1989] acc=582/780=75% filt=753
[2026-05-12 14:34:28] #0781/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.156 conf=0.450 gap=0.070
[2026-05-12 14:34:39] #0782/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 14:35:03] #0783/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 14:35:13] #0784/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 14:35:34] #0785/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.613 conf=0.850 gap=0.790
[2026-05-12 14:35:43] #0786/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 14:35:57] #0787/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 14:36:06] #0788/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 14:36:16] #0789/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:36:30] #0790/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 14:36:42] #0791/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 14:36:58] #0792/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 14:37:10] #0793/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 14:37:18] #0794/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:37:35] #0795/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 14:38:02] #0796/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=0.794 conf=0.750 gap=0.600
[2026-05-12 14:38:14] #0797/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.238 conf=0.500 gap=0.200
[2026-05-12 14:38:41] #0798/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 14:38:51] #0799/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.490 conf=0.880 gap=0.830
[2026-05-12 14:39:04] #0800/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.604 conf=0.850 gap=0.780
[2026-05-12 14:39:04]   [800/1989] acc=599/800=75% filt=771
[2026-05-12 14:39:15] #0801/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 14:39:30] #0802/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:39:43] #0803/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:39:56] #0804/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 14:40:08] #0805/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 14:40:27] #0806/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:40:44] #0807/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 14:41:10] #0808/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 14:41:24] #0809/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:41:35] #0810/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 14:41:56] #0811/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:42:07] #0812/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.384 conf=0.920 gap=0.890
[2026-05-12 14:42:18] #0813/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 14:42:32] #0814/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:42:52] #0815/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:43:17] #0816/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 14:43:27] #0817/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 14:43:52] #0818/01989 | true=standing(2) | pred=lying(0) | ✗ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 14:44:01] #0819/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.690 conf=0.820 gap=0.740
[2026-05-12 14:44:11] #0820/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 14:44:11]   [820/1989] acc=614/820=75% filt=791
[2026-05-12 14:44:25] #0821/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.850 gap=0.780
[2026-05-12 14:44:48] #0822/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=1.001 conf=0.600 gap=0.300
[2026-05-12 14:45:02] #0823/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 14:45:12] #0824/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:45:23] #0825/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 14:45:51] #0826/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 14:46:15] #0827/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 14:46:57] #0828/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 14:47:29] #0829/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=1.128 conf=0.450 gap=0.100
[2026-05-12 14:47:32] #0830/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.825 conf=0.750 gap=0.600
[2026-05-12 14:47:43] #0831/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 14:47:56] #0832/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 14:48:06] #0833/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 14:48:16] #0834/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.722 conf=0.800 gap=0.680
[2026-05-12 14:48:27] #0835/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:48:37] #0836/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 14:48:46] #0837/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 14:48:59] #0838/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 14:49:12] #0839/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:49:40] #0840/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=1.198 conf=0.500 gap=0.250
[2026-05-12 14:49:40]   [840/1989] acc=629/840=75% filt=809
[2026-05-12 14:49:52] #0841/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.490 conf=0.880 gap=0.830
[2026-05-12 14:50:06] #0842/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 14:50:32] #0843/01989 | true=standing(2) | pred=lying(0) | ✗ | ent=0.608 conf=0.820 gap=0.680
[2026-05-12 14:50:57] #0844/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.743 conf=0.800 gap=0.700
[2026-05-12 14:51:07] #0845/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:51:10] #0846/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:51:30] #0847/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 14:51:43] #0848/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 14:51:56] #0849/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 14:52:10] #0850/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 14:52:19] #0851/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.664 conf=0.820 gap=0.740
[2026-05-12 14:52:30] #0852/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:52:52] #0853/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 14:53:01] #0854/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 14:53:03] #0855/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:53:25] #0856/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 14:53:37] #0857/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 14:53:51] #0858/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.740 conf=0.780 gap=0.630
[2026-05-12 14:54:01] #0859/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:54:20] #0860/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 14:54:20]   [860/1989] acc=645/860=75% filt=829
[2026-05-12 14:54:50] #0861/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=1.299 conf=0.400 gap=0.050
[2026-05-12 14:55:15] #0862/01989 | true=standing(2) | pred=lying(0) | ✗ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 14:55:44] #0863/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:56:20] #0864/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 14:56:41] #0865/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.907 conf=0.720 gap=0.570
[2026-05-12 14:56:52] #0866/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.083 conf=0.600 gap=0.350
[2026-05-12 14:57:18] #0867/01989 | true=standing(2) | pred=lying(0) | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 14:57:32] #0868/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:57:59] #0869/01989 | true=standing(2) | pred=lying(0) | ✗ | ent=1.195 conf=0.450 gap=0.100
[2026-05-12 14:58:12] #0870/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 14:58:29] #0871/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 14:58:56] #0872/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:59:06] #0873/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 14:59:29] #0874/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=1.198 conf=0.500 gap=0.250
[2026-05-12 14:59:40] #0875/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.261 conf=0.550 gap=0.350
[2026-05-12 15:00:05] #0876/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.390 conf=0.920 gap=0.900
[2026-05-12 15:00:18] #0877/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.628 conf=0.820 gap=0.700
[2026-05-12 15:00:29] #0878/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 15:00:43] #0879/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 15:00:46] #0880/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.175 conf=0.600 gap=0.450
[2026-05-12 15:00:46]   [880/1989] acc=655/880=74% filt=846
[2026-05-12 15:01:06] #0881/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 15:01:15] #0882/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 15:01:28] #0883/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.021 conf=0.550 gap=0.200
[2026-05-12 15:01:41] #0884/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 15:01:51] #0885/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.552 conf=0.850 gap=0.750
[2026-05-12 15:02:02] #0886/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 15:02:15] #0887/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 15:02:36] #0888/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 15:03:02] #0889/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 15:03:11] #0890/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 15:03:30] #0891/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 15:03:42] #0892/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.896 conf=0.700 gap=0.500
[2026-05-12 15:03:54] #0893/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 15:04:37] #0894/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.786 conf=0.750 gap=0.570
[2026-05-12 15:04:59] #0895/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 15:05:11] #0896/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.603 conf=0.840 gap=0.760
[2026-05-12 15:05:34] #0897/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 15:05:42] #0898/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.689 conf=0.820 gap=0.740
