[2026-05-11 21:52:16] #0001/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:40:35] #6854/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:40:41] #6855/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:40:45] #6856/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:40:53] #6857/31737 | true=sit | pred=sit | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 14:40:56] #6858/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:41:00] #6859/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:41:04] #6860/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:41:09] #6861/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:41:20] #6862/31737 | true=sit | pred=sit | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 14:41:22] #6863/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:41:33] #6864/31737 | true=sit | pred=sit | ✓ | ent=0.543 conf=0.850 gap=0.750
[2026-05-12 14:41:36] #6865/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:41:39] #6866/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:41:41] #6867/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:41:48] #6868/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:41:51] #6869/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:41:57] #6870/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:42:03] #6871/31737 | true=sit | pred=sit | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 14:42:06] #6872/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:42:09] #6873/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:42:17] #6874/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:42:20] #6875/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:42:26] #6876/31737 | true=sit | pred=sit | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 14:42:33] #6877/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:42:42] #6878/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:42:47] #6879/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:42:53] #6880/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:42:57] #6881/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:43:01] #6882/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:43:06] #6883/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:43:10] #6884/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:43:13] #6885/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:43:19] #6886/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:43:27] #6887/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:43:31] #6888/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:43:37] #6889/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:43:43] #6890/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:43:54] #6891/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:44:04] #6892/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:44:08] #6893/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:44:15] #6894/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:44:22] #6895/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:44:27] #6896/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:44:30] #6897/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:44:37] #6898/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:44:40] #6899/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:44:49] #6900/31737 | true=sit | pred=sit | ✓ | ent=0.150 conf=0.975 gap=0.965
[2026-05-12 14:44:56] #6901/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:45:03] #6902/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:45:12] #6903/31737 | true=sit | pred=sit | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 14:45:16] #6904/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:45:19] #6905/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:45:40] #6906/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:45:48] #6907/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:45:52] #6908/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:45:55] #6909/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:46:04] #6910/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:46:09] #6911/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:46:23] #6912/31737 | true=sit | pred=sit | ✓ | ent=0.065 conf=0.990 gap=0.985
[2026-05-12 14:46:27] #6913/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:46:30] #6914/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:46:35] #6915/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:46:39] #6916/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:46:45] #6917/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:46:49] #6918/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:47:05] #6919/31737 | true=sit | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:47:14] #6920/31737 | true=sit | pred=sit | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 14:47:20] #6921/31737 | true=sit | pred=sit | ✓ | ent=0.530 conf=0.890 gap=0.840
[2026-05-12 14:47:24] #6922/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:47:29] #6923/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:47:33] #6924/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:47:44] #6925/31737 | true=sit | pred=sit | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 14:47:48] #6926/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:47:51] #6927/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:47:54] #6928/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:47:58] #6929/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:48:04] #6930/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:48:10] #6931/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:48:13] #6932/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:48:25] #6933/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:48:29] #6934/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:48:39] #6935/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:48:43] #6936/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:48:50] #6937/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:48:53] #6938/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:48:56] #6939/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:49:02] #6940/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:49:38] #6941/31737 | true=sit | pred=stand | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 14:49:47] #6942/31737 | true=sit | pred=sit | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 14:49:51] #6943/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:49:56] #6944/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:50:01] #6945/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:50:07] #6946/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:50:10] #6947/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:50:15] #6948/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:50:22] #6949/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:50:28] #6950/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:50:32] #6951/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:50:39] #6952/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:50:45] #6953/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:50:54] #6954/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:51:06] #6955/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:51:16] #6956/31737 | true=sit | pred=sit | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 14:51:20] #6957/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:51:31] #6958/31737 | true=sit | pred=sit | ✓ | ent=0.365 conf=0.920 gap=0.890
[2026-05-12 14:51:41] #6959/31737 | true=sit | pred=sit | ✓ | ent=0.078 conf=0.989 gap=0.985
[2026-05-12 14:51:44] #6960/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:51:47] #6961/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:51:51] #6962/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:51:54] #6963/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:52:09] #6964/31737 | true=sit | pred=sit | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 14:52:12] #6965/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:53:04] #6966/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:53:07] #6967/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:53:10] #6968/31737 | true=sit | pred=sit | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 14:53:15] #6969/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:53:23] #6970/31737 | true=sit | pred=sit | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 14:53:26] #6971/31737 | true=sit | pred=sit | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 14:53:33] #6972/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:53:43] #6973/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:53:47] #6974/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:53:49] #6975/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:53:54] #6976/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:54:01] #6977/31737 | true=sit | pred=stand | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 14:54:13] #6978/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:54:18] #6979/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:54:23] #6980/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:54:27] #6981/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:54:31] #6982/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:54:37] #6983/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:54:43] #6984/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:54:47] #6985/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:54:56] #6986/31737 | true=sit | pred=sit | ✓ | ent=0.486 conf=0.900 gap=0.860
[2026-05-12 14:55:02] #6987/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:55:05] #6988/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:55:09] #6989/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:55:12] #6990/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:55:17] #6991/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:55:21] #6992/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:55:29] #6993/31737 | true=sit | pred=sit | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 14:55:34] #6994/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:55:37] #6995/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:55:41] #6996/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:55:43] #6997/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:55:51] #6998/31737 | true=sit | pred=sit | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 14:56:02] #6999/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:56:05] #7000/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:56:09] #7001/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:56:12] #7002/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:56:19] #7003/31737 | true=sit | pred=sit | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 14:56:22] #7004/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:56:26] #7005/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:56:29] #7006/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:56:34] #7007/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:56:38] #7008/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:56:45] #7009/31737 | true=sit | pred=sit | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 14:56:49] #7010/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:56:59] #7011/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:57:06] #7012/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:57:11] #7013/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:57:15] #7014/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:57:23] #7015/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:57:32] #7016/31737 | true=sit | pred=sit | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 14:57:37] #7017/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:57:43] #7018/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:57:48] #7019/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:58:12] #7020/31737 | true=sit | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 14:58:16] #7021/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:58:27] #7022/31737 | true=sit | pred=sit | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 14:58:34] #7023/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:58:38] #7024/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:58:41] #7025/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:58:46] #7026/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:58:49] #7027/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:58:54] #7028/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:58:57] #7029/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:59:01] #7030/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:59:05] #7031/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:59:14] #7032/31737 | true=sit | pred=sit | ✓ | ent=0.170 conf=0.970 gap=0.950
[2026-05-12 14:59:18] #7033/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:59:23] #7034/31737 | true=sit | pred=sit | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 14:59:28] #7035/31737 | true=sit | pred=sit | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 14:59:35] #7036/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:59:44] #7037/31737 | true=sit | pred=sit | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 14:59:51] #7038/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:59:55] #7039/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:59:59] #7040/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:00:08] #7041/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:00:22] #7042/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:00:27] #7043/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:00:35] #7044/31737 | true=sit | pred=sit | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 15:00:41] #7045/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:00:45] #7046/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:00:49] #7047/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:00:52] #7048/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:00:57] #7049/31737 | true=sit | pred=sit | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:01:00] #7050/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:01:03] #7051/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:01:09] #7052/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:01:16] #7053/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:01:22] #7054/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:01:30] #7055/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:01:35] #7056/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:01:43] #7057/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:01:46] #7058/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:01:50] #7059/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:01:59] #7060/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:02:02] #7061/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:02:11] #7062/31737 | true=sit | pred=sit | ✓ | ent=0.087 conf=0.985 gap=0.975
[2026-05-12 15:02:15] #7063/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:02:18] #7064/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:02:21] #7065/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:02:26] #7066/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:02:33] #7067/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:02:46] #7068/31737 | true=sit | pred=sit | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 15:02:51] #7069/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:02:55] #7070/31737 | true=sit | pred=sit | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:03:00] #7071/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:03:05] #7072/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:03:09] #7073/31737 | true=sit | pred=sit | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 15:03:16] #7074/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:03:19] #7075/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:03:22] #7076/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:03:25] #7077/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:03:28] #7078/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:03:37] #7079/31737 | true=sit | pred=sit | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 15:03:41] #7080/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:03:43] #7081/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:03:48] #7082/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:03:51] #7083/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:03:55] #7084/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:04:02] #7085/31737 | true=sit | pred=sit | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:04:11] #7086/31737 | true=sit | pred=sit | ✓ | ent=0.044 conf=0.994 gap=0.991
[2026-05-12 15:04:20] #7087/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:04:25] #7088/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:04:32] #7089/31737 | true=sit | pred=sit | ✓ | ent=0.000 conf=1.000 gap=1.000
