[2026-05-11 23:14:36] #0001/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:42:28] #1105/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:42:36] #1106/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:42:41] #1107/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 02:42:43] #1108/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:42:51] #1109/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:42:55] #1110/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 02:43:14] #1111/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:43:17] #1112/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:43:20] #1113/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 02:43:31] #1114/03701 | true=sitting | pred=sitting | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 02:43:41] #1115/03701 | true=sitting | pred=sitting | ✓ | ent=0.383 conf=0.920 gap=0.880
[2026-05-12 02:43:44] #1116/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 02:43:47] #1117/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:43:49] #1118/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:43:59] #1119/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 02:44:08] #1120/03701 | true=sitting | pred=sitting | ✓ | ent=0.046 conf=0.994 gap=0.992
[2026-05-12 02:44:11] #1121/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:44:20] #1122/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 02:44:22] #1123/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:44:48] #1124/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:44:50] #1125/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:44:54] #1126/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:44:56] #1127/03701 | true=sitting | pred=sitting | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 02:45:05] #1128/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:45:32] #1129/03701 | true=sitting | pred=sitting | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 02:45:56] #1130/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:46:09] #1131/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 02:46:28] #1132/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:49:00] #1133/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:49:09] #1134/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:49:12] #1135/03701 | true=sitting | pred=sitting | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 02:49:31] #1136/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 02:49:34] #1137/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:49:43] #1138/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 02:49:46] #1139/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:49:49] #1140/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:49:59] #1141/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:50:09] #1142/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:50:12] #1143/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:50:14] #1144/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:50:17] #1145/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:50:38] #1146/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 02:50:41] #1147/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 02:50:48] #1148/03701 | true=sitting | pred=sitting | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 02:50:55] #1149/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:51:01] #1150/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:51:06] #1151/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:52:39] #1152/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:52:45] #1153/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:52:54] #1154/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:53:04] #1155/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 02:53:08] #1156/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:53:17] #1157/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 02:53:19] #1158/03701 | true=sitting | pred=sitting | ✓ | ent=0.811 conf=0.800 gap=0.750
[2026-05-12 02:53:30] #1159/03701 | true=sitting | pred=sitting | ✓ | ent=0.260 conf=0.950 gap=0.920
[2026-05-12 02:53:32] #1160/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:53:38] #1161/03701 | true=sitting | pred=sitting | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 02:53:46] #1162/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 02:53:49] #1163/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 02:53:51] #1164/03701 | true=sitting | pred=sitting | ✓ | ent=0.387 conf=0.921 gap=0.881
[2026-05-12 02:54:05] #1165/03701 | true=sitting | pred=sitting | ✓ | ent=0.190 conf=0.960 gap=0.930
[2026-05-12 02:54:08] #1166/03701 | true=sitting | pred=sitting | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 02:54:11] #1167/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:55:03] #1168/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:55:10] #1169/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:55:13] #1170/03701 | true=sitting | pred=sitting | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 02:55:17] #1171/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 02:56:12] #1172/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:56:16] #1173/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:56:19] #1174/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:56:21] #1175/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:56:33] #1176/03701 | true=sitting | pred=sitting | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-12 02:56:59] #1177/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 02:57:03] #1178/03701 | true=sitting | pred=sitting | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-12 02:57:13] #1179/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:57:23] #1180/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 02:57:33] #1181/03701 | true=sitting | pred=sitting | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 02:57:52] #1182/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:58:12] #1183/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:58:20] #1184/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 02:58:30] #1185/03701 | true=sitting | pred=sitting | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 02:58:34] #1186/03701 | true=sitting | pred=sitting | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 02:58:56] #1187/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:58:59] #1188/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:59:26] #1189/03701 | true=sitting | pred=sitting | ✓ | ent=0.190 conf=0.960 gap=0.930
[2026-05-12 02:59:34] #1190/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:59:40] #1191/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:00:06] #1192/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:00:17] #1193/03701 | true=sitting | pred=sitting | ✓ | ent=0.472 conf=0.900 gap=0.860
[2026-05-12 03:00:26] #1194/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:00:30] #1195/03701 | true=sitting | pred=sitting | ✓ | ent=0.272 conf=0.950 gap=0.930
[2026-05-12 03:00:33] #1196/03701 | true=sitting | pred=sitting | ✓ | ent=0.390 conf=0.920 gap=0.880
[2026-05-12 03:00:36] #1197/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:00:41] #1198/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:00:47] #1199/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:00:53] #1200/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:01:50] #1201/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 03:01:59] #1202/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:02:03] #1203/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:02:23] #1204/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:02:42] #1205/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:02:54] #1206/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:02:59] #1207/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:03:11] #1208/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:03:14] #1209/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:03:21] #1210/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:03:33] #1211/03701 | true=sitting | pred=sitting | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 03:04:01] #1212/03701 | true=sitting | pred=sitting | ✓ | ent=0.190 conf=0.960 gap=0.930
[2026-05-12 03:04:12] #1213/03701 | true=sitting | pred=sitting | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-12 03:04:21] #1214/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:04:43] #1215/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:04:47] #1216/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:04:50] #1217/03701 | true=sitting | pred=sitting | ✓ | ent=0.272 conf=0.950 gap=0.930
[2026-05-12 03:04:54] #1218/03701 | true=sitting | pred=sitting | ✓ | ent=0.543 conf=0.880 gap=0.830
[2026-05-12 03:04:57] #1219/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:05:07] #1220/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 03:05:12] #1221/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:05:14] #1222/03701 | true=sitting | pred=sitting | ✓ | ent=0.390 conf=0.920 gap=0.880
[2026-05-12 03:05:17] #1223/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:06:09] #1224/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:06:13] #1225/03701 | true=sitting | pred=sitting | ✓ | ent=0.448 conf=0.900 gap=0.840
[2026-05-12 03:06:26] #1226/03701 | true=sitting | pred=sitting | ✓ | ent=0.738 conf=0.650 gap=0.320
[2026-05-12 03:06:46] #1227/03701 | true=sitting | pred=sitting | ✓ | ent=0.334 conf=0.930 gap=0.890
[2026-05-12 03:06:55] #1228/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:07:02] #1229/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:07:14] #1230/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:07:25] #1231/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:08:17] #1232/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:08:20] #1233/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 03:08:23] #1234/03701 | true=sitting | pred=sitting | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-12 03:08:35] #1235/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:08:44] #1236/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:09:02] #1237/03701 | true=sitting | pred=sitting | ✓ | ent=0.398 conf=0.920 gap=0.890
[2026-05-12 03:09:32] #1238/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:09:57] #1239/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:09:59] #1240/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:10:03] #1241/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:10:15] #1242/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:10:18] #1243/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:10:23] #1244/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:10:34] #1245/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:10:36] #1246/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:10:40] #1247/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:10:44] #1248/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:10:48] #1249/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:10:59] #1250/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:11:11] #1251/03701 | true=sitting | pred=sitting | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 03:11:17] #1252/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:11:22] #1253/03701 | true=sitting | pred=sitting | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 03:11:31] #1254/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 03:11:33] #1255/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:11:43] #1256/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 03:12:03] #1257/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:12:32] #1258/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:12:36] #1259/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:12:47] #1260/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 03:13:47] #1261/03701 | true=sitting | pred=sitting | ✓ | ent=0.190 conf=0.960 gap=0.930
[2026-05-12 03:14:00] #1262/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 03:14:04] #1263/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:14:07] #1264/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 03:14:45] #1265/03701 | true=sitting | pred=sitting | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 03:14:50] #1266/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:14:59] #1267/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:15:03] #1268/03701 | true=sitting | pred=sitting | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:15:06] #1269/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:15:09] #1270/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:15:13] #1271/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:15:32] #1272/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:15:44] #1273/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:15:59] #1274/03701 | true=sitting | pred=sitting | ✓ | ent=0.168 conf=0.960 gap=0.920
[2026-05-12 03:16:09] #1275/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:16:17] #1276/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:16:21] #1277/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:16:43] #1278/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:16:51] #1279/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:16:55] #1280/03701 | true=sitting | pred=sitting | ✓ | ent=0.621 conf=0.850 gap=0.770
[2026-05-12 03:17:04] #1281/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:17:09] #1282/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:17:20] #1283/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:17:28] #1284/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:17:33] #1285/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:17:38] #1286/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:17:40] #1287/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:17:43] #1288/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:17:46] #1289/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:17:48] #1290/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:17:52] #1291/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:17:56] #1292/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:18:09] #1293/03701 | true=sitting | pred=sitting | ✓ | ent=0.237 conf=0.950 gap=0.910
[2026-05-12 03:18:13] #1294/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:18:22] #1295/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:18:50] #1296/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:18:59] #1297/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:19:20] #1298/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:19:23] #1299/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:19:42] #1300/03701 | true=sitting | pred=sitting | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 03:19:45] #1301/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 03:19:48] #1302/03701 | true=sitting | pred=sitting | ✓ | ent=0.277 conf=0.950 gap=0.941
[2026-05-12 03:19:52] #1303/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:19:55] #1304/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:20:17] #1305/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:20:20] #1306/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 03:20:30] #1307/03701 | true=sitting | pred=sitting | ✓ | ent=0.288 conf=0.940 gap=0.910
[2026-05-12 03:20:34] #1308/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:20:39] #1309/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:21:00] #1310/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:21:03] #1311/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:21:24] #1312/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:21:28] #1313/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
